run_id,plane,tier,t_s,x_m,y_m,z_m,Ux,Uy,Uz,magU,T_K,in_bed,in_window
06_F4,tier0_canopy_mid,0,300,-1.2,1.6,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.15,1.6,0.675,-1.9493e-18,1.8653e-17,3.3772e-17,3.863e-17,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.1,1.6,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.05,1.6,0.675,0.052724,0.12863,0.17682,0.22492,298.316,1,1
06_F4,tier0_canopy_mid,0,300,-1.0,1.6,0.675,0.10412,0.027477,0.17059,0.20174,298.425,1,1
06_F4,tier0_canopy_mid,0,300,-0.95,1.6,0.675,0.19267,-0.067799,0.15583,0.2569,298.549,1,1
06_F4,tier0_canopy_mid,0,300,-0.9,1.6,0.675,0.27269,-0.14246,0.13824,0.33729,298.638,1,1
06_F4,tier0_canopy_mid,0,300,-0.85,1.6,0.675,0.34247,-0.19611,0.12109,0.4128,298.695,1,1
06_F4,tier0_canopy_mid,0,300,-0.8,1.6,0.675,0.40301,-0.23301,0.10606,0.47745,298.735,1,1
06_F4,tier0_canopy_mid,0,300,-0.75,1.6,0.675,0.45537,-0.25741,0.093378,0.53136,298.766,1,1
06_F4,tier0_canopy_mid,0,300,-1.2,1.65,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.2,1.7,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.05,1.65,0.675,0.12284,0.019814,0.070264,0.1429,298.576,1,1
06_F4,tier0_canopy_mid,0,300,-1.1,1.65,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.0,1.65,0.675,0.20917,-0.094999,0.065668,0.23893,298.645,1,1
06_F4,tier0_canopy_mid,0,300,-1.05,1.7,0.675,0.23541,-0.12777,-0.018679,0.2685,298.692,1,1
06_F4,tier0_canopy_mid,0,300,-1.1,1.7,0.675,0,0,0,0,302,1,1
06_F4,tier0_canopy_mid,0,300,-1.0,1.7,0.675,0.33638,-0.20833,-0.017089,0.39603,298.708,1,1
06_F4,tier0_canopy_mid,0,300,-0.95,1.65,0.675,0.30568,-0.17975,0.055668,0.35895,298.704,1,1
06_F4,tier0_canopy_mid,0,300,-0.9,1.65,0.675,0.38547,-0.23623,0.046647,0.4545,298.742,1,1
06_F4,tier0_canopy_mid,0,300,-0.95,1.7,0.675,0.43349,-0.26732,-0.016889,0.50957,298.733,1,1
06_F4,tier0_canopy_mid,0,300,-0.9,1.7,0.675,0.51572,-0.30537,-0.016725,0.59958,298.757,1,1
06_F4,tier0_canopy_mid,0,300,-0.85,1.65,0.675,0.45363,-0.27295,0.039667,0.5309,298.77,1,1
