run_id,plane,tier,t_s,x_m,y_m,z_m,Ux,Uy,Uz,magU,T_K,in_bed,in_window
02_R1,tier0_canopy_mid,0,300,-1.2,1.6,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.15,1.6,0.675,7.965e-18,-1.6289e-18,-1.8975e-17,2.0643e-17,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.1,1.6,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.05,1.6,0.675,0.0070054,-0.052902,0.020852,0.057294,297.261,1,1
02_R1,tier0_canopy_mid,0,300,-1.0,1.6,0.675,-7.3671e-07,-0.076478,0.023948,0.08014,297,1,1
02_R1,tier0_canopy_mid,0,300,-0.95,1.6,0.675,-0.0091394,-0.091291,0.02371,0.094761,296.805,1,1
02_R1,tier0_canopy_mid,0,300,-0.9,1.6,0.675,-0.020632,-0.10278,0.021949,0.1071,296.637,1,1
02_R1,tier0_canopy_mid,0,300,-0.85,1.6,0.675,-0.031567,-0.11206,0.019399,0.11803,296.485,1,1
02_R1,tier0_canopy_mid,0,300,-0.8,1.6,0.675,-0.041891,-0.11889,0.016714,0.12716,296.346,1,1
02_R1,tier0_canopy_mid,0,300,-0.75,1.6,0.675,-0.051263,-0.12255,0.014182,0.13359,296.223,1,1
02_R1,tier0_canopy_mid,0,300,-1.2,1.65,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.2,1.7,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.05,1.65,0.675,0.0053441,-0.072184,0.03826,0.081872,297.24,1,1
02_R1,tier0_canopy_mid,0,300,-1.1,1.65,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.0,1.65,0.675,-0.0045361,-0.087609,0.031311,0.093146,296.971,1,1
02_R1,tier0_canopy_mid,0,300,-1.05,1.7,0.675,0.016693,-0.082225,0.034569,0.090745,297.173,1,1
02_R1,tier0_canopy_mid,0,300,-1.1,1.7,0.675,0,0,0,0,302,1,1
02_R1,tier0_canopy_mid,0,300,-1.0,1.7,0.675,-0.00016284,-0.094094,0.029916,0.098735,296.941,1,1
02_R1,tier0_canopy_mid,0,300,-0.95,1.65,0.675,-0.012607,-0.098509,0.026969,0.10291,296.787,1,1
02_R1,tier0_canopy_mid,0,300,-0.9,1.65,0.675,-0.023657,-0.10782,0.02405,0.11298,296.633,1,1
