run_id,plane,tier,t_s,x_m,y_m,z_m,Ux,Uy,Uz,magU,T_K,in_bed,in_window
16_L2,tier0_canopy_mid,0,300,-1.2,1.6,0.675,0,0,0,0,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.6,0.675,0,0,0,0,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.65,0.675,0,0,0,0,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.7,0.675,-2.0902e-17,-6.3889e-18,1.1134e-17,2.4529e-17,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.75,0.675,-0.49725,-0.1219,0.18297,0.54369,298.463,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.8,0.675,-0.44826,-0.11849,0.11161,0.4769,298.421,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.75,0.675,-0.47765,-0.13667,0.16128,0.52234,298.434,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.7,0.675,0,0,0,0,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.8,0.675,-0.44751,-0.14168,0.070683,0.4747,298.392,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.85,0.675,-0.40317,-0.11217,0.070373,0.42436,298.421,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.9,0.675,-0.36386,-0.080403,0.047267,0.37562,298.425,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.85,0.675,-0.40825,-0.13217,0.020243,0.42959,298.396,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.9,0.675,-0.37108,-0.094841,-0.0086514,0.38311,298.405,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,1.95,0.675,-0.32612,-0.045018,0.035784,0.33115,298.426,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,2.0,0.675,-0.29431,-0.0076084,0.03749,0.29678,298.42,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,1.95,0.675,-0.33381,-0.050833,-0.026811,0.33872,298.409,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,2.0,0.675,-0.30102,-0.005252,-0.032979,0.30287,298.403,1,1
16_L2,tier0_canopy_mid,0,300,-1.2,2.05,0.675,-0.29924,0.028684,0.049883,0.30472,298.407,1,1
16_L2,tier0_canopy_mid,0,300,-1.15,2.05,0.675,-0.30587,0.036806,-0.022598,0.30891,298.389,1,1
16_L2,tier0_canopy_mid,0,300,-1.1,1.6,0.675,0,0,0,0,302,1,1
16_L2,tier0_canopy_mid,0,300,-1.05,1.6,0.675,-0.32059,-0.45639,0.22321,0.60075,298.341,1,1
16_L2,tier0_canopy_mid,0,300,-1.0,1.6,0.675,-0.34353,-0.42606,0.1333,0.5633,298.23,1,1
16_L2,tier0_canopy_mid,0,300,-0.95,1.6,0.675,-0.36296,-0.42892,0.083562,0.56807,298.159,1,1
16_L2,tier0_canopy_mid,0,300,-0.9,1.6,0.675,-0.35194,-0.44419,0.052057,0.5691,298.099,1,1
16_L2,tier0_canopy_mid,0,300,-0.85,1.6,0.675,-0.32793,-0.46281,0.028654,0.56794,298.043,1,1
16_L2,tier0_canopy_mid,0,300,-0.8,1.6,0.675,-0.29182,-0.4801,0.0076188,0.56189,297.988,1,1
16_L2,tier0_canopy_mid,0,300,-0.75,1.6,0.675,-0.24285,-0.49263,-0.014259,0.54943,297.933,1,1
16_L2,tier0_canopy_mid,0,300,-0.7,1.6,0.675,-0.17783,-0.49706,-0.03874,0.52934,297.876,1,1
16_L2,tier0_canopy_mid,0,300,-0.65,1.6,0.675,-0.098317,-0.49161,-0.069061,0.50608,297.821,1,1
16_L2,tier0_canopy_mid,0,300,-0.6,1.6,0.675,0.0017121,-0.49305,-0.093486,0.50184,297.781,1,1
16_L2,tier0_canopy_mid,0,300,-0.55,1.6,0.675,0.10806,-0.5153,-0.088745,0.53394,297.772,1,1
16_L2,tier0_canopy_mid,0,300,-0.5,1.6,0.675,0.20215,-0.5367,-0.062741,0.57693,297.788,1,1
16_L2,tier0_canopy_mid,0,300,-0.45,1.6,0.675,0.28403,-0.54078,-0.034476,0.61181,297.81,1,1
16_L2,tier0_canopy_mid,0,300,-0.4,1.6,0.675,0.34787,-0.53101,-0.0060886,0.63484,297.836,1,1
16_L2,tier0_canopy_mid,0,300,-0.35,1.6,0.675,0.39425,-0.51207,0.022145,0.64663,297.864,1,1
16_L2,tier0_canopy_mid,0,300,-0.3,1.6,0.675,0.42451,-0.48946,0.051304,0.64993,297.896,1,1
16_L2,tier0_canopy_mid,0,300,-0.25,1.6,0.675,0.4373,-0.46835,0.083743,0.64622,297.932,1,1
16_L2,tier0_canopy_mid,0,300,-0.2,1.6,0.675,0.4278,-0.45561,0.12204,0.63678,297.977,1,1
16_L2,tier0_canopy_mid,0,300,-0.15,1.6,0.675,0.38423,-0.46082,0.17067,0.62379,298.033,1,1
16_L2,tier0_canopy_mid,0,300,-0.1,1.6,0.675,0.3012,-0.49574,0.24082,0.62807,298.105,1,1
16_L2,tier0_canopy_mid,0,300,-0.05,1.6,0.675,0.14213,-0.55375,0.32727,0.65874,298.147,1,1
16_L2,tier0_canopy_mid,0,300,-0.0,1.6,0.675,-0.10042,-0.56881,0.33194,0.6662,298.05,1,1
16_L2,tier0_canopy_mid,0,300,-1.05,1.65,0.675,-0.29893,-0.3717,0.21576,0.52352,298.358,1,1
