x,y,z,ux,uy,uz,speed,T
60.0,0.0,110.0,-0.8448,0.1192,0.5216,0.1508,25.09
60.0,60.0,110.0,0.1822,0.9273,-0.3269,0.0842,25.19
60.0,120.0,110.0,0.5342,0.8342,-0.1367,0.1289,25.27
60.0,180.0,110.0,0.6379,0.7641,0.0960,0.1066,25.33
120.0,0.0,110.0,-0.8235,0.0572,0.5644,0.1865,25.04
120.0,60.0,110.0,-0.3386,0.8251,-0.4524,0.0670,25.30
120.0,120.0,110.0,0.4958,0.8116,-0.3090,0.0856,25.51
120.0,180.0,110.0,0.7632,0.5593,-0.3235,0.1276,25.48
120.0,240.0,110.0,0.7839,0.4556,-0.4218,0.1069,25.51
120.0,360.0,110.0,0.2506,-0.1796,0.9513,0.0561,25.44
180.0,0.0,110.0,-0.7559,0.0422,0.6534,0.2122,25.03
180.0,60.0,110.0,-0.5824,0.7459,-0.3233,0.0689,25.45
180.0,120.0,110.0,0.5784,0.8108,-0.0902,0.0549,25.64
180.0,180.0,110.0,0.9293,0.2406,-0.2804,0.1139,25.65
180.0,240.0,110.0,0.9102,0.1069,-0.4001,0.1221,25.69
180.0,300.0,110.0,0.8995,-0.1284,-0.4176,0.0799,25.74
240.0,0.0,110.0,-0.6754,0.0399,0.7363,0.2210,25.06
240.0,60.0,110.0,-0.7373,0.6593,-0.1473,0.0683,25.62
240.0,180.0,110.0,0.9694,-0.1025,-0.2232,0.1158,25.77
240.0,240.0,110.0,0.9469,-0.1815,-0.2654,0.1210,25.83
240.0,300.0,110.0,0.8782,-0.4718,-0.0781,0.0742,25.86
240.0,360.0,110.0,0.6152,-0.7819,-0.1006,0.0528,25.81
240.0,480.0,110.0,0.1295,-0.1501,0.9802,0.0614,25.47
300.0,0.0,110.0,-0.5610,0.0325,0.8272,0.2068,25.13
300.0,120.0,110.0,0.8105,-0.5834,-0.0526,0.0686,25.88
300.0,180.0,110.0,0.8626,-0.4834,-0.1493,0.1072,25.89
300.0,240.0,110.0,0.9249,-0.3757,-0.0584,0.0893,25.92
300.0,300.0,110.0,0.7363,-0.6498,0.1889,0.0646,25.90
300.0,360.0,110.0,0.4101,-0.8956,0.1723,0.0529,25.87
360.0,0.0,110.0,-0.2913,-0.0046,0.9566,0.1693,25.25
360.0,60.0,110.0,0.1202,-0.8288,-0.5464,0.0491,25.95
360.0,120.0,110.0,0.2450,-0.3949,-0.8855,0.2198,25.32
360.0,180.0,110.0,0.0368,-0.1129,-0.9929,0.5726,23.45
360.0,240.0,110.0,0.3594,-0.1815,-0.9154,0.0832,25.62
360.0,540.0,110.0,0.0254,-0.0201,0.9995,0.1435,25.62
420.0,0.0,110.0,0.2913,-0.0046,0.9566,0.1693,25.25
420.0,60.0,110.0,-0.1203,-0.8288,-0.5464,0.0491,25.95
420.0,120.0,110.0,-0.2450,-0.3949,-0.8855,0.2198,25.32
420.0,180.0,110.0,-0.0368,-0.1129,-0.9929,0.5726,23.45
420.0,240.0,110.0,-0.3594,-0.1815,-0.9154,0.0832,25.62
420.0,540.0,110.0,-0.0292,-0.0150,0.9995,0.1410,25.61
480.0,0.0,110.0,0.5610,0.0325,0.8272,0.2068,25.13
480.0,120.0,110.0,-0.8105,-0.5834,-0.0526,0.0686,25.88
480.0,180.0,110.0,-0.8626,-0.4834,-0.1493,0.1072,25.89
480.0,240.0,110.0,-0.9249,-0.3758,-0.0584,0.0893,25.92
480.0,300.0,110.0,-0.7741,-0.6188,0.1339,0.0679,25.90
480.0,360.0,110.0,-0.4510,-0.8818,0.1382,0.0539,25.86
480.0,540.0,110.0,0.0038,-0.0037,1.0000,0.1616,25.61
540.0,0.0,110.0,0.6754,0.0399,0.7363,0.2210,25.06
540.0,60.0,110.0,0.7373,0.6593,-0.1473,0.0683,25.62
540.0,180.0,110.0,-0.9694,-0.1025,-0.2232,0.1158,25.77
540.0,240.0,110.0,-0.9469,-0.1815,-0.2654,0.1210,25.83
540.0,300.0,110.0,-0.8994,-0.4157,-0.1352,0.0764,25.84
540.0,360.0,110.0,-0.6328,-0.7534,-0.1791,0.0515,25.79
540.0,480.0,110.0,-0.1051,-0.1256,0.9865,0.0675,25.46
600.0,0.0,110.0,0.7673,0.0481,0.6395,0.2041,25.03
600.0,60.0,110.0,0.5557,0.7568,-0.3442,0.0686,25.42
600.0,120.0,110.0,-0.5325,0.8365,-0.1292,0.0588,25.62
600.0,180.0,110.0,-0.9081,0.3057,-0.2862,0.1142,25.63
600.0,240.0,110.0,-0.8895,0.1873,-0.4168,0.1215,25.66
600.0,300.0,110.0,-0.8839,-0.0614,-0.4635,0.0770,25.71
600.0,480.0,110.0,0.0959,-0.0899,0.9913,0.1705,25.62
660.0,0.0,110.0,0.8285,0.0612,0.5567,0.1828,25.04
660.0,60.0,110.0,0.2355,0.8456,-0.4791,0.0683,25.29
660.0,120.0,110.0,-0.5094,0.7948,-0.3299,0.0943,25.48
660.0,180.0,110.0,-0.7308,0.6092,-0.3079,0.1302,25.44
660.0,240.0,110.0,-0.7711,0.4942,-0.4015,0.1026,25.49
660.0,360.0,110.0,-0.0565,-0.1472,0.9875,0.0900,25.46
720.0,0.0,110.0,0.8331,0.1395,0.5352,0.1474,25.10
720.0,60.0,110.0,-0.2329,0.9560,-0.1783,0.0897,25.17
720.0,120.0,110.0,-0.5312,0.8472,-0.0001,0.1307,25.25
720.0,180.0,110.0,-0.6055,0.7449,0.2802,0.0967,25.34
720.0,240.0,110.0,-0.2592,0.1238,0.9579,0.0666,25.47
720.0,300.0,110.0,0.0458,-0.1324,0.9901,0.1432,25.66
780.0,0.0,110.0,0.3121,0.3471,0.8844,0.1566,25.31
780.0,60.0,110.0,-0.0508,0.6693,0.7412,0.1864,25.43
780.0,120.0,110.0,-0.1284,0.4590,0.8791,0.1773,25.62
