x,y,z,ux,uy,uz,speed,T
660.0,60.0,110.0,0.3207,0.8158,-0.4813,0.0699,23.99
660.0,120.0,110.0,-0.4420,0.8145,-0.3757,0.0902,24.18
660.0,180.0,110.0,-0.6709,0.6507,-0.3557,0.1264,24.14
660.0,240.0,110.0,-0.6842,0.5714,-0.4532,0.1047,24.16
660.0,300.0,110.0,-0.7881,0.5325,-0.3089,0.0470,24.22
660.0,360.0,110.0,-0.0410,-0.0537,0.9977,0.1015,24.24
720.0,0.0,110.0,0.8179,0.1147,0.5638,0.1599,23.88
720.0,60.0,110.0,-0.1785,0.9600,-0.2156,0.0903,23.87
720.0,120.0,110.0,-0.4761,0.8789,-0.0295,0.1310,23.96
720.0,180.0,110.0,-0.5138,0.7968,0.3181,0.0992,24.04
720.0,240.0,110.0,-0.1869,0.2126,0.9591,0.0782,24.20
720.0,300.0,110.0,0.0373,-0.0880,0.9954,0.1660,24.54
780.0,0.0,110.0,0.2893,0.3109,0.9054,0.1808,24.18
780.0,60.0,110.0,-0.0458,0.6045,0.7953,0.2083,24.30
780.0,120.0,110.0,-0.0997,0.3798,0.9197,0.2010,24.50
