x,y,z,ux,uy,uz,speed,T
660.0,60.0,110.0,0.3312,0.8187,-0.4690,0.0718,24.32
660.0,120.0,110.0,-0.4190,0.8377,-0.3503,0.0896,24.52
660.0,180.0,110.0,-0.6813,0.6514,-0.3339,0.1292,24.49
660.0,240.0,110.0,-0.7054,0.5778,-0.4106,0.1097,24.50
660.0,300.0,110.0,-0.8031,0.5257,-0.2804,0.0503,24.55
660.0,360.0,110.0,-0.0502,-0.0659,0.9966,0.0979,24.55
720.0,0.0,110.0,0.8245,0.1221,0.5525,0.1559,24.19
720.0,60.0,110.0,-0.1776,0.9515,-0.2511,0.0913,24.20
720.0,120.0,110.0,-0.4804,0.8749,-0.0609,0.1332,24.29
720.0,180.0,110.0,-0.5309,0.8007,0.2775,0.1055,24.37
720.0,240.0,110.0,-0.2237,0.2422,0.9441,0.0777,24.52
720.0,300.0,110.0,0.0360,-0.0918,0.9951,0.1598,24.83
780.0,0.0,110.0,0.2982,0.3248,0.8975,0.1723,24.47
780.0,60.0,110.0,-0.0471,0.6351,0.7710,0.2001,24.58
780.0,120.0,110.0,-0.1112,0.4272,0.8973,0.1943,24.79
