x,y,z,ux,uy,uz,speed,T
60.0,0.0,110.0,-0.8367,0.1022,0.5381,0.1595,24.18
60.0,60.0,110.0,0.1115,0.9119,-0.3950,0.0862,24.23
60.0,120.0,110.0,0.4752,0.8563,-0.2022,0.1308,24.32
60.0,180.0,110.0,0.5650,0.8211,0.0805,0.1152,24.36
60.0,240.0,110.0,0.4741,0.5484,0.6888,0.0598,24.46
120.0,0.0,110.0,-0.8207,0.0464,0.5695,0.1964,24.13
120.0,60.0,110.0,-0.4272,0.7953,-0.4300,0.0710,24.33
120.0,120.0,110.0,0.4005,0.8575,-0.3230,0.0811,24.55
120.0,180.0,110.0,0.7233,0.5999,-0.3418,0.1241,24.53
120.0,240.0,110.0,0.7237,0.5331,-0.4382,0.1127,24.52
120.0,300.0,110.0,0.7944,0.4585,-0.3984,0.0566,24.58
120.0,360.0,110.0,0.2353,-0.0154,0.9718,0.0612,24.51
180.0,0.0,110.0,-0.7639,0.0339,0.6444,0.2216,24.13
180.0,60.0,110.0,-0.6504,0.7196,-0.2432,0.0705,24.48
180.0,120.0,110.0,0.5744,0.8112,-0.1095,0.0493,24.64
180.0,180.0,110.0,0.9391,0.2044,-0.2762,0.1049,24.68
180.0,240.0,110.0,0.8909,0.1228,-0.4373,0.1199,24.72
180.0,300.0,110.0,0.8961,0.0266,-0.4431,0.0864,24.76
240.0,0.0,110.0,-0.6956,0.0318,0.7177,0.2275,24.16
240.0,60.0,110.0,-0.8163,0.5764,-0.0369,0.0636,24.67
240.0,180.0,110.0,0.9534,-0.2116,-0.2152,0.1106,24.79
240.0,240.0,110.0,0.9368,-0.2022,-0.2855,0.1168,24.86
240.0,300.0,110.0,0.9308,-0.3459,-0.1183,0.0755,24.85
240.0,360.0,110.0,0.8124,-0.5782,-0.0750,0.0486,24.79
240.0,480.0,110.0,0.1646,-0.0488,0.9851,0.0592,24.52
300.0,0.0,110.0,-0.5871,0.0218,0.8092,0.2080,24.21
300.0,120.0,110.0,0.7201,-0.6906,-0.0669,0.0795,24.84
300.0,180.0,110.0,0.7920,-0.6004,-0.1106,0.1049,24.90
300.0,240.0,110.0,0.8787,-0.4725,-0.0676,0.0859,24.92
300.0,300.0,110.0,0.7858,-0.6082,0.1121,0.0604,24.86
360.0,0.0,110.0,-0.2960,-0.0159,0.9551,0.1684,24.29
360.0,60.0,110.0,0.1378,-0.7630,-0.6316,0.0580,24.88
360.0,120.0,110.0,0.1973,-0.3699,-0.9079,0.2427,24.22
360.0,180.0,110.0,0.0245,-0.1364,-0.9904,0.5664,22.60
360.0,240.0,110.0,0.3688,-0.3532,-0.8598,0.0652,24.67
360.0,540.0,110.0,0.0302,-0.0014,0.9995,0.1433,24.73
420.0,0.0,110.0,0.2960,-0.0159,0.9551,0.1684,24.29
420.0,60.0,110.0,-0.1378,-0.7630,-0.6315,0.0580,24.88
420.0,120.0,110.0,-0.1973,-0.3699,-0.9079,0.2427,24.22
420.0,180.0,110.0,-0.0245,-0.1364,-0.9904,0.5664,22.60
420.0,240.0,110.0,-0.3688,-0.3532,-0.8598,0.0652,24.67
420.0,540.0,110.0,-0.0357,0.0039,0.9994,0.1408,24.72
480.0,0.0,110.0,0.5871,0.0218,0.8092,0.2080,24.21
480.0,120.0,110.0,-0.7201,-0.6906,-0.0669,0.0795,24.84
480.0,180.0,110.0,-0.7920,-0.6004,-0.1106,0.1049,24.90
480.0,240.0,110.0,-0.8787,-0.4726,-0.0676,0.0859,24.92
480.0,300.0,110.0,-0.8266,-0.5586,0.0681,0.0646,24.86
480.0,540.0,110.0,-0.0092,0.0138,0.9999,0.1651,24.75
540.0,0.0,110.0,0.6956,0.0318,0.7177,0.2275,24.16
540.0,60.0,110.0,0.8163,0.5764,-0.0370,0.0636,24.67
540.0,180.0,110.0,-0.9534,-0.2116,-0.2152,0.1106,24.79
540.0,240.0,110.0,-0.9368,-0.2022,-0.2855,0.1168,24.86
540.0,300.0,110.0,-0.9411,-0.2908,-0.1727,0.0786,24.84
540.0,480.0,110.0,-0.1373,-0.0335,0.9900,0.0658,24.52
600.0,0.0,110.0,0.7751,0.0392,0.6307,0.2135,24.12
600.0,60.0,110.0,0.6245,0.7315,-0.2738,0.0710,24.45
600.0,120.0,110.0,-0.4903,0.8593,-0.1456,0.0540,24.62
600.0,180.0,110.0,-0.9145,0.2893,-0.2827,0.1050,24.66
600.0,240.0,110.0,-0.8643,0.2139,-0.4552,0.1202,24.69
600.0,300.0,110.0,-0.8701,0.1144,-0.4795,0.0846,24.73
600.0,480.0,110.0,0.0718,-0.0559,0.9959,0.1802,24.79
660.0,0.0,110.0,0.8248,0.0498,0.5632,0.1925,24.13
