x,y,z,ux,uy,uz,speed,T
60.0,0.0,110.0,-0.8410,0.1093,0.5299,0.1559,24.54
60.0,60.0,110.0,0.1232,0.9129,-0.3891,0.0857,24.61
60.0,120.0,110.0,0.4904,0.8503,-0.1907,0.1299,24.70
60.0,180.0,110.0,0.5890,0.8033,0.0882,0.1144,24.75
60.0,240.0,110.0,0.4999,0.5005,0.7069,0.0585,24.84
120.0,0.0,110.0,-0.8223,0.0514,0.5668,0.1936,24.49
120.0,60.0,110.0,-0.4169,0.8036,-0.4246,0.0717,24.70
120.0,120.0,110.0,0.4056,0.8616,-0.3052,0.0823,24.93
120.0,180.0,110.0,0.7405,0.5919,-0.3184,0.1248,24.91
120.0,240.0,110.0,0.7528,0.5193,-0.4045,0.1111,24.91
120.0,300.0,110.0,0.8431,0.3920,-0.3680,0.0533,24.96
120.0,360.0,110.0,0.2257,-0.0925,0.9698,0.0590,24.87
180.0,0.0,110.0,-0.7640,0.0384,0.6440,0.2198,24.48
180.0,60.0,110.0,-0.6421,0.7261,-0.2458,0.0741,24.86
180.0,120.0,110.0,0.5291,0.8460,-0.0657,0.0517,25.03
180.0,180.0,110.0,0.9433,0.2204,-0.2482,0.1062,25.06
180.0,240.0,110.0,0.9063,0.1226,-0.4045,0.1196,25.10
180.0,300.0,110.0,0.9122,-0.0003,-0.4097,0.0856,25.13
240.0,0.0,110.0,-0.6945,0.0363,0.7185,0.2269,24.50
240.0,60.0,110.0,-0.7993,0.5977,-0.0622,0.0692,25.05
240.0,180.0,110.0,0.9625,-0.1881,-0.1957,0.1107,25.17
240.0,240.0,110.0,0.9430,-0.1948,-0.2697,0.1180,25.24
240.0,300.0,110.0,0.9272,-0.3608,-0.1008,0.0770,25.24
240.0,360.0,110.0,0.7790,-0.6236,-0.0651,0.0501,25.19
240.0,480.0,110.0,0.1680,-0.0795,0.9826,0.0579,24.89
300.0,0.0,110.0,-0.5844,0.0271,0.8110,0.2099,24.55
300.0,120.0,110.0,0.7229,-0.6882,-0.0615,0.0773,25.24
300.0,180.0,110.0,0.7961,-0.5947,-0.1121,0.1061,25.29
300.0,240.0,110.0,0.8810,-0.4682,-0.0675,0.0881,25.31
300.0,300.0,110.0,0.7667,-0.6289,0.1294,0.0640,25.26
360.0,0.0,110.0,-0.2984,-0.0107,0.9544,0.1716,24.63
360.0,60.0,110.0,0.1326,-0.7476,-0.6508,0.0545,25.31
360.0,120.0,110.0,0.1974,-0.3672,-0.9089,0.2433,24.60
360.0,180.0,110.0,0.0239,-0.1358,-0.9904,0.5743,22.91
360.0,240.0,110.0,0.3813,-0.3718,-0.8464,0.0653,25.07
360.0,540.0,110.0,0.0271,-0.0068,0.9996,0.1406,25.09
420.0,0.0,110.0,0.2984,-0.0107,0.9544,0.1716,24.63
420.0,60.0,110.0,-0.1328,-0.7476,-0.6507,0.0545,25.31
420.0,120.0,110.0,-0.1974,-0.3672,-0.9089,0.2433,24.60
420.0,180.0,110.0,-0.0239,-0.1358,-0.9904,0.5743,22.91
420.0,240.0,110.0,-0.3813,-0.3717,-0.8464,0.0653,25.07
