dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,28.645
Xp,1,0,4.4570,1.7750,2.6000,20.780
Xp,2,0,4.4570,1.8500,2.6000,20.780
Xp,3,0,4.4570,1.9250,2.6000,20.395
Xp,4,0,4.4570,2.0000,2.6000,20.413
Xp,5,0,4.4570,2.0750,2.6000,20.413
Xp,6,0,4.4570,2.1500,2.6000,20.341
Xp,7,0,4.4570,2.2250,2.6000,20.779
Xp,8,0,4.4570,2.3000,2.6000,20.779
Xp,0,1,4.4309,1.7235,2.6071,28.645
Xp,1,1,4.5375,1.7935,2.5627,23.872
Xp,2,1,4.5696,1.8525,2.5641,22.864
Xp,3,1,4.5696,1.9275,2.5641,22.864
Xp,4,1,4.5694,1.9973,2.5640,22.863
Xp,5,1,4.5694,2.0723,2.5640,22.863
Xp,6,1,4.5634,2.1380,2.5605,22.746
Xp,7,1,4.5363,2.2061,2.5627,22.746
Xp,8,1,4.5363,2.2811,2.5627,23.888
Xp,0,2,4.5338,1.7374,2.5589,23.872
Xp,1,2,4.5791,1.8079,2.5437,23.872
Xp,2,2,4.6185,1.8569,2.5596,22.395
Xp,3,2,4.6185,1.9319,2.5596,22.395
Xp,4,2,4.6186,1.9926,2.5590,22.392
Xp,5,2,4.6186,2.0676,2.5590,22.392
Xp,6,2,4.6175,2.1254,2.5452,22.582
Xp,7,2,4.5903,2.1935,2.5474,22.746
Xp,8,2,4.5767,2.2661,2.5433,23.888
Xp,0,3,4.5754,1.7518,2.5398,23.872
Xp,1,3,4.6208,1.8223,2.5246,24.176
Xp,2,3,4.6773,1.8615,2.5528,22.395
Xp,3,3,4.6773,1.9365,2.5528,22.395
Xp,4,3,4.6776,1.9874,2.5516,22.392
Xp,5,3,4.6776,2.0624,2.5516,22.392
Xp,6,3,4.6774,2.1134,2.5286,22.582
Xp,7,3,4.6503,2.1815,2.5309,22.582
Xp,8,3,4.6171,2.2511,2.5239,24.238
Xp,0,4,4.6170,1.7662,2.5208,24.176
Xp,1,4,4.6619,1.8342,2.5082,24.176
Xp,2,4,4.7362,1.8662,2.5461,22.119
Xp,3,4,4.7362,1.9412,2.5461,22.119
Xp,4,4,4.7367,1.9822,2.5443,22.122
Xp,5,4,4.7367,2.0572,2.5443,22.122
Xp,6,4,4.7374,2.1013,2.5121,22.665
Xp,7,4,4.7102,2.1695,2.5144,22.582
Xp,8,4,4.6567,2.2389,2.5074,24.238
Xp,0,5,4.6582,1.7781,2.5043,24.176
Xp,1,5,4.7030,1.8461,2.4917,24.176
Xp,2,5,4.8023,1.8708,2.5363,22.119
Xp,3,5,4.8023,1.9458,2.5363,22.119
Xp,4,5,4.8028,1.9770,2.5339,22.122
Xp,5,5,4.8028,2.0520,2.5339,22.122
Xp,6,5,4.7992,2.0904,2.4950,22.665
Xp,7,5,4.7721,2.1585,2.4973,22.665
Xp,8,5,4.6962,2.2267,2.4909,24.238
Xp,0,6,4.6993,1.7900,2.4879,24.176
Xp,1,6,4.7619,1.8508,2.4850,22.119
Xp,2,6,4.8685,1.8753,2.5265,21.933
Xp,3,6,4.8685,1.9503,2.5265,21.933
Xp,4,6,4.8690,1.9718,2.5235,21.968
Xp,5,6,4.8690,2.0468,2.5235,21.968
Xp,6,6,4.8654,2.0853,2.4846,21.968
Xp,7,6,4.8340,2.1476,2.4802,22.665
Xp,8,6,4.7358,2.2144,2.4745,24.770
Xp,0,7,4.7405,1.8018,2.4714,24.669
Xp,1,7,4.8280,1.8553,2.4752,22.119
Xp,2,7,4.9426,1.8790,2.5124,21.933
Xp,3,7,4.9426,1.9540,2.5124,21.933
Xp,4,7,4.9432,1.9756,2.5094,21.968
Xp,5,7,4.9427,2.0423,2.5090,21.968
Xp,6,7,4.9391,2.0807,2.4702,21.968
Xp,7,7,4.8920,2.1393,2.4644,23.249
Xp,8,7,4.7976,2.2035,2.4574,22.665
Xp,0,8,4.7774,1.8112,2.4582,24.669
Xp,1,8,4.9022,1.8590,2.4611,21.933
Xp,2,8,5.0181,1.8824,2.4973,21.971
Xp,3,8,5.0181,1.9574,2.4973,21.971
Xp,4,8,5.0178,1.9714,2.4941,22.028
Xp,5,8,5.0174,2.0382,2.4937,22.028
Xp,6,8,5.0138,2.0766,2.4548,22.028
Xp,7,8,4.9501,2.1310,2.4485,24.884
Xp,8,8,4.8177,2.1939,2.4427,25.301
Xp,0,9,4.8144,1.8205,2.4449,26.860
Xp,1,9,4.9763,1.8628,2.4470,23.455
Xp,2,9,5.0936,1.8857,2.4823,22.073
Xp,3,9,5.0936,1.9607,2.4823,22.073
Xp,4,9,5.0933,1.9748,2.4790,22.156
Xp,5,9,5.0920,2.0340,2.4784,22.156
Xp,6,9,5.0584,2.0716,2.4331,23.541
Xp,7,9,4.9801,2.1238,2.4311,24.846
Xp,8,9,4.8377,2.1842,2.4281,25.301
Xp,0,10,4.8211,1.8270,2.4389,26.860
Xp,1,10,5.0216,1.8659,2.4253,23.455
Xp,2,10,5.1690,1.8887,2.4669,22.073
Xp,3,10,5.1690,1.9637,2.4669,22.073
Xp,4,10,5.1676,1.9709,2.4635,22.156
Xp,5,10,5.1663,2.0302,2.4628,22.156
Xp,6,10,5.1030,2.0665,2.4113,23.402
Xp,7,10,5.0127,2.1177,2.4136,24.846
Xp,8,10,4.8577,2.1746,2.4134,24.884
Xp,0,11,4.8277,1.8335,2.4328,26.860
Xp,1,11,5.0669,1.8690,2.4035,23.455
Xp,2,11,5.2445,1.8917,2.4514,22.227
Xp,3,11,5.2445,1.9667,2.4514,22.227
Xp,4,11,5.2431,1.9739,2.4481,23.322
Xp,5,11,5.2406,2.0263,2.4473,23.322
Xp,6,11,5.1518,2.0621,2.3891,23.402
Xp,7,11,5.0452,2.1115,2.3962,24.846
Xp,8,11,4.8878,2.1674,2.3960,24.884
Xp,0,12,4.8344,1.8400,2.4267,26.860
Xp,1,12,5.1167,1.8717,2.3812,23.292
Xp,2,12,5.2976,1.8940,2.4289,23.186
Xp,3,12,5.2976,1.9690,2.4289,23.186
Xp,4,12,5.2949,1.9699,2.4258,23.186
Xp,5,12,5.2924,2.0223,2.4250,23.322
Xp,6,12,5.2005,2.0576,2.3669,23.402
Xp,7,12,5.0777,2.1053,2.3788,24.846
Xp,8,12,4.9179,2.1602,2.3786,24.884
Xp,0,13,4.8410,1.8465,2.4207,26.860
Xp,1,13,5.1665,1.8743,2.3589,23.292
Xp,2,13,5.3508,1.8962,2.4064,23.130
Xp,3,13,5.3494,1.9650,2.4067,23.130
Xp,4,13,5.3466,1.9660,2.4035,23.130
Xp,5,13,5.3442,2.0184,2.4027,23.292
Xp,6,13,5.2523,2.0537,2.3447,23.322
Xp,7,13,5.1115,2.1001,2.3618,24.885
Xp,8,13,4.9479,2.1530,2.3611,24.884
Xp,0,14,4.8477,1.8530,2.4146,24.420
Xp,1,14,5.2162,1.8770,2.3366,23.186
Xp,2,14,5.4063,1.8981,2.3840,23.130
Xp,3,14,5.4050,1.9669,2.3842,23.130
Xp,4,14,5.4022,1.9679,2.3810,23.130
Xp,5,14,5.3981,2.0148,2.3806,23.292
Xp,6,14,5.3041,2.0497,2.3224,23.951
Xp,7,14,5.1452,2.0948,2.3449,24.885
Xp,8,14,4.9780,2.1458,2.3437,24.846
Xp,0,15,4.8873,1.8567,2.3939,23.687
Xp,1,15,5.2595,1.8787,2.3141,23.750
Xp,2,15,5.4619,1.9001,2.3615,23.143
Xp,3,15,5.4605,1.9688,2.3617,23.143
Xp,4,15,5.4578,1.9698,2.3586,23.143
Xp,5,15,5.4519,2.0113,2.3585,23.358
Xp,6,15,5.3457,2.0457,2.3004,23.847
Xp,7,15,5.1790,2.0896,2.3279,24.107
Xp,8,15,5.0105,2.1397,2.3263,25.673
Xp,0,16,4.9270,1.8603,2.3732,23.687
Xp,1,16,5.3028,1.8804,2.2915,23.750
Xp,2,16,5.5198,1.9014,2.3396,23.143
Xp,3,16,5.5185,1.9701,2.3398,23.358
Xp,4,16,5.5133,1.9670,2.3372,23.143
Xp,5,16,5.5075,2.0085,2.3372,23.358
Xp,6,16,5.3902,2.0421,2.2781,23.847
Xp,7,16,5.2168,2.0851,2.3066,23.951
Xp,8,16,5.0324,2.1343,2.3119,25.673
Xp,0,17,4.9666,1.8640,2.3525,23.687
Xp,1,17,5.3461,1.8821,2.2690,23.625
Xp,2,17,5.5708,1.9023,2.3164,23.474
Xp,3,17,5.5694,1.9711,2.3167,23.761
Xp,4,17,5.5642,1.9680,2.3141,23.498
Xp,5,17,5.5557,2.0056,2.3149,23.762
Xp,6,17,5.4348,2.0385,2.2558,23.847
Xp,7,17,5.2584,2.0812,2.2846,23.951
Xp,8,17,5.0542,2.1289,2.2975,25.673
Xp,0,18,5.0119,1.8671,2.3308,23.455
Xp,1,18,5.3927,1.8836,2.2460,23.625
Xp,2,18,5.6227,1.9029,2.2934,23.474
Xp,3,18,5.6214,1.9716,2.2936,23.761
Xp,4,18,5.6162,1.9685,2.2910,23.474
Xp,5,18,5.6045,2.0031,2.2927,23.761
Xp,6,18,5.4831,2.0356,2.2335,23.762
