dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,22.822
Xp,1,0,4.4570,1.7750,2.6000,18.588
Xp,2,0,4.4570,1.8500,2.6000,18.588
Xp,3,0,4.4570,1.9250,2.6000,18.205
Xp,4,0,4.4570,2.0000,2.6000,18.241
Xp,5,0,4.4570,2.0750,2.6000,18.241
Xp,6,0,4.4570,2.1500,2.6000,18.259
Xp,7,0,4.4570,2.2250,2.6000,18.592
Xp,8,0,4.4570,2.3000,2.6000,18.592
Xp,0,1,4.5289,1.7402,2.5529,20.092
Xp,1,1,4.5687,1.8087,2.5397,20.092
Xp,2,1,4.6225,1.8544,2.5644,19.152
Xp,3,1,4.6225,1.9294,2.5644,19.152
Xp,4,1,4.6229,1.9890,2.5626,19.210
Xp,5,1,4.6229,2.0638,2.5626,19.210
Xp,6,1,4.6195,2.1218,2.5457,19.432
Xp,7,1,4.5989,2.1912,2.5466,19.436
Xp,8,1,4.5678,2.2643,2.5440,20.174
Xp,0,2,4.5454,1.7466,2.5430,20.092
Xp,1,2,4.5879,1.8139,2.5302,20.092
Xp,2,2,4.6520,1.8554,2.5592,19.152
Xp,3,2,4.6520,1.9304,2.5592,19.152
Xp,4,2,4.6525,1.9871,2.5570,19.210
Xp,5,2,4.6524,2.0614,2.5570,19.210
Xp,6,2,4.6485,2.1171,2.5374,19.432
Xp,7,2,4.6253,2.1854,2.5379,19.432
Xp,8,2,4.5862,2.2581,2.5351,20.174
Xp,0,3,4.5609,1.7528,2.5336,20.092
Xp,1,3,4.6067,1.8188,2.5209,20.092
Xp,2,3,4.6825,1.8565,2.5539,19.152
Xp,3,3,4.6825,1.9315,2.5539,19.152
Xp,4,3,4.6829,1.9852,2.5514,19.210
Xp,5,3,4.6827,2.0589,2.5513,19.210
Xp,6,3,4.6778,2.1125,2.5291,19.432
Xp,7,3,4.6515,2.1796,2.5292,19.432
Xp,8,3,4.6041,2.2519,2.5263,20.174
Xp,0,4,4.5919,1.7672,2.5138,20.092
Xp,1,4,4.6492,1.8300,2.4992,20.338
Xp,2,4,4.7504,1.8586,2.5410,19.057
Xp,3,4,4.7504,1.9336,2.5410,19.057
Xp,4,4,4.7509,1.9812,2.5378,19.129
Xp,5,4,4.7504,2.0537,2.5377,19.129
Xp,6,4,4.7427,2.1022,2.5096,19.549
Xp,7,4,4.7087,2.1668,2.5092,19.432
Xp,8,4,4.6448,2.2381,2.5059,20.433
Xp,0,5,4.6171,1.7776,2.4977,20.338
Xp,1,5,4.6816,1.8374,2.4833,20.338
Xp,2,5,4.8067,1.8606,2.5312,19.057
Xp,3,5,4.8067,1.9356,2.5312,19.057
Xp,4,5,4.8071,1.9782,2.5275,19.129
Xp,5,5,4.8063,2.0491,2.5273,19.129
Xp,6,5,4.7942,2.0946,2.4950,19.549
Xp,7,5,4.7540,2.1570,2.4940,19.549
Xp,8,5,4.6745,2.2274,2.4909,20.433
Xp,0,6,4.6407,1.7885,2.4815,20.338
Xp,1,6,4.7164,1.8443,2.4664,20.338
Xp,2,6,4.8683,1.8627,2.5200,19.055
Xp,3,6,4.8683,1.9377,2.5200,19.055
Xp,4,6,4.8685,1.9754,2.5158,19.164
Xp,5,6,4.8672,2.0443,2.5155,19.164
Xp,6,6,4.8491,2.0872,2.4792,19.129
Xp,7,6,4.8009,2.1469,2.4776,19.549
Xp,8,6,4.7051,2.2160,2.4750,20.433
Xp,0,7,4.6625,1.7996,2.4653,20.338
Xp,1,7,4.7535,1.8505,2.4486,20.072
Xp,2,7,4.9348,1.8649,2.5071,19.055
Xp,3,7,4.9348,1.9399,2.5071,19.055
Xp,4,7,4.9347,1.9730,2.5024,19.164
Xp,5,7,4.9327,2.0392,2.5022,19.164
Xp,6,7,4.9070,2.0798,2.4619,19.164
Xp,7,7,4.8485,2.1366,2.4602,19.549
Xp,8,7,4.7365,2.2041,2.4582,19.549
Xp,0,8,4.6797,1.8096,2.4508,20.338
Xp,1,8,4.7886,1.8552,2.4313,20.072
Xp,2,8,5.0007,1.8669,2.4933,19.124
Xp,3,8,5.0007,1.9419,2.4933,19.124
Xp,4,8,5.0003,1.9712,2.4884,19.254
Xp,5,8,4.9971,2.0343,2.4882,19.254
Xp,6,8,4.9621,2.0733,2.4444,19.997
Xp,7,8,4.8924,2.1273,2.4431,20.680
Xp,8,8,4.7643,2.1929,2.4421,20.758
