x,y,z,ux,uy,uz,speed,T
60.0,0.0,110.0,-0.8161,0.0788,0.5725,0.1802,23.13
60.0,60.0,110.0,0.1109,0.9654,-0.2358,0.0832,23.06
60.0,120.0,110.0,0.4622,0.8806,-0.1045,0.1265,23.13
60.0,180.0,110.0,0.5105,0.8417,0.1758,0.0957,23.18
60.0,240.0,110.0,0.2964,0.4778,0.8269,0.0507,23.33
120.0,0.0,110.0,-0.8193,0.0280,0.5727,0.2123,23.09
120.0,60.0,110.0,-0.3832,0.8093,-0.4452,0.0612,23.18
120.0,120.0,110.0,0.4976,0.7599,-0.4184,0.0872,23.36
120.0,180.0,110.0,0.6688,0.6100,-0.4250,0.1199,23.32
120.0,240.0,110.0,0.6069,0.5392,-0.5840,0.1001,23.34
120.0,300.0,110.0,0.5967,0.5234,-0.6083,0.0432,23.44
120.0,360.0,110.0,0.1113,0.0396,0.9930,0.0681,23.44
180.0,0.0,110.0,-0.7713,0.0163,0.6362,0.2338,23.10
180.0,60.0,110.0,-0.6824,0.7081,-0.1815,0.0483,23.31
180.0,120.0,110.0,0.8111,0.5364,-0.2332,0.0526,23.43
180.0,180.0,110.0,0.9013,0.1814,-0.3934,0.1030,23.48
180.0,240.0,110.0,0.7849,0.1519,-0.6008,0.1135,23.54
180.0,300.0,110.0,0.7617,0.1561,-0.6289,0.0748,23.60
240.0,0.0,110.0,-0.7134,0.0134,0.7006,0.2331,23.14
240.0,60.0,110.0,-0.9365,0.3371,0.0970,0.0399,23.45
240.0,120.0,110.0,0.9523,-0.2810,-0.1191,0.0545,23.49
240.0,180.0,110.0,0.9039,-0.2930,-0.3117,0.1087,23.61
240.0,240.0,110.0,0.8758,-0.1644,-0.4538,0.1086,23.69
240.0,300.0,110.0,0.9625,-0.1726,-0.2095,0.0563,23.67
240.0,480.0,110.0,0.1677,0.0674,0.9835,0.0597,23.44
300.0,0.0,110.0,-0.6203,0.0011,0.7844,0.2001,23.21
300.0,120.0,110.0,0.6661,-0.7448,-0.0400,0.0912,23.63
300.0,180.0,110.0,0.7438,-0.6443,-0.1779,0.1034,23.73
300.0,240.0,110.0,0.8693,-0.4687,-0.1567,0.0726,23.74
300.0,300.0,110.0,0.8572,-0.5131,0.0434,0.0417,23.65
360.0,0.0,110.0,-0.3254,-0.0409,0.9447,0.1458,23.31
360.0,60.0,110.0,0.1444,-0.7983,-0.5846,0.0768,23.58
360.0,120.0,110.0,0.1753,-0.4103,-0.8949,0.2613,23.01
360.0,180.0,110.0,0.0319,-0.1622,-0.9862,0.5063,21.93
360.0,240.0,110.0,0.2577,-0.3255,-0.9097,0.0687,23.49
360.0,540.0,110.0,0.0392,0.0152,0.9991,0.1425,23.71
420.0,0.0,110.0,0.3254,-0.0408,0.9447,0.1459,23.31
420.0,60.0,110.0,-0.1452,-0.7985,-0.5842,0.0768,23.58
420.0,120.0,110.0,-0.1754,-0.4103,-0.8949,0.2614,23.01
420.0,180.0,110.0,-0.0317,-0.1622,-0.9862,0.5065,21.93
420.0,240.0,110.0,-0.2568,-0.3258,-0.9099,0.0687,23.49
420.0,540.0,110.0,-0.0478,0.0218,0.9986,0.1398,23.70
480.0,0.0,110.0,0.6202,0.0011,0.7845,0.2001,23.21
480.0,120.0,110.0,-0.6660,-0.7449,-0.0400,0.0912,23.63
480.0,180.0,110.0,-0.7436,-0.6446,-0.1778,0.1034,23.73
480.0,240.0,110.0,-0.8692,-0.4690,-0.1566,0.0726,23.74
480.0,300.0,110.0,-0.8929,-0.4499,0.0160,0.0455,23.66
480.0,540.0,110.0,-0.0232,0.0297,0.9993,0.1699,23.77
540.0,0.0,110.0,0.7133,0.0134,0.7007,0.2331,23.14
540.0,120.0,110.0,-0.9522,-0.2814,-0.1191,0.0545,23.49
540.0,180.0,110.0,-0.9037,-0.2934,-0.3117,0.1087,23.61
540.0,240.0,110.0,-0.8758,-0.1645,-0.4538,0.1086,23.69
540.0,300.0,110.0,-0.9498,-0.1124,-0.2919,0.0603,23.68
540.0,480.0,110.0,-0.1408,0.0670,0.9878,0.0669,23.44
600.0,0.0,110.0,0.7817,0.0199,0.6233,0.2259,23.09
600.0,60.0,110.0,0.6403,0.7332,-0.2288,0.0499,23.29
600.0,120.0,110.0,-0.7233,0.6360,-0.2692,0.0564,23.42
600.0,180.0,110.0,-0.8754,0.2728,-0.3992,0.1037,23.46
600.0,240.0,110.0,-0.7533,0.2416,-0.6117,0.1135,23.50
600.0,300.0,110.0,-0.7144,0.2201,-0.6643,0.0734,23.57
600.0,420.0,110.0,-0.1297,0.0924,0.9872,0.0476,23.41
600.0,480.0,110.0,0.0475,-0.0221,0.9986,0.1928,23.84
660.0,0.0,110.0,0.8224,0.0314,0.5681,0.2089,23.09
660.0,60.0,110.0,0.2729,0.8305,-0.4856,0.0645,23.17
660.0,120.0,110.0,-0.4829,0.7633,-0.4292,0.0965,23.33
660.0,180.0,110.0,-0.6272,0.6681,-0.4003,0.1227,23.28
660.0,240.0,110.0,-0.5904,0.5850,-0.5561,0.0955,23.32
660.0,360.0,110.0,-0.0072,-0.0268,0.9996,0.1093,23.52
720.0,0.0,110.0,0.7996,0.0974,0.5926,0.1775,23.13
720.0,60.0,110.0,-0.1645,0.9860,-0.0259,0.0901,23.04
720.0,120.0,110.0,-0.4576,0.8855,0.0811,0.1277,23.12
