x,y,z,ux,uy,uz,speed,T
60.0,0.0,110.0,-0.8264,0.0923,0.5555,0.1643,23.68
60.0,60.0,110.0,0.1222,0.9224,-0.3664,0.0846,23.69
60.0,120.0,110.0,0.4724,0.8646,-0.1711,0.1274,23.77
60.0,180.0,110.0,0.5455,0.8305,0.1132,0.1018,23.81
60.0,240.0,110.0,0.4004,0.4947,0.7713,0.0541,23.92
120.0,0.0,110.0,-0.8175,0.0389,0.5747,0.1994,23.64
120.0,60.0,110.0,-0.4063,0.7948,-0.4507,0.0674,23.79
120.0,120.0,110.0,0.4532,0.8149,-0.3613,0.0821,23.99
120.0,180.0,110.0,0.7104,0.5940,-0.3775,0.1204,23.97
120.0,240.0,110.0,0.6889,0.5199,-0.5050,0.1043,23.98
120.0,300.0,110.0,0.7581,0.4542,-0.4679,0.0499,24.03
120.0,360.0,110.0,0.1813,-0.0085,0.9834,0.0639,23.98
180.0,0.0,110.0,-0.7641,0.0274,0.6445,0.2240,23.63
180.0,60.0,110.0,-0.6598,0.7173,-0.2241,0.0629,23.92
180.0,120.0,110.0,0.7099,0.6862,-0.1584,0.0493,24.06
180.0,180.0,110.0,0.9336,0.1646,-0.3182,0.1054,24.12
180.0,240.0,110.0,0.8680,0.1036,-0.4857,0.1159,24.18
180.0,300.0,110.0,0.8759,0.0373,-0.4811,0.0803,24.22
240.0,0.0,110.0,-0.7008,0.0257,0.7129,0.2287,23.65
240.0,60.0,110.0,-0.8524,0.5229,0.0062,0.0546,24.09
240.0,120.0,110.0,0.9935,-0.0569,-0.0990,0.0464,24.14
240.0,180.0,110.0,0.9387,-0.2531,-0.2342,0.1129,24.23
240.0,240.0,110.0,0.9297,-0.2142,-0.2996,0.1119,24.32
240.0,300.0,110.0,0.9413,-0.3205,-0.1060,0.0687,24.28
240.0,480.0,110.0,0.1735,-0.0170,0.9847,0.0572,23.99
300.0,0.0,110.0,-0.5983,0.0146,0.8011,0.2064,23.71
300.0,120.0,110.0,0.7172,-0.6946,-0.0568,0.0851,24.25
300.0,180.0,110.0,0.7817,-0.6161,-0.0962,0.1037,24.34
300.0,240.0,110.0,0.8622,-0.5042,-0.0485,0.0800,24.35
300.0,300.0,110.0,0.7950,-0.6022,0.0731,0.0532,24.27
360.0,0.0,110.0,-0.3016,-0.0247,0.9531,0.1637,23.77
360.0,60.0,110.0,0.1456,-0.7668,-0.6251,0.0639,24.26
360.0,120.0,110.0,0.1843,-0.3757,-0.9082,0.2510,23.61
360.0,180.0,110.0,0.0240,-0.1463,-0.9889,0.5435,22.24
360.0,240.0,110.0,0.2978,-0.3726,-0.8789,0.0659,24.11
360.0,540.0,110.0,0.0392,0.0020,0.9992,0.1411,24.24
420.0,0.0,110.0,0.3016,-0.0248,0.9531,0.1637,23.77
420.0,60.0,110.0,-0.1455,-0.7668,-0.6252,0.0639,24.26
420.0,120.0,110.0,-0.1843,-0.3757,-0.9082,0.2510,23.61
420.0,180.0,110.0,-0.0240,-0.1463,-0.9889,0.5436,22.24
420.0,240.0,110.0,-0.2978,-0.3726,-0.8789,0.0659,24.11
420.0,540.0,110.0,-0.0471,0.0085,0.9989,0.1383,24.22
480.0,0.0,110.0,0.5983,0.0146,0.8011,0.2064,23.71
480.0,120.0,110.0,-0.7171,-0.6947,-0.0568,0.0851,24.25
480.0,180.0,110.0,-0.7817,-0.6161,-0.0962,0.1037,24.34
