x,y,z,ux,uy,uz,speed,T
480.0,240.0,110.0,-0.8622,-0.5042,-0.0485,0.0800,24.35
480.0,300.0,110.0,-0.8352,-0.5478,0.0484,0.0574,24.28
480.0,540.0,110.0,-0.0218,0.0227,0.9995,0.1653,24.27
540.0,0.0,110.0,0.7008,0.0257,0.7129,0.2287,23.65
540.0,60.0,110.0,0.8524,0.5229,0.0062,0.0546,24.09
540.0,120.0,110.0,-0.9935,-0.0568,-0.0990,0.0464,24.14
540.0,180.0,110.0,-0.9387,-0.2531,-0.2342,0.1129,24.23
540.0,240.0,110.0,-0.9297,-0.2142,-0.2996,0.1119,24.32
540.0,300.0,110.0,-0.9502,-0.2657,-0.1630,0.0718,24.28
540.0,480.0,110.0,-0.1451,-0.0042,0.9894,0.0642,23.99
600.0,0.0,110.0,0.7752,0.0321,0.6309,0.2159,23.62
600.0,60.0,110.0,0.6293,0.7320,-0.2612,0.0638,23.90
600.0,120.0,110.0,-0.6137,0.7659,-0.1917,0.0536,24.05
600.0,180.0,110.0,-0.9103,0.2552,-0.3258,0.1052,24.10
600.0,240.0,110.0,-0.8386,0.1978,-0.5075,0.1156,24.14
600.0,300.0,110.0,-0.8419,0.1191,-0.5264,0.0787,24.19
600.0,480.0,110.0,0.0564,-0.0380,0.9977,0.1859,24.32
660.0,0.0,110.0,0.8213,0.0422,0.5690,0.1957,23.64
660.0,60.0,110.0,0.3034,0.8157,-0.4925,0.0690,23.78
660.0,120.0,110.0,-0.4563,0.8026,-0.3841,0.0911,23.97
660.0,180.0,110.0,-0.6664,0.6507,-0.3641,0.1241,23.93
660.0,240.0,110.0,-0.6705,0.5662,-0.4794,0.1004,23.95
660.0,360.0,110.0,-0.0263,-0.0608,0.9978,0.1033,24.03
720.0,0.0,110.0,0.8122,0.1115,0.5726,0.1612,23.69
720.0,60.0,110.0,-0.1841,0.9640,-0.1917,0.0896,23.66
720.0,120.0,110.0,-0.4739,0.8805,-0.0080,0.1283,23.75
720.0,180.0,110.0,-0.5033,0.7919,0.3458,0.0930,23.82
720.0,240.0,110.0,-0.1576,0.1794,0.9711,0.0782,23.99
720.0,300.0,110.0,0.0424,-0.0948,0.9946,0.1698,24.35
780.0,0.0,110.0,0.2815,0.2998,0.9115,0.1858,24.01
780.0,60.0,110.0,-0.0456,0.5778,0.8149,0.2127,24.13
780.0,120.0,110.0,-0.0896,0.3371,0.9372,0.2037,24.32
