t_s,point,ue_x,ue_y,z,T_C,U_mag
722.2,C,4.00,4.50,1.70,23.560,0.0011
722.2,D,0.50,0.80,0.10,23.713,0.2859
722.2,D,0.50,0.80,1.10,23.504,0.0413
722.2,D,0.50,0.80,1.70,23.544,0.0638
723.35,A,4.00,2.00,0.10,23.939,0.3370
723.35,A,4.00,2.00,1.10,23.538,0.2074
723.35,A,4.00,2.00,1.70,23.546,0.1295
723.35,B,7.50,0.80,0.10,23.709,0.2859
723.35,B,7.50,0.80,1.10,23.502,0.0413
723.35,B,7.50,0.80,1.70,23.544,0.0638
723.35,C,4.00,4.50,0.10,23.804,0.2855
723.35,C,4.00,4.50,1.10,23.540,0.0010
723.35,C,4.00,4.50,1.70,23.559,0.0011
723.35,D,0.50,0.80,0.10,23.709,0.2859
723.35,D,0.50,0.80,1.10,23.502,0.0413
723.35,D,0.50,0.80,1.70,23.544,0.0638
724.5,A,4.00,2.00,0.10,23.934,0.3370
724.5,A,4.00,2.00,1.10,23.536,0.2074
724.5,A,4.00,2.00,1.70,23.545,0.1295
724.5,B,7.50,0.80,0.10,23.706,0.2859
724.5,B,7.50,0.80,1.10,23.501,0.0413
724.5,B,7.50,0.80,1.70,23.543,0.0638
724.5,C,4.00,4.50,0.10,23.799,0.2855
724.5,C,4.00,4.50,1.10,23.538,0.0010
724.5,C,4.00,4.50,1.70,23.558,0.0011
724.5,D,0.50,0.80,0.10,23.706,0.2859
724.5,D,0.50,0.80,1.10,23.501,0.0413
724.5,D,0.50,0.80,1.70,23.543,0.0638
725.65,A,4.00,2.00,0.10,23.929,0.3370
725.65,A,4.00,2.00,1.10,23.534,0.2074
725.65,A,4.00,2.00,1.70,23.544,0.1295
725.65,B,7.50,0.80,0.10,23.702,0.2859
725.65,B,7.50,0.80,1.10,23.499,0.0413
725.65,B,7.50,0.80,1.70,23.543,0.0638
725.65,C,4.00,4.50,0.10,23.795,0.2855
725.65,C,4.00,4.50,1.10,23.536,0.0010
725.65,C,4.00,4.50,1.70,23.558,0.0011
725.65,D,0.50,0.80,0.10,23.702,0.2859
725.65,D,0.50,0.80,1.10,23.499,0.0413
725.65,D,0.50,0.80,1.70,23.543,0.0638
726.8,A,4.00,2.00,0.10,23.924,0.3370
726.8,A,4.00,2.00,1.10,23.532,0.2074
726.8,A,4.00,2.00,1.70,23.544,0.1295
726.8,B,7.50,0.80,0.10,23.698,0.2859
726.8,B,7.50,0.80,1.10,23.498,0.0413
726.8,B,7.50,0.80,1.70,23.542,0.0638
726.8,C,4.00,4.50,0.10,23.791,0.2855
726.8,C,4.00,4.50,1.10,23.535,0.0010
726.8,C,4.00,4.50,1.70,23.557,0.0011
726.8,D,0.50,0.80,0.10,23.698,0.2859
726.8,D,0.50,0.80,1.10,23.498,0.0413
726.8,D,0.50,0.80,1.70,23.542,0.0638
727.95,A,4.00,2.00,0.10,23.919,0.3370
727.95,A,4.00,2.00,1.10,23.530,0.2074
727.95,A,4.00,2.00,1.70,23.543,0.1295
727.95,B,7.50,0.80,0.10,23.694,0.2859
727.95,B,7.50,0.80,1.10,23.496,0.0413
727.95,B,7.50,0.80,1.70,23.541,0.0638
727.95,C,4.00,4.50,0.10,23.786,0.2855
727.95,C,4.00,4.50,1.10,23.533,0.0010
727.95,C,4.00,4.50,1.70,23.556,0.0011
727.95,D,0.50,0.80,0.10,23.694,0.2859
727.95,D,0.50,0.80,1.10,23.496,0.0413
727.95,D,0.50,0.80,1.70,23.541,0.0638
729.1,A,4.00,2.00,0.10,23.914,0.3370
729.1,A,4.00,2.00,1.10,23.529,0.2074
729.1,A,4.00,2.00,1.70,23.543,0.1295
729.1,B,7.50,0.80,0.10,23.690,0.2859
729.1,B,7.50,0.80,1.10,23.495,0.0413
729.1,B,7.50,0.80,1.70,23.541,0.0638
729.1,C,4.00,4.50,0.10,23.782,0.2855
729.1,C,4.00,4.50,1.10,23.531,0.0010
729.1,C,4.00,4.50,1.70,23.556,0.0011
729.1,D,0.50,0.80,0.10,23.690,0.2859
729.1,D,0.50,0.80,1.10,23.495,0.0413
729.1,D,0.50,0.80,1.70,23.541,0.0638
730.25,A,4.00,2.00,0.10,23.909,0.3370
730.25,A,4.00,2.00,1.10,23.527,0.2074
730.25,A,4.00,2.00,1.70,23.542,0.1295
730.25,B,7.50,0.80,0.10,23.686,0.2859
730.25,B,7.50,0.80,1.10,23.493,0.0413
730.25,B,7.50,0.80,1.70,23.540,0.0638
730.25,C,4.00,4.50,0.10,23.778,0.2855
730.25,C,4.00,4.50,1.10,23.529,0.0010
730.25,C,4.00,4.50,1.70,23.555,0.0011
730.25,D,0.50,0.80,0.10,23.686,0.2859
730.25,D,0.50,0.80,1.10,23.493,0.0413
730.25,D,0.50,0.80,1.70,23.540,0.0638
731.4,A,4.00,2.00,0.10,23.904,0.3370
731.4,A,4.00,2.00,1.10,23.525,0.2074
731.4,A,4.00,2.00,1.70,23.541,0.1295
731.4,B,7.50,0.80,0.10,23.682,0.2859
731.4,B,7.50,0.80,1.10,23.491,0.0413
731.4,B,7.50,0.80,1.70,23.540,0.0638
731.4,C,4.00,4.50,0.10,23.773,0.2855
731.4,C,4.00,4.50,1.10,23.528,0.0010
731.4,C,4.00,4.50,1.70,23.554,0.0011
731.4,D,0.50,0.80,0.10,23.682,0.2859
731.4,D,0.50,0.80,1.10,23.491,0.0413
731.4,D,0.50,0.80,1.70,23.540,0.0638
732.55,A,4.00,2.00,0.10,23.899,0.3370
732.55,A,4.00,2.00,1.10,23.524,0.2074
732.55,A,4.00,2.00,1.70,23.541,0.1295
732.55,B,7.50,0.80,0.10,23.678,0.2859
732.55,B,7.50,0.80,1.10,23.490,0.0413
732.55,B,7.50,0.80,1.70,23.539,0.0638
732.55,C,4.00,4.50,0.10,23.769,0.2855
732.55,C,4.00,4.50,1.10,23.526,0.0010
732.55,C,4.00,4.50,1.70,23.553,0.0011
732.55,D,0.50,0.80,0.10,23.678,0.2859
732.55,D,0.50,0.80,1.10,23.490,0.0413
732.55,D,0.50,0.80,1.70,23.539,0.0638
733.7,A,4.00,2.00,0.10,23.894,0.3370
733.7,A,4.00,2.00,1.10,23.522,0.2074
733.7,A,4.00,2.00,1.70,23.540,0.1295
733.7,B,7.50,0.80,0.10,23.675,0.2859
733.7,B,7.50,0.80,1.10,23.489,0.0413
733.7,B,7.50,0.80,1.70,23.538,0.0638
733.7,C,4.00,4.50,0.10,23.765,0.2855
733.7,C,4.00,4.50,1.10,23.524,0.0010
733.7,C,4.00,4.50,1.70,23.553,0.0011
733.7,D,0.50,0.80,0.10,23.675,0.2859
733.7,D,0.50,0.80,1.10,23.489,0.0413
733.7,D,0.50,0.80,1.70,23.538,0.0638
734.85,A,4.00,2.00,0.10,23.889,0.3370
734.85,A,4.00,2.00,1.10,23.520,0.2074
734.85,A,4.00,2.00,1.70,23.540,0.1295
734.85,B,7.50,0.80,0.10,23.671,0.2859
734.85,B,7.50,0.80,1.10,23.487,0.0413
734.85,B,7.50,0.80,1.70,23.538,0.0638
734.85,C,4.00,4.50,0.10,23.760,0.2855
734.85,C,4.00,4.50,1.10,23.522,0.0010
734.85,C,4.00,4.50,1.70,23.552,0.0011
734.85,D,0.50,0.80,0.10,23.671,0.2859
734.85,D,0.50,0.80,1.10,23.487,0.0413
734.85,D,0.50,0.80,1.70,23.538,0.0638
736.0,A,4.00,2.00,0.10,23.884,0.3370
736.0,A,4.00,2.00,1.10,23.518,0.2074
736.0,A,4.00,2.00,1.70,23.539,0.1295
736.0,B,7.50,0.80,0.10,23.667,0.2859
736.0,B,7.50,0.80,1.10,23.486,0.0413
736.0,B,7.50,0.80,1.70,23.537,0.0638
736.0,C,4.00,4.50,0.10,23.756,0.2855
736.0,C,4.00,4.50,1.10,23.521,0.0010
736.0,C,4.00,4.50,1.70,23.551,0.0011
736.0,D,0.50,0.80,0.10,23.667,0.2859
736.0,D,0.50,0.80,1.10,23.486,0.0413
736.0,D,0.50,0.80,1.70,23.537,0.0638
737.15,A,4.00,2.00,0.10,23.879,0.3370
737.15,A,4.00,2.00,1.10,23.517,0.2074
737.15,A,4.00,2.00,1.70,23.538,0.1295
737.15,B,7.50,0.80,0.10,23.663,0.2859
737.15,B,7.50,0.80,1.10,23.484,0.0413
737.15,B,7.50,0.80,1.70,23.537,0.0638
737.15,C,4.00,4.50,0.10,23.752,0.2855
737.15,C,4.00,4.50,1.10,23.519,0.0010
737.15,C,4.00,4.50,1.70,23.551,0.0011
737.15,D,0.50,0.80,0.10,23.663,0.2859
737.15,D,0.50,0.80,1.10,23.484,0.0413
737.15,D,0.50,0.80,1.70,23.537,0.0638
738.3,A,4.00,2.00,0.10,23.875,0.3370
738.3,A,4.00,2.00,1.10,23.515,0.2074
738.3,A,4.00,2.00,1.70,23.538,0.1295
738.3,B,7.50,0.80,0.10,23.660,0.2859
738.3,B,7.50,0.80,1.10,23.483,0.0413
738.3,B,7.50,0.80,1.70,23.536,0.0638
738.3,C,4.00,4.50,0.10,23.748,0.2855
738.3,C,4.00,4.50,1.10,23.517,0.0010
738.3,C,4.00,4.50,1.70,23.550,0.0011
738.3,D,0.50,0.80,0.10,23.660,0.2859
738.3,D,0.50,0.80,1.10,23.483,0.0413
738.3,D,0.50,0.80,1.70,23.536,0.0638
739.45,A,4.00,2.00,0.10,23.870,0.3370
739.45,A,4.00,2.00,1.10,23.513,0.2074
739.45,A,4.00,2.00,1.70,23.537,0.1295
739.45,B,7.50,0.80,0.10,23.656,0.2859
739.45,B,7.50,0.80,1.10,23.481,0.0413
739.45,B,7.50,0.80,1.70,23.536,0.0638
739.45,C,4.00,4.50,0.10,23.744,0.2855
739.45,C,4.00,4.50,1.10,23.516,0.0010
739.45,C,4.00,4.50,1.70,23.549,0.0011
739.45,D,0.50,0.80,0.10,23.656,0.2859
739.45,D,0.50,0.80,1.10,23.481,0.0413
739.45,D,0.50,0.80,1.70,23.536,0.0638
740.6,A,4.00,2.00,0.10,23.865,0.3370
740.6,A,4.00,2.00,1.10,23.512,0.2074
740.6,A,4.00,2.00,1.70,23.537,0.1295
740.6,B,7.50,0.80,0.10,23.652,0.2859
740.6,B,7.50,0.80,1.10,23.480,0.0413
740.6,B,7.50,0.80,1.70,23.535,0.0638
740.6,C,4.00,4.50,0.10,23.740,0.2855
740.6,C,4.00,4.50,1.10,23.514,0.0010
740.6,C,4.00,4.50,1.70,23.549,0.0011
740.6,D,0.50,0.80,0.10,23.652,0.2859
740.6,D,0.50,0.80,1.10,23.480,0.0413
740.6,D,0.50,0.80,1.70,23.535,0.0638
741.75,A,4.00,2.00,0.10,23.860,0.3370
741.75,A,4.00,2.00,1.10,23.510,0.2074
741.75,A,4.00,2.00,1.70,23.536,0.1295
741.75,B,7.50,0.80,0.10,23.649,0.2859
741.75,B,7.50,0.80,1.10,23.478,0.0413
741.75,B,7.50,0.80,1.70,23.534,0.0638
741.75,C,4.00,4.50,0.10,23.735,0.2855
741.75,C,4.00,4.50,1.10,23.512,0.0010
741.75,C,4.00,4.50,1.70,23.548,0.0011
741.75,D,0.50,0.80,0.10,23.649,0.2859
741.75,D,0.50,0.80,1.10,23.478,0.0413
741.75,D,0.50,0.80,1.70,23.534,0.0638
742.9,A,4.00,2.00,0.10,23.855,0.3370
742.9,A,4.00,2.00,1.10,23.509,0.2074
742.9,A,4.00,2.00,1.70,23.536,0.1295
742.9,B,7.50,0.80,0.10,23.645,0.2859
742.9,B,7.50,0.80,1.10,23.477,0.0413
742.9,B,7.50,0.80,1.70,23.534,0.0638
742.9,C,4.00,4.50,0.10,23.731,0.2855
742.9,C,4.00,4.50,1.10,23.511,0.0010
742.9,C,4.00,4.50,1.70,23.547,0.0011
742.9,D,0.50,0.80,0.10,23.645,0.2859
742.9,D,0.50,0.80,1.10,23.477,0.0413
742.9,D,0.50,0.80,1.70,23.534,0.0638
744.05,A,4.00,2.00,0.10,23.851,0.3370
744.05,A,4.00,2.00,1.10,23.507,0.2074
744.05,A,4.00,2.00,1.70,23.535,0.1295
744.05,B,7.50,0.80,0.10,23.641,0.2859
744.05,B,7.50,0.80,1.10,23.476,0.0413
744.05,B,7.50,0.80,1.70,23.533,0.0638
744.05,C,4.00,4.50,0.10,23.727,0.2855
744.05,C,4.00,4.50,1.10,23.509,0.0010
744.05,C,4.00,4.50,1.70,23.547,0.0011
744.05,D,0.50,0.80,0.10,23.641,0.2859
744.05,D,0.50,0.80,1.10,23.476,0.0413
744.05,D,0.50,0.80,1.70,23.533,0.0638
745.2,A,4.00,2.00,0.10,23.846,0.3370
745.2,A,4.00,2.00,1.10,23.505,0.2074
745.2,A,4.00,2.00,1.70,23.534,0.1295
745.2,B,7.50,0.80,0.10,23.638,0.2859
745.2,B,7.50,0.80,1.10,23.474,0.0413
745.2,B,7.50,0.80,1.70,23.533,0.0638
745.2,C,4.00,4.50,0.10,23.723,0.2855
745.2,C,4.00,4.50,1.10,23.508,0.0010
745.2,C,4.00,4.50,1.70,23.546,0.0011
745.2,D,0.50,0.80,0.10,23.638,0.2859
745.2,D,0.50,0.80,1.10,23.474,0.0413
745.2,D,0.50,0.80,1.70,23.533,0.0638
746.35,A,4.00,2.00,0.10,23.841,0.3370
746.35,A,4.00,2.00,1.10,23.504,0.2074
746.35,A,4.00,2.00,1.70,23.534,0.1295
746.35,B,7.50,0.80,0.10,23.634,0.2859
746.35,B,7.50,0.80,1.10,23.473,0.0413
746.35,B,7.50,0.80,1.70,23.532,0.0638
746.35,C,4.00,4.50,0.10,23.719,0.2855
746.35,C,4.00,4.50,1.10,23.506,0.0010
746.35,C,4.00,4.50,1.70,23.545,0.0011
746.35,D,0.50,0.80,0.10,23.634,0.2859
746.35,D,0.50,0.80,1.10,23.473,0.0413
746.35,D,0.50,0.80,1.70,23.532,0.0638
747.5,A,4.00,2.00,0.10,23.837,0.3370
747.5,A,4.00,2.00,1.10,23.502,0.2074
747.5,A,4.00,2.00,1.70,23.533,0.1295
747.5,B,7.50,0.80,0.10,23.630,0.2859
747.5,B,7.50,0.80,1.10,23.472,0.0413
747.5,B,7.50,0.80,1.70,23.532,0.0638
747.5,C,4.00,4.50,0.10,23.715,0.2855
747.5,C,4.00,4.50,1.10,23.504,0.0010
747.5,C,4.00,4.50,1.70,23.545,0.0011
747.5,D,0.50,0.80,0.10,23.630,0.2859
747.5,D,0.50,0.80,1.10,23.472,0.0413
747.5,D,0.50,0.80,1.70,23.532,0.0638
748.65,A,4.00,2.00,0.10,23.832,0.3370
748.65,A,4.00,2.00,1.10,23.501,0.2074
748.65,A,4.00,2.00,1.70,23.533,0.1295
748.65,B,7.50,0.80,0.10,23.627,0.2859
748.65,B,7.50,0.80,1.10,23.470,0.0413
748.65,B,7.50,0.80,1.70,23.531,0.0638
748.65,C,4.00,4.50,0.10,23.711,0.2855
748.65,C,4.00,4.50,1.10,23.503,0.0010
748.65,C,4.00,4.50,1.70,23.544,0.0011
748.65,D,0.50,0.80,0.10,23.627,0.2859
748.65,D,0.50,0.80,1.10,23.470,0.0413
748.65,D,0.50,0.80,1.70,23.531,0.0638
749.8,A,4.00,2.00,0.10,23.828,0.3370
749.8,A,4.00,2.00,1.10,23.499,0.2074
749.8,A,4.00,2.00,1.70,23.532,0.1295
749.8,B,7.50,0.80,0.10,23.623,0.2859
749.8,B,7.50,0.80,1.10,23.469,0.0413
749.8,B,7.50,0.80,1.70,23.531,0.0638
749.8,C,4.00,4.50,0.10,23.707,0.2855
749.8,C,4.00,4.50,1.10,23.501,0.0010
749.8,C,4.00,4.50,1.70,23.543,0.0011
749.8,D,0.50,0.80,0.10,23.623,0.2859
749.8,D,0.50,0.80,1.10,23.469,0.0413
749.8,D,0.50,0.80,1.70,23.531,0.0638
750.95,A,4.00,2.00,0.10,23.823,0.3370
750.95,A,4.00,2.00,1.10,23.498,0.2074
750.95,A,4.00,2.00,1.70,23.532,0.1295
750.95,B,7.50,0.80,0.10,23.620,0.2859
750.95,B,7.50,0.80,1.10,23.467,0.0413
750.95,B,7.50,0.80,1.70,23.530,0.0638
750.95,C,4.00,4.50,0.10,23.703,0.2855
750.95,C,4.00,4.50,1.10,23.500,0.0010
750.95,C,4.00,4.50,1.70,23.543,0.0011
750.95,D,0.50,0.80,0.10,23.620,0.2859
750.95,D,0.50,0.80,1.10,23.467,0.0413
750.95,D,0.50,0.80,1.70,23.530,0.0638
752.1,A,4.00,2.00,0.10,23.818,0.3370
752.1,A,4.00,2.00,1.10,23.496,0.2074
752.1,A,4.00,2.00,1.70,23.531,0.1295
752.1,B,7.50,0.80,0.10,23.616,0.2859
752.1,B,7.50,0.80,1.10,23.466,0.0413
752.1,B,7.50,0.80,1.70,23.530,0.0638
752.1,C,4.00,4.50,0.10,23.699,0.2855
752.1,C,4.00,4.50,1.10,23.498,0.0010
752.1,C,4.00,4.50,1.70,23.542,0.0011
752.1,D,0.50,0.80,0.10,23.616,0.2859
752.1,D,0.50,0.80,1.10,23.466,0.0413
752.1,D,0.50,0.80,1.70,23.530,0.0638
753.25,A,4.00,2.00,0.10,23.814,0.3370
753.25,A,4.00,2.00,1.10,23.495,0.2074
753.25,A,4.00,2.00,1.70,23.531,0.1295
753.25,B,7.50,0.80,0.10,23.613,0.2859
753.25,B,7.50,0.80,1.10,23.465,0.0413
753.25,B,7.50,0.80,1.70,23.529,0.0638
753.25,C,4.00,4.50,0.10,23.695,0.2855
753.25,C,4.00,4.50,1.10,23.497,0.0010
753.25,C,4.00,4.50,1.70,23.542,0.0011
753.25,D,0.50,0.80,0.10,23.613,0.2859
753.25,D,0.50,0.80,1.10,23.465,0.0413
753.25,D,0.50,0.80,1.70,23.529,0.0638
754.4,A,4.00,2.00,0.10,23.809,0.3370
754.4,A,4.00,2.00,1.10,23.493,0.2074
754.4,A,4.00,2.00,1.70,23.530,0.1295
754.4,B,7.50,0.80,0.10,23.609,0.2859
754.4,B,7.50,0.80,1.10,23.463,0.0413
754.4,B,7.50,0.80,1.70,23.529,0.0638
754.4,C,4.00,4.50,0.10,23.692,0.2855
754.4,C,4.00,4.50,1.10,23.495,0.0010
754.4,C,4.00,4.50,1.70,23.541,0.0011
754.4,D,0.50,0.80,0.10,23.609,0.2859
754.4,D,0.50,0.80,1.10,23.463,0.0413
754.4,D,0.50,0.80,1.70,23.529,0.0638
755.55,A,4.00,2.00,0.10,23.805,0.3370
755.55,A,4.00,2.00,1.10,23.492,0.2074
755.55,A,4.00,2.00,1.70,23.530,0.1295
755.55,B,7.50,0.80,0.10,23.606,0.2859
755.55,B,7.50,0.80,1.10,23.462,0.0413
755.55,B,7.50,0.80,1.70,23.528,0.0638
755.55,C,4.00,4.50,0.10,23.688,0.2855
755.55,C,4.00,4.50,1.10,23.494,0.0010
755.55,C,4.00,4.50,1.70,23.540,0.0011
755.55,D,0.50,0.80,0.10,23.606,0.2859
755.55,D,0.50,0.80,1.10,23.462,0.0413
755.55,D,0.50,0.80,1.70,23.528,0.0638
756.7,A,4.00,2.00,0.10,23.801,0.3370
756.7,A,4.00,2.00,1.10,23.490,0.2074
756.7,A,4.00,2.00,1.70,23.529,0.1295
756.7,B,7.50,0.80,0.10,23.602,0.2859
756.7,B,7.50,0.80,1.10,23.461,0.0413
756.7,B,7.50,0.80,1.70,23.528,0.0638
756.7,C,4.00,4.50,0.10,23.684,0.2855
756.7,C,4.00,4.50,1.10,23.492,0.0010
756.7,C,4.00,4.50,1.70,23.540,0.0011
756.7,D,0.50,0.80,0.10,23.602,0.2859
756.7,D,0.50,0.80,1.10,23.461,0.0413
756.7,D,0.50,0.80,1.70,23.528,0.0638
757.85,A,4.00,2.00,0.10,23.796,0.3370
757.85,A,4.00,2.00,1.10,23.489,0.2074
757.85,A,4.00,2.00,1.70,23.529,0.1295
757.85,B,7.50,0.80,0.10,23.599,0.2859
757.85,B,7.50,0.80,1.10,23.460,0.0413
757.85,B,7.50,0.80,1.70,23.527,0.0638
757.85,C,4.00,4.50,0.10,23.680,0.2855
757.85,C,4.00,4.50,1.10,23.491,0.0010
757.85,C,4.00,4.50,1.70,23.539,0.0011
757.85,D,0.50,0.80,0.10,23.599,0.2859
757.85,D,0.50,0.80,1.10,23.460,0.0413
757.85,D,0.50,0.80,1.70,23.527,0.0638
759.0,A,4.00,2.00,0.10,23.792,0.3370
759.0,A,4.00,2.00,1.10,23.487,0.2074
759.0,A,4.00,2.00,1.70,23.528,0.1295
759.0,B,7.50,0.80,0.10,23.596,0.2859
759.0,B,7.50,0.80,1.10,23.458,0.0413
759.0,B,7.50,0.80,1.70,23.527,0.0638
759.0,C,4.00,4.50,0.10,23.676,0.2855
759.0,C,4.00,4.50,1.10,23.489,0.0010
759.0,C,4.00,4.50,1.70,23.539,0.0011
759.0,D,0.50,0.80,0.10,23.596,0.2859
759.0,D,0.50,0.80,1.10,23.458,0.0413
759.0,D,0.50,0.80,1.70,23.527,0.0638
760.15,A,4.00,2.00,0.10,23.787,0.3370
760.15,A,4.00,2.00,1.10,23.486,0.2074
760.15,A,4.00,2.00,1.70,23.528,0.1295
760.15,B,7.50,0.80,0.10,23.592,0.2859
760.15,B,7.50,0.80,1.10,23.457,0.0413
760.15,B,7.50,0.80,1.70,23.526,0.0638
760.15,C,4.00,4.50,0.10,23.672,0.2855
760.15,C,4.00,4.50,1.10,23.488,0.0010
760.15,C,4.00,4.50,1.70,23.538,0.0011
760.15,D,0.50,0.80,0.10,23.592,0.2859
760.15,D,0.50,0.80,1.10,23.457,0.0413
760.15,D,0.50,0.80,1.70,23.526,0.0638
761.3,A,4.00,2.00,0.10,23.783,0.3370
761.3,A,4.00,2.00,1.10,23.484,0.2074
761.3,A,4.00,2.00,1.70,23.527,0.1295
761.3,B,7.50,0.80,0.10,23.589,0.2859
761.3,B,7.50,0.80,1.10,23.456,0.0413
761.3,B,7.50,0.80,1.70,23.526,0.0638
761.3,C,4.00,4.50,0.10,23.669,0.2855
761.3,C,4.00,4.50,1.10,23.486,0.0010
761.3,C,4.00,4.50,1.70,23.537,0.0011
761.3,D,0.50,0.80,0.10,23.589,0.2859
761.3,D,0.50,0.80,1.10,23.456,0.0413
761.3,D,0.50,0.80,1.70,23.526,0.0638
762.45,A,4.00,2.00,0.10,23.779,0.3370
762.45,A,4.00,2.00,1.10,23.483,0.2074
762.45,A,4.00,2.00,1.70,23.527,0.1295
762.45,B,7.50,0.80,0.10,23.586,0.2859
762.45,B,7.50,0.80,1.10,23.455,0.0413
762.45,B,7.50,0.80,1.70,23.525,0.0638
762.45,C,4.00,4.50,0.10,23.665,0.2855
762.45,C,4.00,4.50,1.10,23.485,0.0010
762.45,C,4.00,4.50,1.70,23.537,0.0011
762.45,D,0.50,0.80,0.10,23.586,0.2859
762.45,D,0.50,0.80,1.10,23.455,0.0413
762.45,D,0.50,0.80,1.70,23.525,0.0638
763.6,A,4.00,2.00,0.10,23.774,0.3370
763.6,A,4.00,2.00,1.10,23.481,0.2074
763.6,A,4.00,2.00,1.70,23.526,0.1295
763.6,B,7.50,0.80,0.10,23.582,0.2859
763.6,B,7.50,0.80,1.10,23.453,0.0413
763.6,B,7.50,0.80,1.70,23.525,0.0638
763.6,C,4.00,4.50,0.10,23.661,0.2855
763.6,C,4.00,4.50,1.10,23.483,0.0010
763.6,C,4.00,4.50,1.70,23.536,0.0011
763.6,D,0.50,0.80,0.10,23.582,0.2859
763.6,D,0.50,0.80,1.10,23.453,0.0413
763.6,D,0.50,0.80,1.70,23.525,0.0638
764.75,A,4.00,2.00,0.10,23.770,0.3370
764.75,A,4.00,2.00,1.10,23.480,0.2074
764.75,A,4.00,2.00,1.70,23.526,0.1295
764.75,B,7.50,0.80,0.10,23.579,0.2859
764.75,B,7.50,0.80,1.10,23.452,0.0413
764.75,B,7.50,0.80,1.70,23.524,0.0638
764.75,C,4.00,4.50,0.10,23.657,0.2855
764.75,C,4.00,4.50,1.10,23.482,0.0010
764.75,C,4.00,4.50,1.70,23.536,0.0011
764.75,D,0.50,0.80,0.10,23.579,0.2859
764.75,D,0.50,0.80,1.10,23.452,0.0413
764.75,D,0.50,0.80,1.70,23.524,0.0638
765.9,A,4.00,2.00,0.10,23.766,0.3370
765.9,A,4.00,2.00,1.10,23.478,0.2074
765.9,A,4.00,2.00,1.70,23.525,0.1295
765.9,B,7.50,0.80,0.10,23.576,0.2859
765.9,B,7.50,0.80,1.10,23.451,0.0413
765.9,B,7.50,0.80,1.70,23.524,0.0638
765.9,C,4.00,4.50,0.10,23.654,0.2855
765.9,C,4.00,4.50,1.10,23.480,0.0010
765.9,C,4.00,4.50,1.70,23.535,0.0011
765.9,D,0.50,0.80,0.10,23.576,0.2859
765.9,D,0.50,0.80,1.10,23.451,0.0413
765.9,D,0.50,0.80,1.70,23.524,0.0638
767.05,A,4.00,2.00,0.10,23.762,0.3370
767.05,A,4.00,2.00,1.10,23.477,0.2074
767.05,A,4.00,2.00,1.70,23.525,0.1295
767.05,B,7.50,0.80,0.10,23.572,0.2859
767.05,B,7.50,0.80,1.10,23.450,0.0413
767.05,B,7.50,0.80,1.70,23.523,0.0638
767.05,C,4.00,4.50,0.10,23.650,0.2855
767.05,C,4.00,4.50,1.10,23.479,0.0010
767.05,C,4.00,4.50,1.70,23.535,0.0011
767.05,D,0.50,0.80,0.10,23.572,0.2859
767.05,D,0.50,0.80,1.10,23.450,0.0413
767.05,D,0.50,0.80,1.70,23.523,0.0638
768.2,A,4.00,2.00,0.10,23.757,0.3370
768.2,A,4.00,2.00,1.10,23.476,0.2074
768.2,A,4.00,2.00,1.70,23.524,0.1295
768.2,B,7.50,0.80,0.10,23.569,0.2859
768.2,B,7.50,0.80,1.10,23.448,0.0413
768.2,B,7.50,0.80,1.70,23.523,0.0638
768.2,C,4.00,4.50,0.10,23.646,0.2855
768.2,C,4.00,4.50,1.10,23.478,0.0010
768.2,C,4.00,4.50,1.70,23.534,0.0011
768.2,D,0.50,0.80,0.10,23.569,0.2859
768.2,D,0.50,0.80,1.10,23.448,0.0413
768.2,D,0.50,0.80,1.70,23.523,0.0638
769.35,A,4.00,2.00,0.10,23.753,0.3370
769.35,A,4.00,2.00,1.10,23.474,0.2074
769.35,A,4.00,2.00,1.70,23.524,0.1295
769.35,B,7.50,0.80,0.10,23.566,0.2859
769.35,B,7.50,0.80,1.10,23.447,0.0413
769.35,B,7.50,0.80,1.70,23.522,0.0638
769.35,C,4.00,4.50,0.10,23.643,0.2855
769.35,C,4.00,4.50,1.10,23.476,0.0010
769.35,C,4.00,4.50,1.70,23.534,0.0011
769.35,D,0.50,0.80,0.10,23.566,0.2859
769.35,D,0.50,0.80,1.10,23.447,0.0413
769.35,D,0.50,0.80,1.70,23.522,0.0638
770.5,A,4.00,2.00,0.10,23.749,0.3370
770.5,A,4.00,2.00,1.10,23.473,0.2074
770.5,A,4.00,2.00,1.70,23.523,0.1295
770.5,B,7.50,0.80,0.10,23.563,0.2859
770.5,B,7.50,0.80,1.10,23.446,0.0413
770.5,B,7.50,0.80,1.70,23.522,0.0638
770.5,C,4.00,4.50,0.10,23.639,0.2855
770.5,C,4.00,4.50,1.10,23.475,0.0010
770.5,C,4.00,4.50,1.70,23.533,0.0011
770.5,D,0.50,0.80,0.10,23.563,0.2859
770.5,D,0.50,0.80,1.10,23.446,0.0413
770.5,D,0.50,0.80,1.70,23.522,0.0638
771.65,A,4.00,2.00,0.10,23.745,0.3370
771.65,A,4.00,2.00,1.10,23.472,0.2074
771.65,A,4.00,2.00,1.70,23.523,0.1295
771.65,B,7.50,0.80,0.10,23.559,0.2859
771.65,B,7.50,0.80,1.10,23.445,0.0413
771.65,B,7.50,0.80,1.70,23.522,0.0638
771.65,C,4.00,4.50,0.10,23.636,0.2855
771.65,C,4.00,4.50,1.10,23.473,0.0010
771.65,C,4.00,4.50,1.70,23.532,0.0011
