t_s,point,ue_x,ue_y,z,T_C,U_mag
162.15,A,4.00,2.00,1.10,28.850,0.2038
162.15,A,4.00,2.00,1.70,27.610,0.1273
162.15,B,7.50,0.80,0.10,28.850,0.2810
162.15,B,7.50,0.80,1.10,28.850,0.0406
162.15,B,7.50,0.80,1.70,27.502,0.0627
162.15,C,4.00,4.50,0.10,28.850,0.2806
162.15,C,4.00,4.50,1.10,28.850,0.0010
162.15,C,4.00,4.50,1.70,28.306,0.0010
162.15,D,0.50,0.80,0.10,28.850,0.2810
162.15,D,0.50,0.80,1.10,28.850,0.0406
162.15,D,0.50,0.80,1.70,27.502,0.0627
163.3,A,4.00,2.00,0.10,28.850,0.3314
163.3,A,4.00,2.00,1.10,28.850,0.2039
163.3,A,4.00,2.00,1.70,27.576,0.1273
163.3,B,7.50,0.80,0.10,28.850,0.2811
163.3,B,7.50,0.80,1.10,28.850,0.0406
163.3,B,7.50,0.80,1.70,27.469,0.0627
163.3,C,4.00,4.50,0.10,28.850,0.2807
163.3,C,4.00,4.50,1.10,28.850,0.0010
163.3,C,4.00,4.50,1.70,28.267,0.0010
163.3,D,0.50,0.80,0.10,28.850,0.2811
163.3,D,0.50,0.80,1.10,28.850,0.0406
163.3,D,0.50,0.80,1.70,27.469,0.0627
164.45,A,4.00,2.00,0.10,28.850,0.3315
164.45,A,4.00,2.00,1.10,28.850,0.2040
164.45,A,4.00,2.00,1.70,27.543,0.1274
164.45,B,7.50,0.80,0.10,28.850,0.2813
164.45,B,7.50,0.80,1.10,28.850,0.0406
164.45,B,7.50,0.80,1.70,27.437,0.0627
164.45,C,4.00,4.50,0.10,28.850,0.2809
164.45,C,4.00,4.50,1.10,28.850,0.0010
164.45,C,4.00,4.50,1.70,28.229,0.0010
164.45,D,0.50,0.80,0.10,28.850,0.2813
164.45,D,0.50,0.80,1.10,28.850,0.0406
164.45,D,0.50,0.80,1.70,27.437,0.0627
165.6,A,4.00,2.00,0.10,28.850,0.3317
165.6,A,4.00,2.00,1.10,28.850,0.2041
165.6,A,4.00,2.00,1.70,27.510,0.1275
165.6,B,7.50,0.80,0.10,28.850,0.2814
165.6,B,7.50,0.80,1.10,28.850,0.0406
165.6,B,7.50,0.80,1.70,27.405,0.0628
165.6,C,4.00,4.50,0.10,28.850,0.2810
165.6,C,4.00,4.50,1.10,28.850,0.0010
165.6,C,4.00,4.50,1.70,28.190,0.0010
165.6,D,0.50,0.80,0.10,28.850,0.2814
165.6,D,0.50,0.80,1.10,28.850,0.0406
165.6,D,0.50,0.80,1.70,27.405,0.0628
166.75,A,4.00,2.00,0.10,28.850,0.3318
166.75,A,4.00,2.00,1.10,28.850,0.2042
166.75,A,4.00,2.00,1.70,27.477,0.1275
166.75,B,7.50,0.80,0.10,28.850,0.2815
166.75,B,7.50,0.80,1.10,28.850,0.0406
166.75,B,7.50,0.80,1.70,27.373,0.0628
166.75,C,4.00,4.50,0.10,28.850,0.2811
166.75,C,4.00,4.50,1.10,28.850,0.0010
166.75,C,4.00,4.50,1.70,28.152,0.0010
166.75,D,0.50,0.80,0.10,28.850,0.2815
166.75,D,0.50,0.80,1.10,28.850,0.0406
166.75,D,0.50,0.80,1.70,27.373,0.0628
167.9,A,4.00,2.00,0.10,28.850,0.3320
167.9,A,4.00,2.00,1.10,28.850,0.2043
167.9,A,4.00,2.00,1.70,27.445,0.1276
167.9,B,7.50,0.80,0.10,28.850,0.2817
167.9,B,7.50,0.80,1.10,28.850,0.0407
167.9,B,7.50,0.80,1.70,27.342,0.0628
167.9,C,4.00,4.50,0.10,28.850,0.2813
167.9,C,4.00,4.50,1.10,28.850,0.0010
167.9,C,4.00,4.50,1.70,28.114,0.0010
167.9,D,0.50,0.80,0.10,28.850,0.2817
167.9,D,0.50,0.80,1.10,28.850,0.0407
167.9,D,0.50,0.80,1.70,27.342,0.0628
169.05,A,4.00,2.00,0.10,28.850,0.3321
169.05,A,4.00,2.00,1.10,28.850,0.2044
169.05,A,4.00,2.00,1.70,27.413,0.1276
169.05,B,7.50,0.80,0.10,28.850,0.2818
169.05,B,7.50,0.80,1.10,28.850,0.0407
169.05,B,7.50,0.80,1.70,27.310,0.0628
169.05,C,4.00,4.50,0.10,28.850,0.2814
169.05,C,4.00,4.50,1.10,28.850,0.0010
169.05,C,4.00,4.50,1.70,28.077,0.0010
169.05,D,0.50,0.80,0.10,28.850,0.2818
169.05,D,0.50,0.80,1.10,28.850,0.0407
169.05,D,0.50,0.80,1.70,27.310,0.0628
170.2,A,4.00,2.00,0.10,28.850,0.3323
170.2,A,4.00,2.00,1.10,28.850,0.2045
170.2,A,4.00,2.00,1.70,27.381,0.1277
170.2,B,7.50,0.80,0.10,28.850,0.2819
170.2,B,7.50,0.80,1.10,28.850,0.0407
170.2,B,7.50,0.80,1.70,27.279,0.0629
170.2,C,4.00,4.50,0.10,28.850,0.2815
170.2,C,4.00,4.50,1.10,28.850,0.0010
170.2,C,4.00,4.50,1.70,28.039,0.0010
170.2,D,0.50,0.80,0.10,28.850,0.2819
170.2,D,0.50,0.80,1.10,28.850,0.0407
170.2,D,0.50,0.80,1.70,27.279,0.0629
171.35,A,4.00,2.00,0.10,28.850,0.3324
171.35,A,4.00,2.00,1.10,28.850,0.2045
171.35,A,4.00,2.00,1.70,27.349,0.1277
171.35,B,7.50,0.80,0.10,28.850,0.2820
171.35,B,7.50,0.80,1.10,28.850,0.0407
171.35,B,7.50,0.80,1.70,27.248,0.0629
171.35,C,4.00,4.50,0.10,28.850,0.2816
171.35,C,4.00,4.50,1.10,28.850,0.0010
171.35,C,4.00,4.50,1.70,28.002,0.0010
171.35,D,0.50,0.80,0.10,28.850,0.2820
171.35,D,0.50,0.80,1.10,28.850,0.0407
171.35,D,0.50,0.80,1.70,27.248,0.0629
172.5,A,4.00,2.00,0.10,28.850,0.3325
172.5,A,4.00,2.00,1.10,28.850,0.2046
172.5,A,4.00,2.00,1.70,27.318,0.1278
172.5,B,7.50,0.80,0.10,28.850,0.2821
172.5,B,7.50,0.80,1.10,28.850,0.0407
172.5,B,7.50,0.80,1.70,27.218,0.0629
172.5,C,4.00,4.50,0.10,28.850,0.2817
172.5,C,4.00,4.50,1.10,28.850,0.0010
172.5,C,4.00,4.50,1.70,27.966,0.0010
172.5,D,0.50,0.80,0.10,28.850,0.2821
172.5,D,0.50,0.80,1.10,28.850,0.0407
172.5,D,0.50,0.80,1.70,27.218,0.0629
173.65,A,4.00,2.00,0.10,28.850,0.3326
173.65,A,4.00,2.00,1.10,28.850,0.2047
173.65,A,4.00,2.00,1.70,27.287,0.1278
173.65,B,7.50,0.80,0.10,28.850,0.2822
173.65,B,7.50,0.80,1.10,28.850,0.0407
173.65,B,7.50,0.80,1.70,27.188,0.0629
173.65,C,4.00,4.50,0.10,28.850,0.2818
173.65,C,4.00,4.50,1.10,28.850,0.0010
173.65,C,4.00,4.50,1.70,27.929,0.0011
173.65,D,0.50,0.80,0.10,28.850,0.2822
173.65,D,0.50,0.80,1.10,28.850,0.0407
173.65,D,0.50,0.80,1.70,27.188,0.0629
174.8,A,4.00,2.00,0.10,28.850,0.3328
174.8,A,4.00,2.00,1.10,28.850,0.2048
174.8,A,4.00,2.00,1.70,27.256,0.1279
174.8,B,7.50,0.80,0.10,28.850,0.2823
174.8,B,7.50,0.80,1.10,28.850,0.0408
174.8,B,7.50,0.80,1.70,27.158,0.0630
174.8,C,4.00,4.50,0.10,28.850,0.2819
174.8,C,4.00,4.50,1.10,28.850,0.0010
174.8,C,4.00,4.50,1.70,27.893,0.0011
174.8,D,0.50,0.80,0.10,28.850,0.2823
174.8,D,0.50,0.80,1.10,28.850,0.0408
174.8,D,0.50,0.80,1.70,27.158,0.0630
175.95,A,4.00,2.00,0.10,28.850,0.3329
175.95,A,4.00,2.00,1.10,28.850,0.2049
175.95,A,4.00,2.00,1.70,27.226,0.1279
175.95,B,7.50,0.80,0.10,28.850,0.2824
175.95,B,7.50,0.80,1.10,28.845,0.0408
175.95,B,7.50,0.80,1.70,27.128,0.0630
175.95,C,4.00,4.50,0.10,28.850,0.2820
175.95,C,4.00,4.50,1.10,28.850,0.0010
175.95,C,4.00,4.50,1.70,27.858,0.0011
175.95,D,0.50,0.80,0.10,28.850,0.2824
175.95,D,0.50,0.80,1.10,28.845,0.0408
175.95,D,0.50,0.80,1.70,27.128,0.0630
177.1,A,4.00,2.00,0.10,28.850,0.3330
177.1,A,4.00,2.00,1.10,28.850,0.2049
177.1,A,4.00,2.00,1.70,27.195,0.1280
177.1,B,7.50,0.80,0.10,28.850,0.2825
177.1,B,7.50,0.80,1.10,28.808,0.0408
177.1,B,7.50,0.80,1.70,27.098,0.0630
177.1,C,4.00,4.50,0.10,28.850,0.2821
177.1,C,4.00,4.50,1.10,28.850,0.0010
177.1,C,4.00,4.50,1.70,27.822,0.0011
177.1,D,0.50,0.80,0.10,28.850,0.2825
177.1,D,0.50,0.80,1.10,28.808,0.0408
177.1,D,0.50,0.80,1.70,27.098,0.0630
178.25,A,4.00,2.00,0.10,28.850,0.3331
178.25,A,4.00,2.00,1.10,28.850,0.2050
178.25,A,4.00,2.00,1.70,27.165,0.1280
178.25,B,7.50,0.80,0.10,28.850,0.2826
178.25,B,7.50,0.80,1.10,28.772,0.0408
178.25,B,7.50,0.80,1.70,27.069,0.0630
178.25,C,4.00,4.50,0.10,28.850,0.2822
178.25,C,4.00,4.50,1.10,28.850,0.0010
178.25,C,4.00,4.50,1.70,27.787,0.0011
178.25,D,0.50,0.80,0.10,28.850,0.2826
178.25,D,0.50,0.80,1.10,28.772,0.0408
178.25,D,0.50,0.80,1.70,27.069,0.0630
179.4,A,4.00,2.00,0.10,28.850,0.3332
179.4,A,4.00,2.00,1.10,28.850,0.2051
179.4,A,4.00,2.00,1.70,27.135,0.1281
179.4,B,7.50,0.80,0.10,28.850,0.2827
179.4,B,7.50,0.80,1.10,28.735,0.0408
179.4,B,7.50,0.80,1.70,27.040,0.0631
179.4,C,4.00,4.50,0.10,28.850,0.2823
179.4,C,4.00,4.50,1.10,28.850,0.0010
179.4,C,4.00,4.50,1.70,27.752,0.0011
179.4,D,0.50,0.80,0.10,28.850,0.2827
179.4,D,0.50,0.80,1.10,28.735,0.0408
179.4,D,0.50,0.80,1.70,27.040,0.0631
180.55,A,4.00,2.00,0.10,28.850,0.3333
180.55,A,4.00,2.00,1.10,28.850,0.2051
180.55,A,4.00,2.00,1.70,27.106,0.1281
180.55,B,7.50,0.80,0.10,28.850,0.2828
180.55,B,7.50,0.80,1.10,28.699,0.0408
180.55,B,7.50,0.80,1.70,27.011,0.0631
180.55,C,4.00,4.50,0.10,28.850,0.2824
180.55,C,4.00,4.50,1.10,28.850,0.0010
180.55,C,4.00,4.50,1.70,27.718,0.0011
180.55,D,0.50,0.80,0.10,28.850,0.2828
180.55,D,0.50,0.80,1.10,28.699,0.0408
180.55,D,0.50,0.80,1.70,27.011,0.0631
181.7,A,4.00,2.00,0.10,28.850,0.3334
181.7,A,4.00,2.00,1.10,28.850,0.2052
181.7,A,4.00,2.00,1.70,27.076,0.1281
181.7,B,7.50,0.80,0.10,28.850,0.2829
181.7,B,7.50,0.80,1.10,28.663,0.0408
181.7,B,7.50,0.80,1.70,26.982,0.0631
181.7,C,4.00,4.50,0.10,28.850,0.2825
181.7,C,4.00,4.50,1.10,28.850,0.0010
181.7,C,4.00,4.50,1.70,27.683,0.0011
181.7,D,0.50,0.80,0.10,28.850,0.2829
181.7,D,0.50,0.80,1.10,28.663,0.0408
181.7,D,0.50,0.80,1.70,26.982,0.0631
182.85,A,4.00,2.00,0.10,28.850,0.3336
182.85,A,4.00,2.00,1.10,28.850,0.2053
182.85,A,4.00,2.00,1.70,27.047,0.1282
182.85,B,7.50,0.80,0.10,28.850,0.2830
182.85,B,7.50,0.80,1.10,28.627,0.0408
182.85,B,7.50,0.80,1.70,26.954,0.0631
182.85,C,4.00,4.50,0.10,28.850,0.2826
182.85,C,4.00,4.50,1.10,28.850,0.0010
182.85,C,4.00,4.50,1.70,27.649,0.0011
182.85,D,0.50,0.80,0.10,28.850,0.2830
182.85,D,0.50,0.80,1.10,28.627,0.0408
182.85,D,0.50,0.80,1.70,26.954,0.0631
184.0,A,4.00,2.00,0.10,28.850,0.3336
184.0,A,4.00,2.00,1.10,28.850,0.2053
184.0,A,4.00,2.00,1.70,27.018,0.1282
184.0,B,7.50,0.80,0.10,28.850,0.2831
184.0,B,7.50,0.80,1.10,28.592,0.0409
184.0,B,7.50,0.80,1.70,26.926,0.0631
184.0,C,4.00,4.50,0.10,28.850,0.2827
184.0,C,4.00,4.50,1.10,28.850,0.0010
184.0,C,4.00,4.50,1.70,27.615,0.0011
184.0,D,0.50,0.80,0.10,28.850,0.2831
184.0,D,0.50,0.80,1.10,28.592,0.0409
184.0,D,0.50,0.80,1.70,26.926,0.0631
185.15,A,4.00,2.00,0.10,28.850,0.3337
185.15,A,4.00,2.00,1.10,28.850,0.2054
185.15,A,4.00,2.00,1.70,26.989,0.1283
185.15,B,7.50,0.80,0.10,28.850,0.2832
185.15,B,7.50,0.80,1.10,28.556,0.0409
185.15,B,7.50,0.80,1.70,26.898,0.0632
185.15,C,4.00,4.50,0.10,28.850,0.2828
185.15,C,4.00,4.50,1.10,28.850,0.0010
185.15,C,4.00,4.50,1.70,27.582,0.0011
185.15,D,0.50,0.80,0.10,28.850,0.2832
185.15,D,0.50,0.80,1.10,28.556,0.0409
185.15,D,0.50,0.80,1.70,26.898,0.0632
186.3,A,4.00,2.00,0.10,28.850,0.3338
186.3,A,4.00,2.00,1.10,28.850,0.2054
186.3,A,4.00,2.00,1.70,26.961,0.1283
186.3,B,7.50,0.80,0.10,28.850,0.2832
186.3,B,7.50,0.80,1.10,28.521,0.0409
186.3,B,7.50,0.80,1.70,26.870,0.0632
186.3,C,4.00,4.50,0.10,28.850,0.2828
186.3,C,4.00,4.50,1.10,28.850,0.0010
186.3,C,4.00,4.50,1.70,27.549,0.0011
186.3,D,0.50,0.80,0.10,28.850,0.2832
186.3,D,0.50,0.80,1.10,28.521,0.0409
186.3,D,0.50,0.80,1.70,26.870,0.0632
187.45,A,4.00,2.00,0.10,28.850,0.3339
187.45,A,4.00,2.00,1.10,28.850,0.2055
187.45,A,4.00,2.00,1.70,26.933,0.1283
187.45,B,7.50,0.80,0.10,28.850,0.2833
187.45,B,7.50,0.80,1.10,28.486,0.0409
187.45,B,7.50,0.80,1.70,26.843,0.0632
187.45,C,4.00,4.50,0.10,28.850,0.2829
187.45,C,4.00,4.50,1.10,28.850,0.0010
187.45,C,4.00,4.50,1.70,27.516,0.0011
187.45,D,0.50,0.80,0.10,28.850,0.2833
187.45,D,0.50,0.80,1.10,28.486,0.0409
187.45,D,0.50,0.80,1.70,26.843,0.0632
188.6,A,4.00,2.00,0.10,28.850,0.3340
188.6,A,4.00,2.00,1.10,28.850,0.2055
188.6,A,4.00,2.00,1.70,26.905,0.1284
188.6,B,7.50,0.80,0.10,28.850,0.2834
188.6,B,7.50,0.80,1.10,28.452,0.0409
188.6,B,7.50,0.80,1.70,26.815,0.0632
188.6,C,4.00,4.50,0.10,28.850,0.2830
188.6,C,4.00,4.50,1.10,28.850,0.0010
188.6,C,4.00,4.50,1.70,27.483,0.0011
188.6,D,0.50,0.80,0.10,28.850,0.2834
188.6,D,0.50,0.80,1.10,28.452,0.0409
188.6,D,0.50,0.80,1.70,26.815,0.0632
189.75,A,4.00,2.00,0.10,28.850,0.3341
189.75,A,4.00,2.00,1.10,28.850,0.2056
189.75,A,4.00,2.00,1.70,26.877,0.1284
189.75,B,7.50,0.80,0.10,28.850,0.2835
189.75,B,7.50,0.80,1.10,28.418,0.0409
189.75,B,7.50,0.80,1.70,26.788,0.0632
189.75,C,4.00,4.50,0.10,28.850,0.2831
189.75,C,4.00,4.50,1.10,28.850,0.0010
189.75,C,4.00,4.50,1.70,27.451,0.0011
189.75,D,0.50,0.80,0.10,28.850,0.2835
189.75,D,0.50,0.80,1.10,28.418,0.0409
189.75,D,0.50,0.80,1.70,26.788,0.0632
190.9,A,4.00,2.00,0.10,28.850,0.3342
190.9,A,4.00,2.00,1.10,28.850,0.2057
190.9,A,4.00,2.00,1.70,26.850,0.1284
190.9,B,7.50,0.80,0.10,28.850,0.2835
190.9,B,7.50,0.80,1.10,28.383,0.0409
190.9,B,7.50,0.80,1.70,26.762,0.0632
190.9,C,4.00,4.50,0.10,28.850,0.2831
190.9,C,4.00,4.50,1.10,28.850,0.0010
190.9,C,4.00,4.50,1.70,27.418,0.0011
190.9,D,0.50,0.80,0.10,28.850,0.2835
190.9,D,0.50,0.80,1.10,28.383,0.0409
190.9,D,0.50,0.80,1.70,26.762,0.0632
192.05,A,4.00,2.00,0.10,28.850,0.3343
192.05,A,4.00,2.00,1.10,28.850,0.2057
192.05,A,4.00,2.00,1.70,26.822,0.1285
192.05,B,7.50,0.80,0.10,28.850,0.2836
192.05,B,7.50,0.80,1.10,28.349,0.0409
192.05,B,7.50,0.80,1.70,26.735,0.0633
192.05,C,4.00,4.50,0.10,28.850,0.2832
192.05,C,4.00,4.50,1.10,28.850,0.0010
192.05,C,4.00,4.50,1.70,27.387,0.0011
192.05,D,0.50,0.80,0.10,28.850,0.2836
192.05,D,0.50,0.80,1.10,28.349,0.0409
192.05,D,0.50,0.80,1.70,26.735,0.0633
193.2,A,4.00,2.00,0.10,28.850,0.3343
193.2,A,4.00,2.00,1.10,28.850,0.2058
193.2,A,4.00,2.00,1.70,26.795,0.1285
193.2,B,7.50,0.80,0.10,28.850,0.2837
193.2,B,7.50,0.80,1.10,28.316,0.0409
193.2,B,7.50,0.80,1.70,26.709,0.0633
193.2,C,4.00,4.50,0.10,28.850,0.2833
193.2,C,4.00,4.50,1.10,28.850,0.0010
193.2,C,4.00,4.50,1.70,27.355,0.0011
193.2,D,0.50,0.80,0.10,28.850,0.2837
193.2,D,0.50,0.80,1.10,28.316,0.0409
193.2,D,0.50,0.80,1.70,26.709,0.0633
194.35,A,4.00,2.00,0.10,28.850,0.3344
194.35,A,4.00,2.00,1.10,28.850,0.2058
194.35,A,4.00,2.00,1.70,26.768,0.1285
194.35,B,7.50,0.80,0.10,28.850,0.2837
194.35,B,7.50,0.80,1.10,28.282,0.0410
194.35,B,7.50,0.80,1.70,26.682,0.0633
194.35,C,4.00,4.50,0.10,28.850,0.2833
194.35,C,4.00,4.50,1.10,28.850,0.0010
194.35,C,4.00,4.50,1.70,27.324,0.0011
194.35,D,0.50,0.80,0.10,28.850,0.2837
194.35,D,0.50,0.80,1.10,28.282,0.0410
194.35,D,0.50,0.80,1.70,26.682,0.0633
195.5,A,4.00,2.00,0.10,28.850,0.3345
195.5,A,4.00,2.00,1.10,28.850,0.2058
195.5,A,4.00,2.00,1.70,26.742,0.1285
195.5,B,7.50,0.80,0.10,28.850,0.2838
195.5,B,7.50,0.80,1.10,28.249,0.0410
195.5,B,7.50,0.80,1.70,26.656,0.0633
195.5,C,4.00,4.50,0.10,28.850,0.2834
195.5,C,4.00,4.50,1.10,28.850,0.0010
195.5,C,4.00,4.50,1.70,27.292,0.0011
195.5,D,0.50,0.80,0.10,28.850,0.2838
195.5,D,0.50,0.80,1.10,28.249,0.0410
195.5,D,0.50,0.80,1.70,26.656,0.0633
196.65,A,4.00,2.00,0.10,28.850,0.3346
196.65,A,4.00,2.00,1.10,28.850,0.2059
196.65,A,4.00,2.00,1.70,26.715,0.1286
196.65,B,7.50,0.80,0.10,28.850,0.2839
196.65,B,7.50,0.80,1.10,28.216,0.0410
196.65,B,7.50,0.80,1.70,26.631,0.0633
196.65,C,4.00,4.50,0.10,28.850,0.2835
196.65,C,4.00,4.50,1.10,28.850,0.0010
196.65,C,4.00,4.50,1.70,27.261,0.0011
196.65,D,0.50,0.80,0.10,28.850,0.2839
196.65,D,0.50,0.80,1.10,28.216,0.0410
196.65,D,0.50,0.80,1.70,26.631,0.0633
197.8,A,4.00,2.00,0.10,28.850,0.3346
197.8,A,4.00,2.00,1.10,28.850,0.2059
197.8,A,4.00,2.00,1.70,26.689,0.1286
197.8,B,7.50,0.80,0.10,28.850,0.2839
197.8,B,7.50,0.80,1.10,28.183,0.0410
197.8,B,7.50,0.80,1.70,26.605,0.0633
197.8,C,4.00,4.50,0.10,28.850,0.2835
197.8,C,4.00,4.50,1.10,28.850,0.0010
197.8,C,4.00,4.50,1.70,27.231,0.0011
197.8,D,0.50,0.80,0.10,28.850,0.2839
197.8,D,0.50,0.80,1.10,28.183,0.0410
197.8,D,0.50,0.80,1.70,26.605,0.0633
198.95,A,4.00,2.00,0.10,28.850,0.3347
198.95,A,4.00,2.00,1.10,28.850,0.2060
198.95,A,4.00,2.00,1.70,26.663,0.1286
198.95,B,7.50,0.80,0.10,28.850,0.2840
198.95,B,7.50,0.80,1.10,28.151,0.0410
198.95,B,7.50,0.80,1.70,26.580,0.0633
198.95,C,4.00,4.50,0.10,28.850,0.2836
198.95,C,4.00,4.50,1.10,28.850,0.0010
198.95,C,4.00,4.50,1.70,27.200,0.0011
198.95,D,0.50,0.80,0.10,28.850,0.2840
198.95,D,0.50,0.80,1.10,28.151,0.0410
198.95,D,0.50,0.80,1.70,26.580,0.0633
200.1,A,4.00,2.00,0.10,28.850,0.3348
200.1,A,4.00,2.00,1.10,28.847,0.2060
200.1,A,4.00,2.00,1.70,26.637,0.1287
200.1,B,7.50,0.80,0.10,28.850,0.2840
200.1,B,7.50,0.80,1.10,28.118,0.0410
200.1,B,7.50,0.80,1.70,26.555,0.0633
200.1,C,4.00,4.50,0.10,28.850,0.2836
200.1,C,4.00,4.50,1.10,28.850,0.0010
200.1,C,4.00,4.50,1.70,27.170,0.0011
200.1,D,0.50,0.80,0.10,28.850,0.2840
200.1,D,0.50,0.80,1.10,28.118,0.0410
200.1,D,0.50,0.80,1.70,26.555,0.0633
201.25,A,4.00,2.00,0.10,28.850,0.3348
201.25,A,4.00,2.00,1.10,28.810,0.2061
201.25,A,4.00,2.00,1.70,26.611,0.1287
201.25,B,7.50,0.80,0.10,28.850,0.2841
201.25,B,7.50,0.80,1.10,28.086,0.0410
201.25,B,7.50,0.80,1.70,26.530,0.0634
201.25,C,4.00,4.50,0.10,28.850,0.2837
201.25,C,4.00,4.50,1.10,28.850,0.0010
201.25,C,4.00,4.50,1.70,27.140,0.0011
201.25,D,0.50,0.80,0.10,28.850,0.2841
201.25,D,0.50,0.80,1.10,28.086,0.0410
201.25,D,0.50,0.80,1.70,26.530,0.0634
202.4,A,4.00,2.00,0.10,28.850,0.3349
202.4,A,4.00,2.00,1.10,28.773,0.2061
202.4,A,4.00,2.00,1.70,26.586,0.1287
202.4,B,7.50,0.80,0.10,28.850,0.2841
202.4,B,7.50,0.80,1.10,28.054,0.0410
202.4,B,7.50,0.80,1.70,26.505,0.0634
202.4,C,4.00,4.50,0.10,28.850,0.2837
202.4,C,4.00,4.50,1.10,28.824,0.0010
202.4,C,4.00,4.50,1.70,27.111,0.0011
202.4,D,0.50,0.80,0.10,28.850,0.2841
202.4,D,0.50,0.80,1.10,28.054,0.0410
202.4,D,0.50,0.80,1.70,26.505,0.0634
203.55,A,4.00,2.00,0.10,28.850,0.3350
203.55,A,4.00,2.00,1.10,28.737,0.2061
203.55,A,4.00,2.00,1.70,26.561,0.1287
203.55,B,7.50,0.80,0.10,28.850,0.2842
203.55,B,7.50,0.80,1.10,28.023,0.0410
203.55,B,7.50,0.80,1.70,26.480,0.0634
203.55,C,4.00,4.50,0.10,28.850,0.2838
203.55,C,4.00,4.50,1.10,28.787,0.0010
203.55,C,4.00,4.50,1.70,27.081,0.0011
203.55,D,0.50,0.80,0.10,28.850,0.2842
203.55,D,0.50,0.80,1.10,28.023,0.0410
203.55,D,0.50,0.80,1.70,26.480,0.0634
204.7,A,4.00,2.00,0.10,28.850,0.3350
204.7,A,4.00,2.00,1.10,28.700,0.2062
204.7,A,4.00,2.00,1.70,26.536,0.1287
204.7,B,7.50,0.80,0.10,28.850,0.2842
204.7,B,7.50,0.80,1.10,27.991,0.0410
204.7,B,7.50,0.80,1.70,26.456,0.0634
204.7,C,4.00,4.50,0.10,28.850,0.2838
204.7,C,4.00,4.50,1.10,28.751,0.0010
204.7,C,4.00,4.50,1.70,27.052,0.0011
204.7,D,0.50,0.80,0.10,28.850,0.2842
204.7,D,0.50,0.80,1.10,27.991,0.0410
204.7,D,0.50,0.80,1.70,26.456,0.0634
205.85,A,4.00,2.00,0.10,28.850,0.3351
205.85,A,4.00,2.00,1.10,28.664,0.2062
205.85,A,4.00,2.00,1.70,26.511,0.1288
205.85,B,7.50,0.80,0.10,28.850,0.2843
205.85,B,7.50,0.80,1.10,27.960,0.0410
205.85,B,7.50,0.80,1.70,26.432,0.0634
205.85,C,4.00,4.50,0.10,28.850,0.2839
205.85,C,4.00,4.50,1.10,28.714,0.0010
205.85,C,4.00,4.50,1.70,27.023,0.0011
205.85,D,0.50,0.80,0.10,28.850,0.2843
205.85,D,0.50,0.80,1.10,27.960,0.0410
205.85,D,0.50,0.80,1.70,26.432,0.0634
207.0,A,4.00,2.00,0.10,28.850,0.3351
207.0,A,4.00,2.00,1.10,28.629,0.2062
207.0,A,4.00,2.00,1.70,26.487,0.1288
207.0,B,7.50,0.80,0.10,28.850,0.2843
207.0,B,7.50,0.80,1.10,27.929,0.0410
207.0,B,7.50,0.80,1.70,26.408,0.0634
207.0,C,4.00,4.50,0.10,28.850,0.2839
207.0,C,4.00,4.50,1.10,28.678,0.0010
207.0,C,4.00,4.50,1.70,26.994,0.0011
207.0,D,0.50,0.80,0.10,28.850,0.2843
207.0,D,0.50,0.80,1.10,27.929,0.0410
207.0,D,0.50,0.80,1.70,26.408,0.0634
208.15,A,4.00,2.00,0.10,28.850,0.3352
208.15,A,4.00,2.00,1.10,28.593,0.2063
208.15,A,4.00,2.00,1.70,26.462,0.1288
208.15,B,7.50,0.80,0.10,28.850,0.2844
208.15,B,7.50,0.80,1.10,27.898,0.0410
208.15,B,7.50,0.80,1.70,26.384,0.0634
208.15,C,4.00,4.50,0.10,28.850,0.2840
208.15,C,4.00,4.50,1.10,28.642,0.0010
208.15,C,4.00,4.50,1.70,26.966,0.0011
208.15,D,0.50,0.80,0.10,28.850,0.2844
208.15,D,0.50,0.80,1.10,27.898,0.0410
208.15,D,0.50,0.80,1.70,26.384,0.0634
209.3,A,4.00,2.00,0.10,28.850,0.3352
209.3,A,4.00,2.00,1.10,28.558,0.2063
209.3,A,4.00,2.00,1.70,26.438,0.1288
209.3,B,7.50,0.80,0.10,28.850,0.2844
209.3,B,7.50,0.80,1.10,27.867,0.0411
209.3,B,7.50,0.80,1.70,26.361,0.0634
209.3,C,4.00,4.50,0.10,28.850,0.2840
209.3,C,4.00,4.50,1.10,28.607,0.0010
209.3,C,4.00,4.50,1.70,26.938,0.0011
209.3,D,0.50,0.80,0.10,28.850,0.2844
209.3,D,0.50,0.80,1.10,27.867,0.0411
209.3,D,0.50,0.80,1.70,26.361,0.0634
210.45,A,4.00,2.00,0.10,28.850,0.3353
210.45,A,4.00,2.00,1.10,28.523,0.2063
210.45,A,4.00,2.00,1.70,26.414,0.1289
210.45,B,7.50,0.80,0.10,28.850,0.2845
210.45,B,7.50,0.80,1.10,27.837,0.0411
210.45,B,7.50,0.80,1.70,26.337,0.0634
210.45,C,4.00,4.50,0.10,28.850,0.2841
210.45,C,4.00,4.50,1.10,28.571,0.0010
210.45,C,4.00,4.50,1.70,26.910,0.0011
210.45,D,0.50,0.80,0.10,28.850,0.2845
210.45,D,0.50,0.80,1.10,27.837,0.0411
210.45,D,0.50,0.80,1.70,26.337,0.0634
211.6,A,4.00,2.00,0.10,28.850,0.3353
211.6,A,4.00,2.00,1.10,28.488,0.2064
