ix,iy,x,y,T
0,0,0.0,0.0,25.328
1,0,8.0,0.0,25.328
2,0,16.0,0.0,25.328
3,0,24.0,0.0,25.328
4,0,32.0,0.0,25.213
5,0,40.0,0.0,25.213
6,0,48.0,0.0,25.213
7,0,56.0,0.0,25.155
8,0,64.0,0.0,25.155
9,0,72.0,0.0,25.155
10,0,80.0,0.0,25.155
11,0,88.0,0.0,25.122
12,0,96.0,0.0,25.122
13,0,104.0,0.0,25.122
14,0,112.0,0.0,25.107
15,0,120.0,0.0,25.107
16,0,128.0,0.0,25.107
17,0,136.0,0.0,25.107
18,0,144.0,0.0,25.090
19,0,152.0,0.0,25.090
20,0,160.0,0.0,25.090
21,0,168.0,0.0,25.090
22,0,176.0,0.0,25.092
23,0,184.0,0.0,25.092
24,0,192.0,0.0,25.092
25,0,200.0,0.0,25.099
26,0,208.0,0.0,25.099
27,0,216.0,0.0,25.099
28,0,224.0,0.0,25.114
29,0,232.0,0.0,25.114
30,0,240.0,0.0,25.114
31,0,248.0,0.0,25.114
32,0,256.0,0.0,25.141
33,0,264.0,0.0,25.141
34,0,272.0,0.0,25.141
35,0,280.0,0.0,25.168
36,0,288.0,0.0,25.168
37,0,296.0,0.0,25.168
38,0,304.0,0.0,25.168
39,0,312.0,0.0,25.205
40,0,320.0,0.0,25.205
41,0,328.0,0.0,25.205
42,0,336.0,0.0,25.205
43,0,344.0,0.0,25.261
44,0,352.0,0.0,25.261
45,0,360.0,0.0,25.261
46,0,368.0,0.0,25.328
47,0,376.0,0.0,25.328
48,0,384.0,0.0,25.328
49,0,392.0,0.0,25.328
50,0,400.0,0.0,25.359
51,0,408.0,0.0,25.359
52,0,416.0,0.0,25.359
53,0,424.0,0.0,25.304
54,0,432.0,0.0,25.304
55,0,440.0,0.0,25.304
56,0,448.0,0.0,25.241
57,0,456.0,0.0,25.241
58,0,464.0,0.0,25.241
59,0,472.0,0.0,25.241
60,0,480.0,0.0,25.190
61,0,488.0,0.0,25.190
62,0,496.0,0.0,25.190
63,0,504.0,0.0,25.151
64,0,512.0,0.0,25.151
65,0,520.0,0.0,25.151
66,0,528.0,0.0,25.151
67,0,536.0,0.0,25.122
68,0,544.0,0.0,25.122
69,0,552.0,0.0,25.122
70,0,560.0,0.0,25.105
71,0,568.0,0.0,25.105
72,0,576.0,0.0,25.105
73,0,584.0,0.0,25.105
74,0,592.0,0.0,25.095
75,0,600.0,0.0,25.095
76,0,608.0,0.0,25.095
77,0,616.0,0.0,25.092
78,0,624.0,0.0,25.092
79,0,632.0,0.0,25.092
80,0,640.0,0.0,25.092
81,0,648.0,0.0,25.098
82,0,656.0,0.0,25.098
83,0,664.0,0.0,25.098
84,0,672.0,0.0,25.098
85,0,680.0,0.0,25.114
86,0,688.0,0.0,25.114
87,0,696.0,0.0,25.114
88,0,704.0,0.0,25.133
89,0,712.0,0.0,25.133
90,0,720.0,0.0,25.133
91,0,728.0,0.0,25.173
92,0,736.0,0.0,25.173
93,0,744.0,0.0,25.173
94,0,752.0,0.0,25.173
95,0,760.0,0.0,25.233
96,0,768.0,0.0,25.233
97,0,776.0,0.0,25.233
98,0,784.0,0.0,25.233
99,0,792.0,0.0,25.385
100,0,800.0,0.0,25.385
1,1,8.0,8.0,25.328
2,1,16.0,8.0,25.328
3,1,24.0,8.0,25.328
4,1,32.0,8.0,25.213
5,1,40.0,8.0,25.213
6,1,48.0,8.0,25.213
7,1,56.0,8.0,25.155
8,1,64.0,8.0,25.155
9,1,72.0,8.0,25.155
