ix,iz,x,z,T
4,0,32.0,0.0,23.075
5,0,40.0,0.0,23.075
6,0,48.0,0.0,23.075
7,0,56.0,0.0,22.456
8,0,64.0,0.0,22.456
9,0,72.0,0.0,22.456
10,0,80.0,0.0,22.456
11,0,88.0,0.0,22.210
12,0,96.0,0.0,22.210
13,0,104.0,0.0,22.210
14,0,112.0,0.0,22.177
15,0,120.0,0.0,22.177
16,0,128.0,0.0,22.177
17,0,136.0,0.0,22.177
18,0,144.0,0.0,22.229
19,0,152.0,0.0,22.229
20,0,160.0,0.0,22.229
21,0,168.0,0.0,22.229
22,0,176.0,0.0,22.358
23,0,184.0,0.0,22.358
24,0,192.0,0.0,22.358
25,0,200.0,0.0,22.567
26,0,208.0,0.0,22.567
27,0,216.0,0.0,22.567
28,0,224.0,0.0,22.863
29,0,232.0,0.0,22.863
30,0,240.0,0.0,22.863
31,0,248.0,0.0,22.863
32,0,256.0,0.0,22.966
33,0,264.0,0.0,22.966
34,0,272.0,0.0,22.966
35,0,280.0,0.0,22.920
36,0,288.0,0.0,22.920
37,0,296.0,0.0,22.920
38,0,304.0,0.0,22.920
39,0,312.0,0.0,22.883
40,0,320.0,0.0,22.883
41,0,328.0,0.0,22.883
42,0,336.0,0.0,22.883
43,0,344.0,0.0,22.872
44,0,352.0,0.0,22.872
45,0,360.0,0.0,22.872
46,0,368.0,0.0,22.875
47,0,376.0,0.0,22.875
48,0,384.0,0.0,22.875
49,0,392.0,0.0,22.875
50,0,400.0,0.0,22.880
51,0,408.0,0.0,22.880
52,0,416.0,0.0,22.880
53,0,424.0,0.0,22.872
54,0,432.0,0.0,22.872
55,0,440.0,0.0,22.872
56,0,448.0,0.0,22.877
57,0,456.0,0.0,22.877
58,0,464.0,0.0,22.877
59,0,472.0,0.0,22.877
60,0,480.0,0.0,22.897
61,0,488.0,0.0,22.897
62,0,496.0,0.0,22.897
63,0,504.0,0.0,22.937
64,0,512.0,0.0,22.937
65,0,520.0,0.0,22.937
66,0,528.0,0.0,22.937
67,0,536.0,0.0,22.962
68,0,544.0,0.0,22.962
69,0,552.0,0.0,22.962
70,0,560.0,0.0,22.763
71,0,568.0,0.0,22.763
72,0,576.0,0.0,22.763
73,0,584.0,0.0,22.763
74,0,592.0,0.0,22.467
75,0,600.0,0.0,22.467
76,0,608.0,0.0,22.467
77,0,616.0,0.0,22.290
78,0,624.0,0.0,22.290
79,0,632.0,0.0,22.290
80,0,640.0,0.0,22.290
81,0,648.0,0.0,22.197
82,0,656.0,0.0,22.197
83,0,664.0,0.0,22.197
84,0,672.0,0.0,22.197
85,0,680.0,0.0,22.178
86,0,688.0,0.0,22.178
87,0,696.0,0.0,22.178
88,0,704.0,0.0,22.263
89,0,712.0,0.0,22.263
90,0,720.0,0.0,22.263
91,0,728.0,0.0,22.712
92,0,736.0,0.0,22.712
93,0,744.0,0.0,22.712
94,0,752.0,0.0,22.712
95,0,760.0,0.0,23.446
96,0,768.0,0.0,23.446
4,1,32.0,8.0,23.075
5,1,40.0,8.0,23.075
6,1,48.0,8.0,23.075
7,1,56.0,8.0,22.456
8,1,64.0,8.0,22.456
9,1,72.0,8.0,22.456
10,1,80.0,8.0,22.456
11,1,88.0,8.0,22.210
12,1,96.0,8.0,22.210
13,1,104.0,8.0,22.210
14,1,112.0,8.0,22.177
15,1,120.0,8.0,22.177
16,1,128.0,8.0,22.177
17,1,136.0,8.0,22.177
18,1,144.0,8.0,22.229
19,1,152.0,8.0,22.229
20,1,160.0,8.0,22.229
21,1,168.0,8.0,22.229
22,1,176.0,8.0,22.358
23,1,184.0,8.0,22.358
24,1,192.0,8.0,22.358
25,1,200.0,8.0,22.567
26,1,208.0,8.0,22.567
27,1,216.0,8.0,22.567
28,1,224.0,8.0,22.863
29,1,232.0,8.0,22.863
30,1,240.0,8.0,22.863
31,1,248.0,8.0,22.863
32,1,256.0,8.0,22.966
33,1,264.0,8.0,22.966
34,1,272.0,8.0,22.966
35,1,280.0,8.0,22.920
36,1,288.0,8.0,22.920
37,1,296.0,8.0,22.920
38,1,304.0,8.0,22.920
39,1,312.0,8.0,22.883
40,1,320.0,8.0,22.883
41,1,328.0,8.0,22.883
42,1,336.0,8.0,22.883
43,1,344.0,8.0,22.872
44,1,352.0,8.0,22.872
45,1,360.0,8.0,22.872
46,1,368.0,8.0,22.875
47,1,376.0,8.0,22.875
48,1,384.0,8.0,22.875
49,1,392.0,8.0,22.875
50,1,400.0,8.0,22.880
51,1,408.0,8.0,22.880
52,1,416.0,8.0,22.880
53,1,424.0,8.0,22.872
54,1,432.0,8.0,22.872
55,1,440.0,8.0,22.872
56,1,448.0,8.0,22.877
57,1,456.0,8.0,22.877
58,1,464.0,8.0,22.877
59,1,472.0,8.0,22.877
60,1,480.0,8.0,22.897
61,1,488.0,8.0,22.897
62,1,496.0,8.0,22.897
63,1,504.0,8.0,22.937
64,1,512.0,8.0,22.937
65,1,520.0,8.0,22.937
66,1,528.0,8.0,22.937
67,1,536.0,8.0,22.962
68,1,544.0,8.0,22.962
69,1,552.0,8.0,22.962
70,1,560.0,8.0,22.763
71,1,568.0,8.0,22.763
72,1,576.0,8.0,22.763
73,1,584.0,8.0,22.763
74,1,592.0,8.0,22.467
75,1,600.0,8.0,22.467
76,1,608.0,8.0,22.467
77,1,616.0,8.0,22.290
78,1,624.0,8.0,22.290
79,1,632.0,8.0,22.290
80,1,640.0,8.0,22.290
81,1,648.0,8.0,22.197
82,1,656.0,8.0,22.197
83,1,664.0,8.0,22.197
84,1,672.0,8.0,22.197
85,1,680.0,8.0,22.178
86,1,688.0,8.0,22.178
87,1,696.0,8.0,22.178
88,1,704.0,8.0,22.263
89,1,712.0,8.0,22.263
90,1,720.0,8.0,22.263
91,1,728.0,8.0,22.712
92,1,736.0,8.0,22.712
93,1,744.0,8.0,22.712
94,1,752.0,8.0,22.712
95,1,760.0,8.0,23.446
96,1,768.0,8.0,23.446
4,2,32.0,16.0,23.075
5,2,40.0,16.0,23.075
6,2,48.0,16.0,23.075
7,2,56.0,16.0,22.456
8,2,64.0,16.0,22.456
9,2,72.0,16.0,22.456
10,2,80.0,16.0,22.456
11,2,88.0,16.0,22.210
12,2,96.0,16.0,22.210
13,2,104.0,16.0,22.210
14,2,112.0,16.0,22.177
15,2,120.0,16.0,22.177
16,2,128.0,16.0,22.177
17,2,136.0,16.0,22.177
18,2,144.0,16.0,22.229
19,2,152.0,16.0,22.229
20,2,160.0,16.0,22.229
21,2,168.0,16.0,22.229
22,2,176.0,16.0,22.358
23,2,184.0,16.0,22.358
24,2,192.0,16.0,22.358
25,2,200.0,16.0,22.567
