ix,iz,x,z,T
4,0,32.0,0.0,22.471
5,0,40.0,0.0,22.471
6,0,48.0,0.0,22.471
7,0,56.0,0.0,21.896
8,0,64.0,0.0,21.896
9,0,72.0,0.0,21.896
10,0,80.0,0.0,21.896
11,0,88.0,0.0,21.660
12,0,96.0,0.0,21.660
13,0,104.0,0.0,21.660
14,0,112.0,0.0,21.637
15,0,120.0,0.0,21.637
16,0,128.0,0.0,21.637
17,0,136.0,0.0,21.637
18,0,144.0,0.0,21.702
19,0,152.0,0.0,21.702
20,0,160.0,0.0,21.702
21,0,168.0,0.0,21.702
22,0,176.0,0.0,21.848
23,0,184.0,0.0,21.848
24,0,192.0,0.0,21.848
25,0,200.0,0.0,22.108
26,0,208.0,0.0,22.108
27,0,216.0,0.0,22.108
28,0,224.0,0.0,22.379
29,0,232.0,0.0,22.379
30,0,240.0,0.0,22.379
31,0,248.0,0.0,22.379
32,0,256.0,0.0,22.360
33,0,264.0,0.0,22.360
34,0,272.0,0.0,22.360
35,0,280.0,0.0,22.251
36,0,288.0,0.0,22.251
37,0,296.0,0.0,22.251
38,0,304.0,0.0,22.251
39,0,312.0,0.0,22.171
40,0,320.0,0.0,22.171
41,0,328.0,0.0,22.171
42,0,336.0,0.0,22.171
43,0,344.0,0.0,22.134
44,0,352.0,0.0,22.134
45,0,360.0,0.0,22.134
46,0,368.0,0.0,22.122
47,0,376.0,0.0,22.122
48,0,384.0,0.0,22.122
49,0,392.0,0.0,22.122
50,0,400.0,0.0,22.123
51,0,408.0,0.0,22.123
52,0,416.0,0.0,22.123
53,0,424.0,0.0,22.133
54,0,432.0,0.0,22.133
55,0,440.0,0.0,22.133
56,0,448.0,0.0,22.168
57,0,456.0,0.0,22.168
58,0,464.0,0.0,22.168
59,0,472.0,0.0,22.168
60,0,480.0,0.0,22.229
61,0,488.0,0.0,22.229
62,0,496.0,0.0,22.229
63,0,504.0,0.0,22.317
64,0,512.0,0.0,22.317
65,0,520.0,0.0,22.317
66,0,528.0,0.0,22.317
67,0,536.0,0.0,22.420
68,0,544.0,0.0,22.420
69,0,552.0,0.0,22.420
70,0,560.0,0.0,22.290
71,0,568.0,0.0,22.290
72,0,576.0,0.0,22.290
73,0,584.0,0.0,22.290
74,0,592.0,0.0,21.980
75,0,600.0,0.0,21.980
76,0,608.0,0.0,21.980
77,0,616.0,0.0,21.781
78,0,624.0,0.0,21.781
79,0,632.0,0.0,21.781
80,0,640.0,0.0,21.781
81,0,648.0,0.0,21.678
82,0,656.0,0.0,21.678
83,0,664.0,0.0,21.678
84,0,672.0,0.0,21.678
85,0,680.0,0.0,21.654
86,0,688.0,0.0,21.654
87,0,696.0,0.0,21.654
88,0,704.0,0.0,21.746
89,0,712.0,0.0,21.746
90,0,720.0,0.0,21.746
91,0,728.0,0.0,22.205
92,0,736.0,0.0,22.205
93,0,744.0,0.0,22.205
94,0,752.0,0.0,22.205
95,0,760.0,0.0,22.948
96,0,768.0,0.0,22.948
4,1,32.0,8.0,22.471
5,1,40.0,8.0,22.471
6,1,48.0,8.0,22.471
7,1,56.0,8.0,21.896
8,1,64.0,8.0,21.896
9,1,72.0,8.0,21.896
10,1,80.0,8.0,21.896
11,1,88.0,8.0,21.660
12,1,96.0,8.0,21.660
13,1,104.0,8.0,21.660
14,1,112.0,8.0,21.637
15,1,120.0,8.0,21.637
16,1,128.0,8.0,21.637
17,1,136.0,8.0,21.637
