ix,iy,x,y,T
0,0,0.0,0.0,23.743
1,0,8.0,0.0,23.743
2,0,16.0,0.0,23.743
3,0,24.0,0.0,23.743
4,0,32.0,0.0,23.566
5,0,40.0,0.0,23.566
6,0,48.0,0.0,23.566
7,0,56.0,0.0,23.471
8,0,64.0,0.0,23.471
9,0,72.0,0.0,23.471
10,0,80.0,0.0,23.471
11,0,88.0,0.0,23.432
12,0,96.0,0.0,23.432
13,0,104.0,0.0,23.432
14,0,112.0,0.0,23.431
15,0,120.0,0.0,23.431
16,0,128.0,0.0,23.431
17,0,136.0,0.0,23.431
18,0,144.0,0.0,23.401
19,0,152.0,0.0,23.401
20,0,160.0,0.0,23.401
21,0,168.0,0.0,23.401
22,0,176.0,0.0,23.420
23,0,184.0,0.0,23.420
24,0,192.0,0.0,23.420
25,0,200.0,0.0,23.432
26,0,208.0,0.0,23.432
27,0,216.0,0.0,23.432
28,0,224.0,0.0,23.451
29,0,232.0,0.0,23.451
30,0,240.0,0.0,23.451
31,0,248.0,0.0,23.451
32,0,256.0,0.0,23.477
33,0,264.0,0.0,23.477
34,0,272.0,0.0,23.477
35,0,280.0,0.0,23.505
36,0,288.0,0.0,23.505
37,0,296.0,0.0,23.505
38,0,304.0,0.0,23.505
39,0,312.0,0.0,23.537
40,0,320.0,0.0,23.537
41,0,328.0,0.0,23.537
42,0,336.0,0.0,23.537
43,0,344.0,0.0,23.577
44,0,352.0,0.0,23.577
45,0,360.0,0.0,23.577
46,0,368.0,0.0,23.611
47,0,376.0,0.0,23.611
48,0,384.0,0.0,23.611
49,0,392.0,0.0,23.611
50,0,400.0,0.0,23.625
51,0,408.0,0.0,23.625
52,0,416.0,0.0,23.625
53,0,424.0,0.0,23.600
54,0,432.0,0.0,23.600
55,0,440.0,0.0,23.600
56,0,448.0,0.0,23.564
57,0,456.0,0.0,23.564
58,0,464.0,0.0,23.564
59,0,472.0,0.0,23.564
60,0,480.0,0.0,23.524
61,0,488.0,0.0,23.524
62,0,496.0,0.0,23.524
63,0,504.0,0.0,23.488
64,0,512.0,0.0,23.488
65,0,520.0,0.0,23.488
66,0,528.0,0.0,23.488
67,0,536.0,0.0,23.458
68,0,544.0,0.0,23.458
69,0,552.0,0.0,23.458
70,0,560.0,0.0,23.441
71,0,568.0,0.0,23.441
72,0,576.0,0.0,23.441
73,0,584.0,0.0,23.441
74,0,592.0,0.0,23.428
75,0,600.0,0.0,23.428
76,0,608.0,0.0,23.428
77,0,616.0,0.0,23.417
78,0,624.0,0.0,23.417
79,0,632.0,0.0,23.417
80,0,640.0,0.0,23.417
81,0,648.0,0.0,23.417
82,0,656.0,0.0,23.417
83,0,664.0,0.0,23.417
84,0,672.0,0.0,23.417
85,0,680.0,0.0,23.425
86,0,688.0,0.0,23.425
87,0,696.0,0.0,23.425
88,0,704.0,0.0,23.440
89,0,712.0,0.0,23.440
90,0,720.0,0.0,23.440
91,0,728.0,0.0,23.502
92,0,736.0,0.0,23.502
93,0,744.0,0.0,23.502
94,0,752.0,0.0,23.502
95,0,760.0,0.0,23.598
96,0,768.0,0.0,23.598
97,0,776.0,0.0,23.598
98,0,784.0,0.0,23.598
99,0,792.0,0.0,23.829
100,0,800.0,0.0,23.829
1,1,8.0,8.0,23.743
2,1,16.0,8.0,23.743
3,1,24.0,8.0,23.743
4,1,32.0,8.0,23.566
5,1,40.0,8.0,23.566
6,1,48.0,8.0,23.566
7,1,56.0,8.0,23.471
8,1,64.0,8.0,23.471
9,1,72.0,8.0,23.471
10,1,80.0,8.0,23.471
11,1,88.0,8.0,23.432
12,1,96.0,8.0,23.432
13,1,104.0,8.0,23.432
14,1,112.0,8.0,23.431
15,1,120.0,8.0,23.431
16,1,128.0,8.0,23.431
17,1,136.0,8.0,23.431
18,1,144.0,8.0,23.401
19,1,152.0,8.0,23.401
20,1,160.0,8.0,23.401
21,1,168.0,8.0,23.401
22,1,176.0,8.0,23.420
23,1,184.0,8.0,23.420
24,1,192.0,8.0,23.420
25,1,200.0,8.0,23.432
26,1,208.0,8.0,23.432
27,1,216.0,8.0,23.432
28,1,224.0,8.0,23.451
29,1,232.0,8.0,23.451
30,1,240.0,8.0,23.451
31,1,248.0,8.0,23.451
32,1,256.0,8.0,23.477
