ix,iy,x,y,T
0,0,0.0,0.0,24.472
1,0,8.0,0.0,24.472
2,0,16.0,0.0,24.472
3,0,24.0,0.0,24.472
4,0,32.0,0.0,24.327
5,0,40.0,0.0,24.327
6,0,48.0,0.0,24.327
7,0,56.0,0.0,24.250
8,0,64.0,0.0,24.250
9,0,72.0,0.0,24.250
10,0,80.0,0.0,24.250
11,0,88.0,0.0,24.212
12,0,96.0,0.0,24.212
13,0,104.0,0.0,24.212
14,0,112.0,0.0,24.205
15,0,120.0,0.0,24.205
16,0,128.0,0.0,24.205
17,0,136.0,0.0,24.205
18,0,144.0,0.0,24.181
19,0,152.0,0.0,24.181
20,0,160.0,0.0,24.181
21,0,168.0,0.0,24.181
22,0,176.0,0.0,24.192
23,0,184.0,0.0,24.192
24,0,192.0,0.0,24.192
25,0,200.0,0.0,24.200
26,0,208.0,0.0,24.200
27,0,216.0,0.0,24.200
28,0,224.0,0.0,24.216
29,0,232.0,0.0,24.216
30,0,240.0,0.0,24.216
31,0,248.0,0.0,24.216
32,0,256.0,0.0,24.237
33,0,264.0,0.0,24.237
34,0,272.0,0.0,24.237
35,0,280.0,0.0,24.260
36,0,288.0,0.0,24.260
37,0,296.0,0.0,24.260
38,0,304.0,0.0,24.260
39,0,312.0,0.0,24.288
40,0,320.0,0.0,24.288
41,0,328.0,0.0,24.288
42,0,336.0,0.0,24.288
43,0,344.0,0.0,24.326
44,0,352.0,0.0,24.326
45,0,360.0,0.0,24.326
46,0,368.0,0.0,24.372
47,0,376.0,0.0,24.372
48,0,384.0,0.0,24.372
49,0,392.0,0.0,24.372
50,0,400.0,0.0,24.395
51,0,408.0,0.0,24.395
52,0,416.0,0.0,24.395
53,0,424.0,0.0,24.355
54,0,432.0,0.0,24.355
55,0,440.0,0.0,24.355
56,0,448.0,0.0,24.313
57,0,456.0,0.0,24.313
58,0,464.0,0.0,24.313
59,0,472.0,0.0,24.313
60,0,480.0,0.0,24.277
61,0,488.0,0.0,24.277
62,0,496.0,0.0,24.277
63,0,504.0,0.0,24.246
64,0,512.0,0.0,24.246
65,0,520.0,0.0,24.246
66,0,528.0,0.0,24.246
67,0,536.0,0.0,24.222
68,0,544.0,0.0,24.222
69,0,552.0,0.0,24.222
70,0,560.0,0.0,24.206
71,0,568.0,0.0,24.206
72,0,576.0,0.0,24.206
73,0,584.0,0.0,24.206
74,0,592.0,0.0,24.197
75,0,600.0,0.0,24.197
76,0,608.0,0.0,24.197
77,0,616.0,0.0,24.191
78,0,624.0,0.0,24.191
79,0,632.0,0.0,24.191
80,0,640.0,0.0,24.191
81,0,648.0,0.0,24.193
82,0,656.0,0.0,24.193
83,0,664.0,0.0,24.193
84,0,672.0,0.0,24.193
85,0,680.0,0.0,24.205
86,0,688.0,0.0,24.205
87,0,696.0,0.0,24.205
88,0,704.0,0.0,24.223
89,0,712.0,0.0,24.223
90,0,720.0,0.0,24.223
91,0,728.0,0.0,24.275
92,0,736.0,0.0,24.275
93,0,744.0,0.0,24.275
94,0,752.0,0.0,24.275
95,0,760.0,0.0,24.353
96,0,768.0,0.0,24.353
97,0,776.0,0.0,24.353
98,0,784.0,0.0,24.353
99,0,792.0,0.0,24.544
100,0,800.0,0.0,24.544
1,1,8.0,8.0,24.472
2,1,16.0,8.0,24.472
3,1,24.0,8.0,24.472
4,1,32.0,8.0,24.327
5,1,40.0,8.0,24.327
6,1,48.0,8.0,24.327
7,1,56.0,8.0,24.250
8,1,64.0,8.0,24.250
9,1,72.0,8.0,24.250
10,1,80.0,8.0,24.250
11,1,88.0,8.0,24.212
12,1,96.0,8.0,24.212
13,1,104.0,8.0,24.212
14,1,112.0,8.0,24.205
15,1,120.0,8.0,24.205
16,1,128.0,8.0,24.205
17,1,136.0,8.0,24.205
18,1,144.0,8.0,24.181
19,1,152.0,8.0,24.181
20,1,160.0,8.0,24.181
21,1,168.0,8.0,24.181
22,1,176.0,8.0,24.192
23,1,184.0,8.0,24.192
24,1,192.0,8.0,24.192
25,1,200.0,8.0,24.200
26,1,208.0,8.0,24.200
27,1,216.0,8.0,24.200
28,1,224.0,8.0,24.216
29,1,232.0,8.0,24.216
30,1,240.0,8.0,24.216
31,1,248.0,8.0,24.216
32,1,256.0,8.0,24.237
33,1,264.0,8.0,24.237
34,1,272.0,8.0,24.237
35,1,280.0,8.0,24.260
36,1,288.0,8.0,24.260
37,1,296.0,8.0,24.260
38,1,304.0,8.0,24.260
39,1,312.0,8.0,24.288
40,1,320.0,8.0,24.288
41,1,328.0,8.0,24.288
42,1,336.0,8.0,24.288
43,1,344.0,8.0,24.326
44,1,352.0,8.0,24.326
45,1,360.0,8.0,24.326
46,1,368.0,8.0,24.372
47,1,376.0,8.0,24.372
48,1,384.0,8.0,24.372
49,1,392.0,8.0,24.372
50,1,400.0,8.0,24.395
51,1,408.0,8.0,24.395
52,1,416.0,8.0,24.395
53,1,424.0,8.0,24.355
54,1,432.0,8.0,24.355
55,1,440.0,8.0,24.355
56,1,448.0,8.0,24.313
57,1,456.0,8.0,24.313
58,1,464.0,8.0,24.313
59,1,472.0,8.0,24.313
60,1,480.0,8.0,24.277
61,1,488.0,8.0,24.277
62,1,496.0,8.0,24.277
63,1,504.0,8.0,24.246
64,1,512.0,8.0,24.246
65,1,520.0,8.0,24.246
66,1,528.0,8.0,24.246
67,1,536.0,8.0,24.222
68,1,544.0,8.0,24.222
69,1,552.0,8.0,24.222
70,1,560.0,8.0,24.206
71,1,568.0,8.0,24.206
72,1,576.0,8.0,24.206
73,1,584.0,8.0,24.206
74,1,592.0,8.0,24.197
75,1,600.0,8.0,24.197
76,1,608.0,8.0,24.197
77,1,616.0,8.0,24.191
78,1,624.0,8.0,24.191
79,1,632.0,8.0,24.191
80,1,640.0,8.0,24.191
81,1,648.0,8.0,24.193
82,1,656.0,8.0,24.193
83,1,664.0,8.0,24.193
84,1,672.0,8.0,24.193
85,1,680.0,8.0,24.205
86,1,688.0,8.0,24.205
87,1,696.0,8.0,24.205
88,1,704.0,8.0,24.223
89,1,712.0,8.0,24.223
90,1,720.0,8.0,24.223
91,1,728.0,8.0,24.275
92,1,736.0,8.0,24.275
93,1,744.0,8.0,24.275
94,1,752.0,8.0,24.275
95,1,760.0,8.0,24.353
96,1,768.0,8.0,24.353
97,1,776.0,8.0,24.353
98,1,784.0,8.0,24.353
99,1,792.0,8.0,24.544
1,2,8.0,16.0,24.472
2,2,16.0,16.0,24.472
3,2,24.0,16.0,24.472
4,2,32.0,16.0,24.327
5,2,40.0,16.0,24.327
6,2,48.0,16.0,24.327
7,2,56.0,16.0,24.250
8,2,64.0,16.0,24.250
9,2,72.0,16.0,24.250
10,2,80.0,16.0,24.250
11,2,88.0,16.0,24.212
12,2,96.0,16.0,24.212
13,2,104.0,16.0,24.212
14,2,112.0,16.0,24.205
15,2,120.0,16.0,24.205
16,2,128.0,16.0,24.205
17,2,136.0,16.0,24.205
18,2,144.0,16.0,24.181
19,2,152.0,16.0,24.181
20,2,160.0,16.0,24.181
21,2,168.0,16.0,24.181
22,2,176.0,16.0,24.192
23,2,184.0,16.0,24.192
24,2,192.0,16.0,24.192
25,2,200.0,16.0,24.200
26,2,208.0,16.0,24.200
27,2,216.0,16.0,24.200
28,2,224.0,16.0,24.216
29,2,232.0,16.0,24.216
30,2,240.0,16.0,24.216
31,2,248.0,16.0,24.216
32,2,256.0,16.0,24.237
33,2,264.0,16.0,24.237
34,2,272.0,16.0,24.237
35,2,280.0,16.0,24.260
36,2,288.0,16.0,24.260
37,2,296.0,16.0,24.260
38,2,304.0,16.0,24.260
39,2,312.0,16.0,24.288
40,2,320.0,16.0,24.288
41,2,328.0,16.0,24.288
42,2,336.0,16.0,24.288
43,2,344.0,16.0,24.326
44,2,352.0,16.0,24.326
45,2,360.0,16.0,24.326
46,2,368.0,16.0,24.372
47,2,376.0,16.0,24.372
48,2,384.0,16.0,24.372
49,2,392.0,16.0,24.372
50,2,400.0,16.0,24.395
51,2,408.0,16.0,24.395
52,2,416.0,16.0,24.395
53,2,424.0,16.0,24.355
54,2,432.0,16.0,24.355
55,2,440.0,16.0,24.355
56,2,448.0,16.0,24.313
57,2,456.0,16.0,24.313
58,2,464.0,16.0,24.313
59,2,472.0,16.0,24.313
60,2,480.0,16.0,24.277
61,2,488.0,16.0,24.277
62,2,496.0,16.0,24.277
63,2,504.0,16.0,24.246
64,2,512.0,16.0,24.246
65,2,520.0,16.0,24.246
66,2,528.0,16.0,24.246
67,2,536.0,16.0,24.222
68,2,544.0,16.0,24.222
69,2,552.0,16.0,24.222
70,2,560.0,16.0,24.206
71,2,568.0,16.0,24.206
72,2,576.0,16.0,24.206
73,2,584.0,16.0,24.206
74,2,592.0,16.0,24.197
75,2,600.0,16.0,24.197
76,2,608.0,16.0,24.197
77,2,616.0,16.0,24.191
78,2,624.0,16.0,24.191
79,2,632.0,16.0,24.191
