dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,23.622
Xp,1,0,4.4570,1.7750,2.6000,18.863
Xp,2,0,4.4570,1.8500,2.6000,18.863
Xp,3,0,4.4570,1.9250,2.6000,18.447
Xp,4,0,4.4570,2.0000,2.6000,18.510
Xp,5,0,4.4570,2.0750,2.6000,18.510
Xp,6,0,4.4570,2.1500,2.6000,18.540
Xp,7,0,4.4570,2.2250,2.6000,18.925
Xp,8,0,4.4570,2.3000,2.6000,18.925
Xp,0,1,4.5278,1.7405,2.5533,20.582
Xp,1,1,4.5694,1.8082,2.5411,20.582
Xp,2,1,4.6229,1.8539,2.5632,19.497
Xp,3,1,4.6229,1.9289,2.5632,19.497
Xp,4,1,4.6231,1.9884,2.5619,19.615
Xp,5,1,4.6231,2.0626,2.5618,19.615
Xp,6,1,4.6190,2.1209,2.5452,19.897
Xp,7,1,4.5984,2.1904,2.5461,19.900
Xp,8,1,4.5668,2.2637,2.5436,20.768
Xp,0,2,4.5441,1.7469,2.5436,20.582
Xp,1,2,4.5905,1.8130,2.5324,20.582
Xp,2,2,4.6525,1.8548,2.5577,19.497
Xp,3,2,4.6525,1.9298,2.5577,19.497
Xp,4,2,4.6527,1.9864,2.5562,19.615
Xp,5,2,4.6526,2.0600,2.5560,19.615
Xp,6,2,4.6480,2.1160,2.5368,19.897
Xp,7,2,4.6239,2.1845,2.5372,19.897
Xp,8,2,4.5850,2.2574,2.5346,20.768
Xp,0,3,4.5593,1.7532,2.5343,20.582
Xp,1,3,4.6124,1.8173,2.5239,20.858
Xp,2,3,4.6830,1.8558,2.5521,19.497
Xp,3,3,4.6830,1.9308,2.5521,19.497
Xp,4,3,4.6831,1.9846,2.5503,19.615
Xp,5,3,4.6829,2.0573,2.5502,19.615
Xp,6,3,4.6772,2.1113,2.5284,19.897
Xp,7,3,4.6490,2.1786,2.5284,19.897
Xp,8,3,4.6026,2.2511,2.5257,20.768
Xp,0,4,4.5897,1.7677,2.5148,20.582
Xp,1,4,4.6601,1.8277,2.5036,20.858
Xp,2,4,4.7511,1.8578,2.5387,19.391
Xp,3,4,4.7511,1.9328,2.5387,19.391
Xp,4,4,4.7511,1.9806,2.5364,19.524
Xp,5,4,4.7507,2.0516,2.5361,19.524
Xp,6,4,4.7418,2.1006,2.5085,20.033
Xp,7,4,4.7041,2.1655,2.5080,19.897
Xp,8,4,4.6428,2.2371,2.5051,21.066
Xp,0,5,4.6143,1.7782,2.4990,20.858
Xp,1,5,4.7000,1.8341,2.4890,20.858
Xp,2,5,4.8076,1.8596,2.5285,19.391
Xp,3,5,4.8076,1.9346,2.5285,19.391
Xp,4,5,4.8073,1.9779,2.5258,19.524
Xp,5,5,4.8065,2.0467,2.5254,19.524
Xp,6,5,4.7932,2.0928,2.4937,20.033
Xp,7,5,4.7469,2.1555,2.4924,20.033
Xp,8,5,4.6722,2.2261,2.4899,21.066
Xp,0,6,4.6373,1.7890,2.4833,20.858
Xp,1,6,4.7443,1.8398,2.4736,21.238
Xp,2,6,4.8693,1.8616,2.5168,19.386
