dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,26.366
Xp,1,0,4.4570,1.7750,2.6000,19.882
Xp,2,0,4.4570,1.8500,2.6000,19.882
Xp,3,0,4.4570,1.9250,2.6000,19.478
Xp,4,0,4.4570,2.0000,2.6000,19.663
Xp,5,0,4.4570,2.0750,2.6000,19.663
Xp,6,0,4.4570,2.1500,2.6000,19.687
Xp,7,0,4.4570,2.2250,2.6000,20.188
Xp,8,0,4.4570,2.3000,2.6000,20.188
Xp,0,1,4.5317,1.7397,2.5557,22.359
Xp,1,1,4.5730,1.8081,2.5434,22.359
Xp,2,1,4.6258,1.8548,2.5605,20.959
Xp,3,1,4.6258,1.9298,2.5605,20.959
Xp,4,1,4.6264,1.9864,2.5580,21.262
Xp,5,1,4.6262,2.0595,2.5577,21.262
Xp,6,1,4.6203,2.1181,2.5446,21.760
Xp,7,1,4.5985,2.1873,2.5450,21.772
Xp,8,1,4.5661,2.2616,2.5447,23.094
Xp,0,2,4.5495,1.7460,2.5463,22.359
Xp,1,2,4.5948,1.8128,2.5349,22.359
Xp,2,2,4.6561,1.8557,2.5544,20.959
Xp,3,2,4.6561,1.9307,2.5544,20.959
Xp,4,2,4.6568,1.9843,2.5514,21.262
Xp,5,2,4.6563,2.0562,2.5510,21.262
Xp,6,2,4.6498,2.1129,2.5360,21.760
Xp,7,2,4.6239,2.1807,2.5359,21.760
Xp,8,2,4.5841,2.2549,2.5358,23.094
Xp,0,3,4.5667,1.7521,2.5373,22.359
Xp,1,3,4.6174,1.8171,2.5266,22.672
Xp,2,3,4.6874,1.8565,2.5482,20.959
Xp,3,3,4.6874,1.9315,2.5482,20.959
Xp,4,3,4.6882,1.9824,2.5448,21.262
Xp,5,3,4.6872,2.0528,2.5442,21.262
Xp,6,3,4.6796,2.1077,2.5275,21.760
Xp,7,3,4.6488,2.1742,2.5268,21.760
Xp,8,3,4.6015,2.2482,2.5270,23.094
Xp,0,4,4.6010,1.7661,2.5183,22.359
Xp,1,4,4.6668,1.8273,2.5067,22.672
Xp,2,4,4.7571,1.8583,2.5336,20.787
Xp,3,4,4.7571,1.9333,2.5336,20.787
Xp,4,4,4.7580,1.9779,2.5293,21.130
Xp,5,4,4.7555,2.0457,2.5282,21.130
Xp,6,4,4.7453,2.0961,2.5073,21.954
Xp,7,4,4.7037,2.1597,2.5060,21.760
Xp,8,4,4.6412,2.2333,2.5067,23.500
Xp,0,5,4.6301,1.7760,2.5027,22.672
Xp,1,5,4.7081,1.8334,2.4921,22.672
Xp,2,5,4.8147,1.8596,2.5222,20.787
Xp,3,5,4.8147,1.9346,2.5222,20.787
Xp,4,5,4.8156,1.9752,2.5172,21.130
Xp,5,5,4.8106,2.0394,2.5155,21.130
Xp,6,5,4.7979,2.0877,2.4922,21.130
Xp,7,5,4.7461,2.1486,2.4898,21.954
Xp,8,5,4.6700,2.2216,2.4915,23.500
Xp,0,6,4.6588,1.7860,2.4869,22.672
Xp,1,6,4.7540,1.8386,2.4763,23.120
Xp,2,6,4.8772,1.8607,2.5091,20.721
Xp,3,6,4.8772,1.9357,2.5091,20.721
Xp,4,6,4.8782,1.9725,2.5035,21.216
Xp,5,6,4.8694,2.0326,2.5011,21.216
Xp,6,6,4.8538,2.0791,2.4755,21.216
Xp,7,6,4.7898,2.1372,2.4723,21.954
Xp,8,6,4.6996,2.2092,2.4752,21.760
Xp,0,7,4.6866,1.7961,2.4708,22.672
Xp,1,7,4.8030,1.8432,2.4592,23.120
Xp,2,7,4.9444,1.8615,2.4940,20.721
Xp,3,7,4.9444,1.9365,2.4940,20.721
Xp,4,7,4.9454,1.9701,2.4879,21.216
Xp,5,7,4.9315,2.0255,2.4848,21.216
Xp,6,7,4.9123,2.0704,2.4571,21.216
Xp,7,7,4.8345,2.1256,2.4533,21.954
Xp,8,7,4.7298,2.1961,2.4579,21.954
Xp,0,8,4.7105,1.8049,2.4560,22.672
Xp,1,8,4.8509,1.8462,2.4420,24.480
Xp,2,8,5.0107,1.8619,2.4780,20.786
Xp,3,8,5.0107,1.9369,2.4780,20.786
Xp,4,8,5.0117,1.9682,2.4716,20.786
Xp,5,8,4.9912,2.0185,2.4678,21.391
Xp,6,8,4.9679,2.0623,2.4383,22.720
Xp,7,8,4.8752,2.1150,2.4344,24.080
Xp,8,8,4.7562,2.1836,2.4411,24.217
Xp,0,9,4.7286,1.8129,2.4430,24.710
Xp,1,9,4.8965,1.8481,2.4243,24.480
Xp,2,9,5.0764,1.8617,2.4606,20.786
Xp,3,9,5.0764,1.9367,2.4606,20.786
Xp,4,9,5.0774,1.9666,2.4539,20.786
Xp,5,9,5.0488,2.0116,2.4495,22.637
Xp,6,9,5.0204,2.0548,2.4187,22.637
Xp,7,9,4.9133,2.1053,2.4150,24.080
Xp,8,9,4.7801,2.1715,2.4244,24.217
Xp,0,10,4.7434,1.8201,2.4308,24.474
Xp,1,10,4.9399,1.8489,2.4060,24.480
Xp,2,10,5.1406,1.8610,2.4418,21.761
Xp,3,10,5.1406,1.9360,2.4418,21.761
Xp,4,10,5.1415,1.9651,2.4350,21.761
Xp,5,10,5.1035,2.0049,2.4300,22.624
Xp,6,10,5.0699,2.0478,2.3982,22.637
Xp,7,10,4.9496,2.0963,2.3951,24.080
Xp,8,10,4.8020,2.1598,2.4077,24.217
Xp,0,11,4.7558,1.8265,2.4190,24.474
Xp,1,11,4.9803,1.8492,2.3875,24.600
Xp,2,11,5.2015,1.8599,2.4218,21.761
Xp,3,11,5.2022,1.9348,2.4215,21.761
Xp,4,11,5.2032,1.9635,2.4146,21.761
Xp,5,11,5.1556,1.9985,2.4094,22.624
Xp,6,11,5.1166,2.0410,2.3772,22.624
Xp,7,11,4.9848,2.0880,2.3747,22.637
Xp,8,11,4.8222,2.1486,2.3911,24.217
Xp,0,12,4.7671,1.8322,2.4073,24.474
Xp,1,12,5.0169,1.8492,2.3692,24.600
Xp,2,12,5.2585,1.8585,2.4014,21.722
Xp,3,12,5.2617,1.9331,2.4001,21.722
Xp,4,12,5.2626,1.9615,2.3932,21.722
Xp,5,12,5.2056,1.9924,2.3881,22.624
Xp,6,12,5.1608,2.0345,2.3556,22.624
Xp,7,12,5.0194,2.0802,2.3538,22.637
Xp,8,12,4.8411,2.1377,2.3745,24.217
Xp,0,13,4.7783,1.8372,2.3951,24.474
Xp,1,13,5.0493,1.8491,2.3511,24.600
Xp,2,13,5.3112,1.8569,2.3809,21.722
Xp,3,13,5.3190,1.9309,2.3778,21.722
Xp,4,13,5.3199,1.9593,2.3709,21.722
Xp,5,13,5.2541,1.9865,2.3660,22.669
Xp,6,13,5.2026,2.0280,2.3337,22.624
Xp,7,13,5.0534,2.0729,2.3326,22.637
Xp,8,13,4.8595,2.1275,2.3579,24.080
Xp,0,14,4.7905,1.8414,2.3822,24.474
Xp,1,14,5.0785,1.8489,2.3334,24.600
Xp,2,14,5.3587,1.8554,2.3611,21.734
Xp,3,14,5.3744,1.9283,2.3548,21.734
Xp,4,14,5.3753,1.9567,2.3479,21.734
Xp,5,14,5.3014,1.9811,2.3434,22.669
Xp,6,14,5.2423,2.0218,2.3117,23.210
Xp,7,14,5.0871,2.0659,2.3111,23.328
Xp,8,14,4.8778,2.1178,2.3410,24.080
Xp,0,15,4.8049,1.8447,2.3682,24.474
Xp,1,15,5.1042,1.8488,2.3166,24.812
Xp,2,15,5.4015,1.8539,2.3421,21.734
Xp,3,15,5.4279,1.9252,2.3314,21.734
Xp,4,15,5.4289,1.9537,2.3245,22.151
Xp,5,15,5.3482,1.9759,2.3203,23.230
Xp,6,15,5.2803,2.0157,2.2898,23.210
Xp,7,15,5.1208,2.0592,2.2895,23.240
Xp,8,15,4.8969,2.1087,2.3238,24.842
Xp,0,16,4.8221,1.8472,2.3529,24.474
Xp,1,16,5.1283,1.8487,2.3003,24.812
Xp,2,16,5.4390,1.8526,2.3244,22.151
Xp,3,16,5.4798,1.9219,2.3077,22.201
Xp,4,16,5.4807,1.9503,2.3008,22.201
Xp,5,16,5.3949,1.9712,2.2969,23.230
Xp,6,16,5.3174,2.0098,2.2680,23.210
Xp,7,16,5.1542,2.0526,2.2678,23.240
Xp,8,16,4.9167,2.1001,2.3065,24.842
Xp,0,17,4.8412,1.8490,2.3368,24.474
Xp,1,17,5.1500,1.8486,2.2848,24.812
Xp,2,17,5.4710,1.8518,2.3083,22.201
Xp,3,17,5.5304,1.9181,2.2838,22.201
Xp,4,17,5.5313,1.9466,2.2769,22.201
Xp,5,17,5.4418,1.9666,2.2732,22.151
Xp,6,17,5.3536,2.0040,2.2465,23.230
Xp,7,17,5.1871,2.0462,2.2462,23.240
Xp,8,17,4.9373,2.0919,2.2887,24.842
Xp,0,18,4.8619,1.8500,2.3199,22.626
Xp,1,18,5.1702,1.8486,2.2699,24.812
Xp,2,18,5.4988,1.8512,2.2939,22.201
Xp,3,18,5.5800,1.9141,2.2600,22.286
Xp,4,18,5.5809,1.9426,2.2531,22.286
Xp,5,18,5.4888,1.9623,2.2494,22.201
Xp,6,18,5.3890,1.9984,2.2250,23.230
Xp,7,18,5.2192,2.0400,2.2248,23.210
Xp,8,18,4.9589,2.0842,2.2704,23.485
Xp,0,19,4.8834,1.8506,2.3026,22.626
Xp,1,19,5.1895,1.8485,2.2553,24.812
Xp,2,19,5.5241,1.8509,2.2804,22.201
Xp,3,19,5.6282,1.9099,2.2364,22.286
Xp,4,19,5.6291,1.9383,2.2295,22.286
Xp,5,19,5.5356,1.9579,2.2255,22.201
Xp,6,19,5.4238,1.9929,2.2036,23.718
Xp,7,19,5.2502,2.0340,2.2036,23.756
Xp,8,19,4.9814,2.0768,2.2516,23.328
Xp,0,20,4.9052,1.8507,2.2852,22.626
Xp,1,20,5.2073,1.8486,2.2413,24.812
Xp,2,20,5.5477,1.8507,2.2675,22.201
Xp,3,20,5.6750,1.9054,2.2130,22.286
Xp,4,20,5.6759,1.9339,2.2061,22.607
Xp,5,20,5.5819,1.9536,2.2015,22.607
Xp,6,20,5.4581,1.9877,2.1822,23.769
Xp,7,20,5.2801,2.0280,2.1826,23.756
Xp,8,20,5.0046,2.0697,2.2325,23.328
Xp,0,21,4.9267,1.8506,2.2678,22.626
Xp,1,21,5.2237,1.8488,2.2279,24.862
Xp,2,21,5.5707,1.8505,2.2549,22.286
Xp,3,21,5.7201,1.9008,2.1899,22.691
Xp,4,21,5.7208,1.9293,2.1829,22.691
Xp,5,21,5.6273,1.9492,2.1776,22.607
Xp,6,21,5.4924,1.9825,2.1605,23.769
Xp,7,21,5.3092,2.0223,2.1617,23.756
Xp,8,21,5.0279,2.0628,2.2131,23.328
Xp,0,22,4.9469,1.8504,2.2511,22.626
Xp,1,22,5.2400,1.8489,2.2145,24.862
Xp,2,22,5.5925,1.8503,2.2429,22.286
Xp,3,22,5.7634,1.8961,2.1672,22.691
Xp,4,22,5.7639,1.9246,2.1602,22.691
Xp,5,22,5.6714,1.9447,2.1539,22.607
Xp,6,22,5.5270,1.9775,2.1387,23.769
Xp,7,22,5.3373,2.0166,2.1411,23.718
Xp,8,22,5.0512,2.0561,2.1936,23.979
Xp,0,23,4.9657,1.8503,2.2349,22.626
Xp,1,23,5.2547,1.8491,2.2017,24.887
Xp,2,23,5.6139,1.8500,2.2310,22.286
Xp,3,23,5.8051,1.8914,2.1450,22.691
Xp,4,23,5.8053,1.9199,2.1379,22.691
Xp,5,23,5.7143,1.9401,2.1304,22.691
Xp,6,23,5.5621,1.9726,2.1164,23.769
Xp,7,23,5.3647,2.0111,2.1207,23.718
Xp,8,23,5.0743,2.0495,2.1740,23.979
Xp,0,24,4.9835,1.8501,2.2191,22.422
Xp,1,24,5.2686,1.8494,2.1892,24.887
Xp,2,24,5.6358,1.8495,2.2190,24.980
Xp,3,24,5.8449,1.8868,2.1232,23.386
Xp,4,24,5.8448,1.9153,2.1161,23.386
Xp,5,24,5.7558,1.9354,2.1073,22.691
Xp,6,24,5.5978,1.9678,2.0937,22.607
Xp,7,24,5.3912,2.0057,2.1005,23.718
Xp,8,24,5.0971,2.0431,2.1545,23.840
Xp,0,25,5.0000,1.8500,2.2038,24.929
Xp,1,25,5.2817,1.8498,2.1770,24.887
Xp,2,25,5.6582,1.8488,2.2068,24.797
Xp,3,25,5.8830,1.8823,2.1020,23.386
Xp,4,25,5.8825,1.9108,2.0948,23.386
Xp,5,25,5.7955,1.9307,2.0846,23.007
Xp,6,25,5.6338,1.9631,2.0706,22.962
Xp,7,25,5.4170,2.0004,2.0805,24.188
Xp,8,25,5.1193,2.0369,2.1351,23.840
Xp,0,26,5.0156,1.8498,2.1888,24.929
Xp,1,26,5.2946,1.8501,2.1648,22.683
Xp,2,26,5.6796,1.8479,2.1950,24.797
Xp,3,26,5.9195,1.8779,2.0813,23.527
Xp,4,26,5.9185,1.9065,2.0739,23.527
Xp,5,26,5.8334,1.9262,2.0624,23.527
Xp,6,26,5.6699,1.9584,2.0472,22.962
Xp,7,26,5.4424,1.9952,2.0605,24.188
Xp,8,26,5.1410,2.0308,2.1158,23.840
Xp,0,27,5.0300,1.8497,2.1744,24.929
Xp,1,27,5.3082,1.8503,2.1523,22.683
Xp,2,27,5.7000,1.8469,2.1835,24.602
Xp,3,27,5.9545,1.8737,2.0610,23.756
Xp,4,27,5.9530,1.9023,2.0534,23.756
Xp,5,27,5.8697,1.9217,2.0407,23.527
Xp,6,27,5.7060,1.9537,2.0238,23.007
Xp,7,27,5.4679,1.9902,2.0405,24.147
Xp,8,27,5.1620,2.0248,2.0967,23.840
Xp,0,28,5.0431,1.8498,2.1606,24.929
Xp,1,28,5.3223,1.8503,2.1395,22.683
Xp,2,28,5.7195,1.8457,2.1724,24.602
Xp,3,28,5.9881,1.8696,2.0411,23.756
Xp,4,28,5.9862,1.8982,2.0334,23.756
Xp,5,28,5.9046,1.9173,2.0193,23.527
Xp,6,28,5.7417,1.9490,2.0004,23.007
Xp,7,28,5.4936,1.9852,2.0202,24.147
Xp,8,28,5.1824,2.0189,2.0779,24.390
Xp,0,29,5.0555,1.8498,2.1471,24.929
Xp,1,29,5.3358,1.8504,2.1269,22.603
Xp,2,29,5.7391,1.8442,2.1611,24.602
Xp,3,29,6.0205,1.8656,2.0215,23.756
Xp,4,29,6.0182,1.8943,2.0136,23.756
Xp,5,29,5.9380,1.9131,1.9984,23.756
Xp,6,29,5.7767,1.9444,1.9772,23.007
Xp,7,29,5.5199,1.9803,1.9997,24.147
Xp,8,29,5.2023,2.0131,2.0591,24.390
Xp,0,30,5.0677,1.8498,2.1336,24.929
Xp,1,30,5.3495,1.8505,2.1144,22.603
Xp,2,30,5.7590,1.8424,2.1496,24.602
Xp,3,30,6.0515,1.8617,2.0024,24.022
Xp,4,30,6.0492,1.8905,1.9942,23.756
Xp,5,30,5.9702,1.9091,1.9778,23.756
Xp,6,30,5.8106,1.9399,1.9543,23.704
Xp,7,30,5.5467,1.9755,1.9788,24.147
Xp,8,30,5.2219,2.0074,2.0404,24.267
Xp,0,31,5.0796,1.8497,2.1201,24.929
Xp,1,31,5.3634,1.8505,2.1018,22.603
Xp,2,31,5.7792,1.8402,2.1377,24.602
Xp,3,31,6.0813,1.8579,1.9837,24.022
Xp,4,31,6.0791,1.8867,1.9750,24.022
Xp,5,31,6.0011,1.9052,1.9576,23.915
Xp,6,31,5.8432,1.9355,1.9319,23.704
Xp,7,31,5.5743,1.9708,1.9574,24.496
Xp,8,31,5.2409,2.0018,2.0220,24.267
Xp,0,32,5.0910,1.8497,2.1069,24.897
Xp,1,32,5.3778,1.8504,2.0888,23.061
Xp,2,32,5.7999,1.8377,2.1255,24.602
Xp,3,32,6.1098,1.8542,1.9655,24.096
Xp,4,32,6.1082,1.8830,1.9560,24.096
Xp,5,32,6.0311,1.9015,1.9376,23.915
Xp,6,32,5.8744,1.9313,1.9100,23.704
Xp,7,32,5.6027,1.9662,1.9355,23.327
Xp,8,32,5.2597,1.9963,2.0035,24.267
Xp,0,33,5.1019,1.8496,2.0939,24.897
Xp,1,33,5.3916,1.8503,2.0762,23.061
Xp,2,33,5.8219,1.8348,2.1124,23.784
Xp,3,33,6.1371,1.8505,1.9476,24.096
Xp,4,33,6.1365,1.8794,1.9372,24.096
Xp,5,33,6.0602,1.8978,1.9179,24.096
Xp,6,33,5.9044,1.9273,1.8886,23.704
Xp,7,33,5.6315,1.9616,1.9131,23.327
Xp,8,33,5.2782,1.9909,1.9851,24.267
Xp,0,34,5.1127,1.8495,2.0809,24.969
Xp,1,34,5.4049,1.8503,2.0638,23.061
Xp,2,34,5.8453,1.8313,2.0986,23.784
Xp,3,34,6.1633,1.8469,1.9302,24.114
Xp,4,34,6.1639,1.8758,1.9186,24.096
Xp,5,34,6.0884,1.8943,1.8984,24.096
Xp,6,34,5.9331,1.9235,1.8675,23.915
Xp,7,34,5.6604,1.9570,1.8905,23.327
Xp,8,34,5.2969,1.9857,1.9665,24.720
Xp,0,35,5.1231,1.8494,2.0683,24.969
Xp,1,35,5.4177,1.8503,2.0517,23.061
Xp,2,35,5.8696,1.8275,2.0841,23.823
Xp,3,35,6.1884,1.8435,1.9132,24.306
Xp,4,35,6.1907,1.8724,1.9001,24.168
Xp,5,35,6.1157,1.8910,1.8791,24.096
Xp,6,35,5.9605,1.9199,1.8469,24.273
Xp,7,35,5.6890,1.9526,1.8677,23.327
Xp,8,35,5.3157,1.9806,1.9477,24.720
Xp,0,36,5.1334,1.8493,2.0556,24.969
Xp,1,36,5.4307,1.8502,2.0395,23.061
Xp,2,36,5.8945,1.8234,2.0690,23.823
Xp,3,36,6.2126,1.8402,1.8965,24.306
Xp,4,36,6.2167,1.8691,1.8818,24.168
Xp,5,36,6.1423,1.8878,1.8599,24.096
Xp,6,36,5.9866,1.9165,1.8266,24.273
Xp,7,36,5.7171,1.9482,1.8449,23.978
Xp,8,36,5.3346,1.9757,1.9287,24.614
Xp,0,37,5.1428,1.8494,2.0435,24.969
Xp,1,37,5.4439,1.8501,2.0273,23.061
Xp,2,37,5.9197,1.8191,2.0536,23.823
Xp,3,37,6.2360,1.8370,1.8799,24.306
Xp,4,37,6.2420,1.8660,1.8634,24.168
Xp,5,37,6.1680,1.8847,1.8409,24.313
Xp,6,37,6.0116,1.9134,1.8065,24.273
Xp,7,37,5.7442,1.9441,1.8224,23.978
Xp,8,37,5.3539,1.9710,1.9093,24.614
Xp,0,38,5.1512,1.8496,2.0320,24.969
Xp,1,38,5.4576,1.8499,2.0149,24.767
Xp,2,38,5.9449,1.8147,2.0380,24.156
Xp,3,38,6.2588,1.8340,1.8633,24.306
Xp,4,38,6.2667,1.8631,1.8450,24.299
Xp,5,38,6.1929,1.8819,1.8221,24.299
Xp,6,38,6.0358,1.9104,1.7867,24.273
Xp,7,38,5.7702,1.9401,1.8002,23.978
Xp,8,38,5.3738,1.9665,1.8895,23.507
Xp,0,39,5.1592,1.8499,2.0208,24.969
Xp,1,39,5.4707,1.8497,2.0031,24.767
Xp,2,39,5.9701,1.8104,2.0222,24.156
Xp,3,39,6.2813,1.8312,1.8466,24.384
Xp,4,39,6.2907,1.8605,1.8265,24.474
Xp,5,39,6.2171,1.8792,1.8032,24.299
Xp,6,39,6.0593,1.9076,1.7670,24.313
Xp,7,39,5.7952,1.9363,1.7784,23.978
Xp,8,39,5.3939,1.9622,1.8693,23.507
Xp,0,40,5.1670,1.8502,2.0096,23.325
Xp,1,40,5.4840,1.8496,1.9914,24.767
Xp,2,40,5.9951,1.8061,2.0064,24.156
Xp,3,40,6.3034,1.8286,1.8298,24.381
Xp,4,40,6.3142,1.8580,1.8080,24.474
Xp,5,40,6.2407,1.8768,1.7845,24.299
Xp,6,40,6.0821,1.9050,1.7476,24.313
Xp,7,40,5.8192,1.9327,1.7570,24.098
Xp,8,40,5.4142,1.9581,1.8488,24.294
Xp,0,41,5.1747,1.8505,1.9985,23.325
Xp,1,41,5.4971,1.8494,1.9799,24.767
Xp,2,41,6.0199,1.8020,1.9904,24.156
Xp,3,41,6.3253,1.8263,1.8128,24.381
Xp,4,41,6.3371,1.8558,1.7894,24.474
Xp,5,41,6.2637,1.8745,1.7657,24.299
Xp,6,41,6.1044,1.9025,1.7283,24.433
Xp,7,41,5.8423,1.9293,1.7360,24.098
