pid,x,y,z,T,speed
0,421.5,225.5,264.5,20.39,1.015
0,418.7,220.3,267.0,19.64,0.998
0,415.8,215.1,267.0,19.75,1.248
0,412.9,211.9,267.0,19.75,1.593
0,410.0,208.8,267.0,19.75,1.593
0,407.1,205.6,267.0,19.65,1.593
0,407.1,205.2,267.0,19.65,1.687
0,407.1,204.8,267.0,19.65,1.687
0,407.1,204.4,267.0,19.65,1.687
0,407.1,204.0,267.0,19.74,1.687
0,407.1,203.6,267.0,19.74,1.846
0,407.1,203.2,267.0,19.74,1.846
0,407.1,202.8,267.0,19.74,1.846
0,407.1,202.4,267.0,19.74,1.846
0,407.1,202.0,267.0,19.74,1.846
0,407.1,201.6,267.0,19.74,1.846
0,407.1,201.2,267.0,19.74,1.846
0,407.1,200.8,267.0,19.74,1.846
0,407.1,200.4,267.0,19.74,1.846
0,407.1,200.0,267.0,19.74,1.846
0,407.1,199.6,267.0,19.74,1.846
0,407.1,199.2,267.0,19.74,1.846
0,407.1,198.8,267.0,19.74,1.846
0,407.1,198.4,267.0,19.74,1.846
0,407.1,198.0,267.0,19.74,1.846
0,407.1,197.6,267.0,19.74,1.846
0,407.1,197.2,267.0,19.74,1.846
0,407.1,196.8,267.0,19.74,1.846
0,407.1,196.4,267.0,19.74,1.846
0,407.1,196.0,267.0,19.74,1.846
0,407.1,195.6,267.0,19.74,1.846
0,407.1,195.2,267.0,19.74,1.846
0,407.1,194.8,267.0,19.74,1.846
0,407.1,194.4,267.0,19.74,1.846
0,407.1,194.0,267.0,19.74,1.846
0,407.1,193.6,267.0,19.74,1.846
0,407.1,193.2,267.0,19.74,1.846
0,407.1,192.8,267.0,19.74,1.846
0,407.1,192.4,267.0,19.74,1.846
0,407.1,192.0,267.0,19.41,1.846
0,407.1,191.6,267.0,19.41,1.729
0,407.1,191.2,267.0,19.41,1.729
0,407.1,190.8,267.0,19.41,1.729
0,407.1,190.4,267.0,19.41,1.729
0,407.1,192.9,267.0,19.74,1.729
0,407.1,192.5,267.0,19.74,1.846
0,407.1,192.1,267.0,19.74,1.846
0,407.1,194.7,267.0,19.74,1.846
0,407.1,194.3,267.0,19.74,1.846
0,407.1,193.9,267.0,19.74,1.846
0,407.1,193.5,267.0,19.74,1.846
0,407.1,193.1,267.0,19.74,1.846
0,407.1,192.7,267.0,19.74,1.846
0,407.1,192.3,267.0,19.74,1.846
0,407.1,191.9,267.0,19.41,1.846
0,407.1,191.5,267.0,19.41,1.729
0,407.1,191.1,267.0,19.41,1.729
0,407.1,190.7,267.0,19.41,1.729
0,407.1,193.2,267.0,19.74,1.729
0,407.1,192.9,267.0,19.74,1.846
0,407.1,192.5,267.0,19.74,1.846
0,407.1,192.1,267.0,19.74,1.846
0,407.1,194.6,267.0,19.74,1.846
0,407.1,194.2,267.0,19.74,1.846
0,407.1,193.8,267.0,19.74,1.846
0,407.1,193.4,267.0,19.74,1.846
0,407.1,193.0,267.0,19.74,1.846
0,407.1,192.6,267.0,19.74,1.846
0,407.1,192.2,267.0,19.74,1.846
0,407.1,194.8,267.0,19.74,1.846
0,407.1,194.3,267.0,19.74,1.846
0,407.1,193.9,267.0,19.74,1.846
0,407.1,193.6,267.0,19.74,1.846
0,407.1,193.2,267.0,19.74,1.846
0,407.1,192.8,267.0,19.74,1.846
0,407.1,192.3,267.0,19.74,1.846
0,407.1,191.9,267.0,19.41,1.846
0,407.1,191.6,267.0,19.41,1.729
0,407.1,191.2,267.0,19.41,1.729
0,407.1,190.8,267.0,19.41,1.729
0,407.1,190.3,267.0,19.41,1.729
0,407.1,192.9,267.0,19.74,1.729
0,407.1,192.5,267.0,19.74,1.846
0,407.1,192.1,267.0,19.74,1.846
0,407.1,194.6,267.0,19.74,1.846
0,407.1,194.2,267.0,19.74,1.846
0,407.1,193.8,267.0,19.74,1.846
0,407.1,193.5,267.0,19.74,1.846
0,407.1,193.1,267.0,19.74,1.846
0,407.1,192.7,267.0,19.74,1.846
0,407.1,192.2,267.0,19.74,1.846
0,407.1,191.9,267.0,19.41,1.846
0,407.1,191.5,267.0,19.41,1.729
0,407.1,191.1,267.0,19.41,1.729
0,407.1,190.7,267.0,19.41,1.729
0,407.1,193.2,267.0,19.74,1.729
0,407.1,192.8,267.0,19.74,1.846
0,407.1,192.4,267.0,19.74,1.846
0,407.1,192.0,267.0,19.74,1.846
0,407.1,194.6,267.0,19.74,1.846
0,407.1,194.2,267.0,19.74,1.846
0,407.1,193.8,267.0,19.74,1.846
0,407.1,193.3,267.0,19.74,1.846
0,407.1,193.0,267.0,19.74,1.846
0,407.1,192.6,267.0,19.74,1.846
0,407.1,192.2,267.0,19.74,1.846
0,407.1,194.7,267.0,19.74,1.846
0,407.1,194.3,267.0,19.74,1.846
0,407.1,193.9,267.0,19.74,1.846
0,407.1,193.5,267.0,19.74,1.846
0,407.1,193.1,267.0,19.74,1.846
0,407.1,192.7,267.0,19.74,1.846
0,407.1,192.3,267.0,19.74,1.846
0,407.1,191.9,267.0,19.41,1.846
0,407.1,191.5,267.0,19.41,1.729
0,407.1,191.1,267.0,19.41,1.729
0,407.1,190.7,267.0,19.41,1.729
0,407.1,193.3,267.0,19.74,1.729
0,407.1,192.9,267.0,19.74,1.846
0,407.1,192.5,267.0,19.74,1.846
0,407.1,192.1,267.0,19.74,1.846
0,407.1,194.6,267.0,19.74,1.846
0,407.1,194.2,267.0,19.74,1.846
0,407.1,193.8,267.0,19.74,1.846
0,407.1,193.4,267.0,19.74,1.846
0,407.1,193.0,267.0,19.74,1.846
0,407.1,192.6,267.0,19.74,1.846
