t_s,point,ue_x,ue_y,z,T_C,U_mag
37.53,D,0.50,0.80,0.10,26.461,0.3567
37.53,D,0.50,0.80,1.10,26.774,0.1750
37.53,D,0.50,0.80,1.70,27.737,0.0924
38.41,A,4.00,2.00,0.10,27.694,0.0494
38.41,A,4.00,2.00,1.10,27.333,0.1115
38.41,A,4.00,2.00,1.70,27.376,0.2322
38.41,B,7.50,0.80,0.10,26.412,0.3527
38.41,B,7.50,0.80,1.10,26.770,0.1707
38.41,B,7.50,0.80,1.70,27.717,0.0887
38.41,C,4.00,4.50,0.10,26.600,0.4096
38.41,C,4.00,4.50,1.10,25.405,0.5531
38.41,C,4.00,4.50,1.70,24.669,0.7441
38.41,D,0.50,0.80,0.10,26.412,0.3527
38.41,D,0.50,0.80,1.10,26.770,0.1707
38.41,D,0.50,0.80,1.70,27.717,0.0887
39.30,A,4.00,2.00,0.10,27.698,0.0399
39.30,A,4.00,2.00,1.10,27.274,0.1145
39.30,A,4.00,2.00,1.70,27.300,0.2388
39.30,B,7.50,0.80,0.10,26.369,0.3496
39.30,B,7.50,0.80,1.10,26.776,0.1672
39.30,B,7.50,0.80,1.70,27.699,0.0859
39.30,C,4.00,4.50,0.10,26.575,0.3965
39.30,C,4.00,4.50,1.10,25.382,0.5583
39.30,C,4.00,4.50,1.70,24.665,0.7422
39.30,D,0.50,0.80,0.10,26.369,0.3496
39.30,D,0.50,0.80,1.10,26.776,0.1672
39.30,D,0.50,0.80,1.70,27.699,0.0859
40.18,A,4.00,2.00,0.10,27.699,0.0330
40.18,A,4.00,2.00,1.10,27.223,0.1190
40.18,A,4.00,2.00,1.70,27.227,0.2447
40.18,B,7.50,0.80,0.10,26.333,0.3470
40.18,B,7.50,0.80,1.10,26.785,0.1647
40.18,B,7.50,0.80,1.70,27.677,0.0841
40.18,C,4.00,4.50,0.10,26.553,0.3770
40.18,C,4.00,4.50,1.10,25.374,0.5596
40.18,C,4.00,4.50,1.70,24.661,0.7406
40.18,D,0.50,0.80,0.10,26.333,0.3470
40.18,D,0.50,0.80,1.10,26.785,0.1647
40.18,D,0.50,0.80,1.70,27.677,0.0841
41.06,A,4.00,2.00,0.10,27.699,0.0284
41.06,A,4.00,2.00,1.10,27.183,0.1267
41.06,A,4.00,2.00,1.70,27.163,0.2499
41.06,B,7.50,0.80,0.10,26.302,0.3446
41.06,B,7.50,0.80,1.10,26.790,0.1632
41.06,B,7.50,0.80,1.70,27.649,0.0827
41.06,C,4.00,4.50,0.10,26.533,0.3545
41.06,C,4.00,4.50,1.10,25.373,0.5585
41.06,C,4.00,4.50,1.70,24.656,0.7389
41.06,D,0.50,0.80,0.10,26.302,0.3446
41.06,D,0.50,0.80,1.10,26.790,0.1632
41.06,D,0.50,0.80,1.70,27.649,0.0827
41.94,A,4.00,2.00,0.10,27.698,0.0267
41.94,A,4.00,2.00,1.10,27.153,0.1388
41.94,A,4.00,2.00,1.70,27.109,0.2548
41.94,B,7.50,0.80,0.10,26.276,0.3419
41.94,B,7.50,0.80,1.10,26.786,0.1626
41.94,B,7.50,0.80,1.70,27.613,0.0815
41.94,C,4.00,4.50,0.10,26.511,0.3317
41.94,C,4.00,4.50,1.10,25.374,0.5557
41.94,C,4.00,4.50,1.70,24.655,0.7371
41.94,D,0.50,0.80,0.10,26.276,0.3419
41.94,D,0.50,0.80,1.10,26.786,0.1626
41.94,D,0.50,0.80,1.70,27.613,0.0815
42.81,A,4.00,2.00,0.10,27.682,0.0304
42.81,A,4.00,2.00,1.10,27.130,0.1556
42.81,A,4.00,2.00,1.70,27.067,0.2602
42.81,B,7.50,0.80,0.10,26.252,0.3387
42.81,B,7.50,0.80,1.10,26.770,0.1628
42.81,B,7.50,0.80,1.70,27.571,0.0798
42.81,C,4.00,4.50,0.10,26.488,0.3112
42.81,C,4.00,4.50,1.10,25.379,0.5516
42.81,C,4.00,4.50,1.70,24.655,0.7354
42.81,D,0.50,0.80,0.10,26.252,0.3387
42.81,D,0.50,0.80,1.10,26.770,0.1628
42.81,D,0.50,0.80,1.70,27.571,0.0798
43.69,A,4.00,2.00,0.10,27.620,0.0431
43.69,A,4.00,2.00,1.10,27.110,0.1760
43.69,A,4.00,2.00,1.70,27.033,0.2669
43.69,B,7.50,0.80,0.10,26.231,0.3348
43.69,B,7.50,0.80,1.10,26.744,0.1633
43.69,B,7.50,0.80,1.70,27.526,0.0777
43.69,C,4.00,4.50,0.10,26.466,0.2948
43.69,C,4.00,4.50,1.10,25.392,0.5459
43.69,C,4.00,4.50,1.70,24.654,0.7337
43.69,D,0.50,0.80,0.10,26.231,0.3348
43.69,D,0.50,0.80,1.10,26.744,0.1633
43.69,D,0.50,0.80,1.70,27.526,0.0777
44.56,A,4.00,2.00,0.10,27.502,0.0611
44.56,A,4.00,2.00,1.10,27.083,0.1979
44.56,A,4.00,2.00,1.70,27.002,0.2751
44.56,B,7.50,0.80,0.10,26.210,0.3302
44.56,B,7.50,0.80,1.10,26.712,0.1635
44.56,B,7.50,0.80,1.70,27.482,0.0750
44.56,C,4.00,4.50,0.10,26.446,0.2831
44.56,C,4.00,4.50,1.10,25.414,0.5381
44.56,C,4.00,4.50,1.70,24.653,0.7325
44.56,D,0.50,0.80,0.10,26.210,0.3302
44.56,D,0.50,0.80,1.10,26.712,0.1635
44.56,D,0.50,0.80,1.70,27.482,0.0750
45.43,A,4.00,2.00,0.10,27.359,0.0760
45.43,A,4.00,2.00,1.10,27.041,0.2184
45.43,A,4.00,2.00,1.70,26.969,0.2846
45.43,B,7.50,0.80,0.10,26.189,0.3250
45.43,B,7.50,0.80,1.10,26.677,0.1630
45.43,B,7.50,0.80,1.70,27.441,0.0713
45.43,C,4.00,4.50,0.10,26.429,0.2761
45.43,C,4.00,4.50,1.10,25.454,0.5270
45.43,C,4.00,4.50,1.70,24.648,0.7321
45.43,D,0.50,0.80,0.10,26.189,0.3250
45.43,D,0.50,0.80,1.10,26.677,0.1630
45.43,D,0.50,0.80,1.70,27.441,0.0713
46.30,A,4.00,2.00,0.10,27.226,0.0839
46.30,A,4.00,2.00,1.10,26.978,0.2346
46.30,A,4.00,2.00,1.70,26.929,0.2943
46.30,B,7.50,0.80,0.10,26.171,0.3194
46.30,B,7.50,0.80,1.10,26.644,0.1614
46.30,B,7.50,0.80,1.70,27.404,0.0668
46.30,C,4.00,4.50,0.10,26.414,0.2733
46.30,C,4.00,4.50,1.10,25.519,0.5113
46.30,C,4.00,4.50,1.70,24.636,0.7329
46.30,D,0.50,0.80,0.10,26.171,0.3194
46.30,D,0.50,0.80,1.10,26.644,0.1614
46.30,D,0.50,0.80,1.70,27.404,0.0669
47.18,A,4.00,2.00,0.10,27.115,0.0855
47.18,A,4.00,2.00,1.10,26.900,0.2449
47.18,A,4.00,2.00,1.70,26.877,0.3029
47.18,B,7.50,0.80,0.10,26.158,0.3133
47.18,B,7.50,0.80,1.10,26.613,0.1586
47.18,B,7.50,0.80,1.70,27.372,0.0616
47.18,C,4.00,4.50,0.10,26.401,0.2743
47.18,C,4.00,4.50,1.10,25.613,0.4900
47.18,C,4.00,4.50,1.70,24.617,0.7347
47.18,D,0.50,0.80,0.10,26.158,0.3133
47.18,D,0.50,0.80,1.10,26.613,0.1586
47.18,D,0.50,0.80,1.70,27.372,0.0616
48.05,A,4.00,2.00,0.10,27.026,0.0823
48.05,A,4.00,2.00,1.10,26.814,0.2487
48.05,A,4.00,2.00,1.70,26.814,0.3091
48.05,B,7.50,0.80,0.10,26.152,0.3066
48.05,B,7.50,0.80,1.10,26.587,0.1549
48.05,B,7.50,0.80,1.70,27.344,0.0559
48.05,C,4.00,4.50,0.10,26.387,0.2781
48.05,C,4.00,4.50,1.10,25.742,0.4621
48.05,C,4.00,4.50,1.70,24.597,0.7367
48.05,D,0.50,0.80,0.10,26.152,0.3066
48.05,D,0.50,0.80,1.10,26.587,0.1549
48.05,D,0.50,0.80,1.70,27.344,0.0559
48.92,A,4.00,2.00,0.10,26.955,0.0753
48.92,A,4.00,2.00,1.10,26.731,0.2470
48.92,A,4.00,2.00,1.70,26.742,0.3122
48.92,B,7.50,0.80,0.10,26.161,0.2993
48.92,B,7.50,0.80,1.10,26.564,0.1507
48.92,B,7.50,0.80,1.70,27.317,0.0499
48.92,C,4.00,4.50,0.10,26.370,0.2842
48.92,C,4.00,4.50,1.10,25.909,0.4269
48.92,C,4.00,4.50,1.70,24.582,0.7375
48.92,D,0.50,0.80,0.10,26.161,0.2993
48.92,D,0.50,0.80,1.10,26.564,0.1507
48.92,D,0.50,0.80,1.70,27.317,0.0499
49.79,A,4.00,2.00,0.10,26.900,0.0657
49.79,A,4.00,2.00,1.10,26.653,0.2411
49.79,A,4.00,2.00,1.70,26.668,0.3120
49.79,B,7.50,0.80,0.10,26.188,0.2919
49.79,B,7.50,0.80,1.10,26.543,0.1465
49.79,B,7.50,0.80,1.70,27.292,0.0437
49.79,C,4.00,4.50,0.10,26.348,0.2917
49.79,C,4.00,4.50,1.10,26.117,0.3848
49.79,C,4.00,4.50,1.70,24.576,0.7357
49.79,D,0.50,0.80,0.10,26.188,0.2919
49.79,D,0.50,0.80,1.10,26.543,0.1465
49.79,D,0.50,0.80,1.70,27.292,0.0437
50.66,A,4.00,2.00,0.10,26.856,0.0547
50.66,A,4.00,2.00,1.10,26.585,0.2324
50.66,A,4.00,2.00,1.70,26.597,0.3091
50.66,B,7.50,0.80,0.10,26.239,0.2859
50.66,B,7.50,0.80,1.10,26.524,0.1427
50.66,B,7.50,0.80,1.70,27.267,0.0378
50.66,C,4.00,4.50,0.10,26.321,0.3005
50.66,C,4.00,4.50,1.10,26.356,0.3380
50.66,C,4.00,4.50,1.70,24.582,0.7304
50.66,D,0.50,0.80,0.10,26.239,0.2859
50.66,D,0.50,0.80,1.10,26.524,0.1427
50.66,D,0.50,0.80,1.70,27.267,0.0378
51.53,A,4.00,2.00,0.10,26.820,0.0438
51.53,A,4.00,2.00,1.10,26.525,0.2221
51.53,A,4.00,2.00,1.70,26.532,0.3040
51.53,B,7.50,0.80,0.10,26.310,0.2856
51.53,B,7.50,0.80,1.10,26.506,0.1394
51.53,B,7.50,0.80,1.70,27.242,0.0324
51.53,C,4.00,4.50,0.10,26.288,0.3105
51.53,C,4.00,4.50,1.10,26.603,0.2923
51.53,C,4.00,4.50,1.70,24.602,0.7210
51.53,D,0.50,0.80,0.10,26.310,0.2856
51.53,D,0.50,0.80,1.10,26.506,0.1395
51.53,D,0.50,0.80,1.70,27.242,0.0324
52.40,A,4.00,2.00,0.10,26.790,0.0340
52.40,A,4.00,2.00,1.10,26.474,0.2110
52.40,A,4.00,2.00,1.70,26.474,0.2975
52.40,B,7.50,0.80,0.10,26.372,0.2942
52.40,B,7.50,0.80,1.10,26.489,0.1369
52.40,B,7.50,0.80,1.70,27.215,0.0277
52.40,C,4.00,4.50,0.10,26.251,0.3219
52.40,C,4.00,4.50,1.10,26.820,0.2558
52.40,C,4.00,4.50,1.70,24.636,0.7069
52.40,D,0.50,0.80,0.10,26.372,0.2942
52.40,D,0.50,0.80,1.10,26.489,0.1369
52.40,D,0.50,0.80,1.70,27.215,0.0277
53.28,A,4.00,2.00,0.10,26.765,0.0266
53.28,A,4.00,2.00,1.10,26.430,0.2000
53.28,A,4.00,2.00,1.70,26.425,0.2901
53.28,B,7.50,0.80,0.10,26.376,0.3086
53.28,B,7.50,0.80,1.10,26.474,0.1351
53.28,B,7.50,0.80,1.70,27.189,0.0240
53.28,C,4.00,4.50,0.10,26.213,0.3351
53.28,C,4.00,4.50,1.10,26.967,0.2349
53.28,C,4.00,4.50,1.70,24.686,0.6883
53.28,D,0.50,0.80,0.10,26.376,0.3085
53.28,D,0.50,0.80,1.10,26.474,0.1351
53.28,D,0.50,0.80,1.70,27.189,0.0240
54.15,A,4.00,2.00,0.10,26.745,0.0221
54.15,A,4.00,2.00,1.10,26.393,0.1895
54.15,A,4.00,2.00,1.70,26.384,0.2823
54.15,B,7.50,0.80,0.10,26.308,0.3219
54.15,B,7.50,0.80,1.10,26.459,0.1340
54.15,B,7.50,0.80,1.70,27.161,0.0212
54.15,C,4.00,4.50,0.10,26.178,0.3493
54.15,C,4.00,4.50,1.10,27.016,0.2285
54.15,C,4.00,4.50,1.70,24.747,0.6665
54.15,D,0.50,0.80,0.10,26.309,0.3219
54.15,D,0.50,0.80,1.10,26.459,0.1340
54.15,D,0.50,0.80,1.70,27.161,0.0212
55.02,A,4.00,2.00,0.10,26.729,0.0208
55.02,A,4.00,2.00,1.10,26.362,0.1799
55.02,A,4.00,2.00,1.70,26.350,0.2746
55.02,B,7.50,0.80,0.10,26.204,0.3306
55.02,B,7.50,0.80,1.10,26.445,0.1336
55.02,B,7.50,0.80,1.70,27.133,0.0195
55.02,C,4.00,4.50,0.10,26.148,0.3636
55.02,C,4.00,4.50,1.10,27.007,0.2276
55.02,C,4.00,4.50,1.70,24.807,0.6441
55.02,D,0.50,0.80,0.10,26.204,0.3306
55.02,D,0.50,0.80,1.10,26.445,0.1336
55.02,D,0.50,0.80,1.70,27.133,0.0195
55.89,A,4.00,2.00,0.10,26.717,0.0222
55.89,A,4.00,2.00,1.10,26.334,0.1713
55.89,A,4.00,2.00,1.70,26.320,0.2672
55.89,B,7.50,0.80,0.10,26.100,0.3349
55.89,B,7.50,0.80,1.10,26.428,0.1338
55.89,B,7.50,0.80,1.70,27.104,0.0188
55.89,C,4.00,4.50,0.10,26.125,0.3775
55.89,C,4.00,4.50,1.10,26.978,0.2276
55.89,C,4.00,4.50,1.70,24.855,0.6238
55.89,D,0.50,0.80,0.10,26.100,0.3349
55.89,D,0.50,0.80,1.10,26.428,0.1338
55.89,D,0.50,0.80,1.70,27.104,0.0188
56.76,A,4.00,2.00,0.10,26.710,0.0256
56.76,A,4.00,2.00,1.10,26.311,0.1639
56.76,A,4.00,2.00,1.70,26.294,0.2603
56.76,B,7.50,0.80,0.10,26.010,0.3359
56.76,B,7.50,0.80,1.10,26.408,0.1346
56.76,B,7.50,0.80,1.70,27.073,0.0189
56.76,C,4.00,4.50,0.10,26.109,0.3903
56.76,C,4.00,4.50,1.10,26.944,0.2276
56.76,C,4.00,4.50,1.70,24.884,0.6078
56.76,D,0.50,0.80,0.10,26.010,0.3359
56.76,D,0.50,0.80,1.10,26.408,0.1347
56.76,D,0.50,0.80,1.70,27.073,0.0190
57.63,A,4.00,2.00,0.10,26.706,0.0294
57.63,A,4.00,2.00,1.10,26.291,0.1578
57.63,A,4.00,2.00,1.70,26.271,0.2541
57.63,B,7.50,0.80,0.10,25.936,0.3347
57.63,B,7.50,0.80,1.10,26.383,0.1360
57.63,B,7.50,0.80,1.70,27.042,0.0198
57.63,C,4.00,4.50,0.10,26.096,0.4016
57.63,C,4.00,4.50,1.10,26.909,0.2275
57.63,C,4.00,4.50,1.70,24.885,0.5977
57.63,D,0.50,0.80,0.10,25.936,0.3347
57.63,D,0.50,0.80,1.10,26.383,0.1360
57.63,D,0.50,0.80,1.70,27.042,0.0198
58.50,A,4.00,2.00,0.10,26.706,0.0329
58.50,A,4.00,2.00,1.10,26.273,0.1529
58.50,A,4.00,2.00,1.70,26.249,0.2487
58.50,B,7.50,0.80,0.10,25.875,0.3321
58.50,B,7.50,0.80,1.10,26.354,0.1379
58.50,B,7.50,0.80,1.70,27.009,0.0214
58.50,C,4.00,4.50,0.10,26.087,0.4115
58.50,C,4.00,4.50,1.10,26.874,0.2273
58.50,C,4.00,4.50,1.70,24.858,0.5941
58.50,D,0.50,0.80,0.10,25.875,0.3321
58.50,D,0.50,0.80,1.10,26.354,0.1379
58.50,D,0.50,0.80,1.70,27.009,0.0214
59.37,A,4.00,2.00,0.10,26.708,0.0366
59.37,A,4.00,2.00,1.10,26.257,0.1491
59.37,A,4.00,2.00,1.70,26.228,0.2440
59.37,B,7.50,0.80,0.10,25.823,0.3288
59.37,B,7.50,0.80,1.10,26.319,0.1400
59.37,B,7.50,0.80,1.70,26.973,0.0236
59.37,C,4.00,4.50,0.10,26.077,0.4201
59.37,C,4.00,4.50,1.10,26.839,0.2271
59.37,C,4.00,4.50,1.70,24.803,0.5968
59.37,D,0.50,0.80,0.10,25.823,0.3288
59.37,D,0.50,0.80,1.10,26.319,0.1400
59.37,D,0.50,0.80,1.70,26.973,0.0236
60.24,A,4.00,2.00,0.10,26.711,0.0411
60.24,A,4.00,2.00,1.10,26.242,0.1464
60.24,A,4.00,2.00,1.70,26.206,0.2402
60.24,B,7.50,0.80,0.10,25.777,0.3250
60.24,B,7.50,0.80,1.10,26.279,0.1421
60.24,B,7.50,0.80,1.70,26.936,0.0265
60.24,C,4.00,4.50,0.10,26.066,0.4275
60.24,C,4.00,4.50,1.10,26.804,0.2268
60.24,C,4.00,4.50,1.70,24.727,0.6047
60.24,D,0.50,0.80,0.10,25.777,0.3250
60.24,D,0.50,0.80,1.10,26.279,0.1421
60.24,D,0.50,0.80,1.70,26.936,0.0265
61.12,A,4.00,2.00,0.10,26.713,0.0455
61.12,A,4.00,2.00,1.10,26.228,0.1445
61.12,A,4.00,2.00,1.70,26.185,0.2369
61.12,B,7.50,0.80,0.10,25.737,0.3207
61.12,B,7.50,0.80,1.10,26.236,0.1444
61.12,B,7.50,0.80,1.70,26.897,0.0296
61.12,C,4.00,4.50,0.10,26.051,0.4339
61.12,C,4.00,4.50,1.10,26.768,0.2263
61.12,C,4.00,4.50,1.70,24.634,0.6166
61.12,D,0.50,0.80,0.10,25.737,0.3207
61.12,D,0.50,0.80,1.10,26.236,0.1444
61.12,D,0.50,0.80,1.70,26.897,0.0296
61.99,A,4.00,2.00,0.10,26.711,0.0486
61.99,A,4.00,2.00,1.10,26.213,0.1430
61.99,A,4.00,2.00,1.70,26.163,0.2341
61.99,B,7.50,0.80,0.10,25.699,0.3166
61.99,B,7.50,0.80,1.10,26.190,0.1465
61.99,B,7.50,0.80,1.70,26.856,0.0324
61.99,C,4.00,4.50,0.10,26.034,0.4395
61.99,C,4.00,4.50,1.10,26.732,0.2256
61.99,C,4.00,4.50,1.70,24.532,0.6314
61.99,D,0.50,0.80,0.10,25.699,0.3166
61.99,D,0.50,0.80,1.10,26.190,0.1465
61.99,D,0.50,0.80,1.70,26.856,0.0324
62.87,A,4.00,2.00,0.10,26.704,0.0485
62.87,A,4.00,2.00,1.10,26.197,0.1414
62.87,A,4.00,2.00,1.70,26.140,0.2316
62.87,B,7.50,0.80,0.10,25.663,0.3127
62.87,B,7.50,0.80,1.10,26.145,0.1484
62.87,B,7.50,0.80,1.70,26.814,0.0350
62.87,C,4.00,4.50,0.10,26.012,0.4447
62.87,C,4.00,4.50,1.10,26.696,0.2247
62.87,C,4.00,4.50,1.70,24.426,0.6474
62.87,D,0.50,0.80,0.10,25.663,0.3127
62.87,D,0.50,0.80,1.10,26.145,0.1484
62.87,D,0.50,0.80,1.70,26.814,0.0350
63.74,A,4.00,2.00,0.10,26.695,0.0441
63.74,A,4.00,2.00,1.10,26.179,0.1394
63.74,A,4.00,2.00,1.70,26.117,0.2291
63.74,B,7.50,0.80,0.10,25.629,0.3089
63.74,B,7.50,0.80,1.10,26.099,0.1499
63.74,B,7.50,0.80,1.70,26.771,0.0374
63.74,C,4.00,4.50,0.10,25.987,0.4494
63.74,C,4.00,4.50,1.10,26.661,0.2238
63.74,C,4.00,4.50,1.70,24.323,0.6635
63.74,D,0.50,0.80,0.10,25.629,0.3089
63.74,D,0.50,0.80,1.10,26.099,0.1499
63.74,D,0.50,0.80,1.70,26.771,0.0374
64.62,A,4.00,2.00,0.10,26.660,0.0344
64.62,A,4.00,2.00,1.10,26.157,0.1366
64.62,A,4.00,2.00,1.70,26.094,0.2265
64.62,B,7.50,0.80,0.10,25.596,0.3055
64.62,B,7.50,0.80,1.10,26.056,0.1508
64.62,B,7.50,0.80,1.70,26.728,0.0395
64.62,C,4.00,4.50,0.10,25.959,0.4539
64.62,C,4.00,4.50,1.10,26.626,0.2231
64.62,C,4.00,4.50,1.70,24.227,0.6786
64.62,D,0.50,0.80,0.10,25.596,0.3055
64.62,D,0.50,0.80,1.10,26.056,0.1508
64.62,D,0.50,0.80,1.70,26.728,0.0395
65.49,A,4.00,2.00,0.10,26.539,0.0449
65.49,A,4.00,2.00,1.10,26.131,0.1331
65.49,A,4.00,2.00,1.70,26.069,0.2235
65.49,B,7.50,0.80,0.10,25.564,0.3024
65.49,B,7.50,0.80,1.10,26.014,0.1511
65.49,B,7.50,0.80,1.70,26.685,0.0412
65.49,C,4.00,4.50,0.10,25.928,0.4580
65.49,C,4.00,4.50,1.10,26.591,0.2227
65.49,C,4.00,4.50,1.70,24.138,0.6922
65.49,D,0.50,0.80,0.10,25.564,0.3024
65.49,D,0.50,0.80,1.10,26.014,0.1511
65.49,D,0.50,0.80,1.70,26.685,0.0412
66.36,A,4.00,2.00,0.10,26.351,0.0903
66.36,A,4.00,2.00,1.10,26.103,0.1290
66.36,A,4.00,2.00,1.70,26.044,0.2201
66.36,B,7.50,0.80,0.10,25.532,0.2997
66.36,B,7.50,0.80,1.10,25.974,0.1509
66.36,B,7.50,0.80,1.70,26.641,0.0427
66.36,C,4.00,4.50,0.10,25.894,0.4617
66.36,C,4.00,4.50,1.10,26.557,0.2231
66.36,C,4.00,4.50,1.70,24.058,0.7043
66.36,D,0.50,0.80,0.10,25.532,0.2997
66.36,D,0.50,0.80,1.10,25.974,0.1509
66.36,D,0.50,0.80,1.70,26.641,0.0427
67.24,A,4.00,2.00,0.10,26.192,0.1297
67.24,A,4.00,2.00,1.10,26.073,0.1244
67.24,A,4.00,2.00,1.70,26.018,0.2162
67.24,B,7.50,0.80,0.10,25.502,0.2974
67.24,B,7.50,0.80,1.10,25.936,0.1502
67.24,B,7.50,0.80,1.70,26.598,0.0437
67.24,C,4.00,4.50,0.10,25.858,0.4648
67.24,C,4.00,4.50,1.10,26.521,0.2243
67.24,C,4.00,4.50,1.70,23.986,0.7150
67.24,D,0.50,0.80,0.10,25.502,0.2974
67.24,D,0.50,0.80,1.10,25.936,0.1502
67.24,D,0.50,0.80,1.70,26.598,0.0437
68.11,A,4.00,2.00,0.10,26.086,0.1601
68.11,A,4.00,2.00,1.10,26.042,0.1199
68.11,A,4.00,2.00,1.70,25.991,0.2119
68.11,B,7.50,0.80,0.10,25.472,0.2953
68.11,B,7.50,0.80,1.10,25.899,0.1492
68.11,B,7.50,0.80,1.70,26.555,0.0443
68.11,C,4.00,4.50,0.10,25.820,0.4672
68.11,C,4.00,4.50,1.10,26.479,0.2270
68.11,C,4.00,4.50,1.70,23.920,0.7245
68.11,D,0.50,0.80,0.10,25.472,0.2953
68.11,D,0.50,0.80,1.10,25.899,0.1492
68.11,D,0.50,0.80,1.70,26.555,0.0443
68.99,A,4.00,2.00,0.10,26.020,0.1833
68.99,A,4.00,2.00,1.10,26.010,0.1155
68.99,A,4.00,2.00,1.70,25.965,0.2073
68.99,B,7.50,0.80,0.10,25.443,0.2933
68.99,B,7.50,0.80,1.10,25.862,0.1479
68.99,B,7.50,0.80,1.70,26.512,0.0448
68.99,C,4.00,4.50,0.10,25.783,0.4686
68.99,C,4.00,4.50,1.10,26.431,0.2313
68.99,C,4.00,4.50,1.70,23.860,0.7328
68.99,D,0.50,0.80,0.10,25.443,0.2933
68.99,D,0.50,0.80,1.10,25.862,0.1479
68.99,D,0.50,0.80,1.70,26.512,0.0448
69.86,A,4.00,2.00,0.10,25.977,0.2002
69.86,A,4.00,2.00,1.10,25.978,0.1116
69.86,A,4.00,2.00,1.70,25.938,0.2024
69.86,B,7.50,0.80,0.10,25.414,0.2913
69.86,B,7.50,0.80,1.10,25.826,0.1467
69.86,B,7.50,0.80,1.70,26.469,0.0451
69.86,C,4.00,4.50,0.10,25.746,0.4690
69.86,C,4.00,4.50,1.10,26.373,0.2377
69.86,C,4.00,4.50,1.70,23.806,0.7401
69.86,D,0.50,0.80,0.10,25.414,0.2913
69.86,D,0.50,0.80,1.10,25.826,0.1467
69.86,D,0.50,0.80,1.70,26.469,0.0451
70.74,A,4.00,2.00,0.10,25.947,0.2113
70.74,A,4.00,2.00,1.10,25.946,0.1083
70.74,A,4.00,2.00,1.70,25.912,0.1975
70.74,B,7.50,0.80,0.10,25.387,0.2890
70.74,B,7.50,0.80,1.10,25.790,0.1457
70.74,B,7.50,0.80,1.70,26.427,0.0452
70.74,C,4.00,4.50,0.10,25.710,0.4682
70.74,C,4.00,4.50,1.10,26.297,0.2471
70.74,C,4.00,4.50,1.70,23.760,0.7464
70.74,D,0.50,0.80,0.10,25.387,0.2890
70.74,D,0.50,0.80,1.10,25.790,0.1457
70.74,D,0.50,0.80,1.70,26.427,0.0452
71.62,A,4.00,2.00,0.10,25.923,0.2176
71.62,A,4.00,2.00,1.10,25.915,0.1055
71.62,A,4.00,2.00,1.70,25.887,0.1926
71.62,B,7.50,0.80,0.10,25.360,0.2864
71.62,B,7.50,0.80,1.10,25.754,0.1446
71.62,B,7.50,0.80,1.70,26.384,0.0450
71.62,C,4.00,4.50,0.10,25.677,0.4664
71.62,C,4.00,4.50,1.10,26.198,0.2607
71.62,C,4.00,4.50,1.70,23.727,0.7510
71.62,D,0.50,0.80,0.10,25.360,0.2864
71.62,D,0.50,0.80,1.10,25.754,0.1446
71.62,D,0.50,0.80,1.70,26.384,0.0450
72.50,A,4.00,2.00,0.10,25.903,0.2201
72.50,A,4.00,2.00,1.10,25.885,0.1033
72.50,A,4.00,2.00,1.70,25.864,0.1878
72.50,B,7.50,0.80,0.10,25.334,0.2832
72.50,B,7.50,0.80,1.10,25.718,0.1437
72.50,B,7.50,0.80,1.70,26.343,0.0447
72.50,C,4.00,4.50,0.10,25.646,0.4637
72.50,C,4.00,4.50,1.10,26.069,0.2794
72.50,C,4.00,4.50,1.70,23.708,0.7538
72.50,D,0.50,0.80,0.10,25.334,0.2832
72.50,D,0.50,0.80,1.10,25.718,0.1437
72.50,D,0.50,0.80,1.70,26.343,0.0447
73.38,A,4.00,2.00,0.10,25.886,0.2197
73.38,A,4.00,2.00,1.10,25.857,0.1017
73.38,A,4.00,2.00,1.70,25.841,0.1833
73.38,B,7.50,0.80,0.10,25.308,0.2795
73.38,B,7.50,0.80,1.10,25.684,0.1429
73.38,B,7.50,0.80,1.70,26.303,0.0441
73.38,C,4.00,4.50,0.10,25.618,0.4602
73.38,C,4.00,4.50,1.10,25.903,0.3044
73.38,C,4.00,4.50,1.70,23.702,0.7547
73.38,D,0.50,0.80,0.10,25.308,0.2795
73.38,D,0.50,0.80,1.10,25.684,0.1429
73.38,D,0.50,0.80,1.70,26.303,0.0441
74.26,A,4.00,2.00,0.10,25.869,0.2174
74.26,A,4.00,2.00,1.10,25.829,0.1007
74.26,A,4.00,2.00,1.70,25.819,0.1792
74.26,B,7.50,0.80,0.10,25.284,0.2749
74.26,B,7.50,0.80,1.10,25.652,0.1422
74.26,B,7.50,0.80,1.70,26.266,0.0432
74.26,C,4.00,4.50,0.10,25.594,0.4559
74.26,C,4.00,4.50,1.10,25.705,0.3352
74.26,C,4.00,4.50,1.70,23.709,0.7534
74.26,D,0.50,0.80,0.10,25.284,0.2749
74.26,D,0.50,0.80,1.10,25.652,0.1422
74.26,D,0.50,0.80,1.70,26.266,0.0432
75.14,A,4.00,2.00,0.10,25.853,0.2139
75.14,A,4.00,2.00,1.10,25.803,0.1002
75.14,A,4.00,2.00,1.70,25.798,0.1755
75.14,B,7.50,0.80,0.10,25.261,0.2698
75.14,B,7.50,0.80,1.10,25.623,0.1415
75.14,B,7.50,0.80,1.70,26.233,0.0417
75.14,C,4.00,4.50,0.10,25.573,0.4507
75.14,C,4.00,4.50,1.10,25.484,0.3706
75.14,C,4.00,4.50,1.70,23.727,0.7500
75.14,D,0.50,0.80,0.10,25.261,0.2698
