ix,iz,x,z,T
4,0,32.0,0.0,22.514
5,0,40.0,0.0,22.514
6,0,48.0,0.0,22.514
7,0,56.0,0.0,22.035
8,0,64.0,0.0,22.035
9,0,72.0,0.0,22.035
10,0,80.0,0.0,22.035
11,0,88.0,0.0,21.826
12,0,96.0,0.0,21.826
13,0,104.0,0.0,21.826
14,0,112.0,0.0,21.805
15,0,120.0,0.0,21.805
16,0,128.0,0.0,21.805
17,0,136.0,0.0,21.805
18,0,144.0,0.0,21.867
19,0,152.0,0.0,21.867
20,0,160.0,0.0,21.867
21,0,168.0,0.0,21.867
22,0,176.0,0.0,22.008
23,0,184.0,0.0,22.008
24,0,192.0,0.0,22.008
25,0,200.0,0.0,22.263
26,0,208.0,0.0,22.263
27,0,216.0,0.0,22.263
28,0,224.0,0.0,22.565
29,0,232.0,0.0,22.565
30,0,240.0,0.0,22.565
31,0,248.0,0.0,22.565
32,0,256.0,0.0,22.562
33,0,264.0,0.0,22.562
34,0,272.0,0.0,22.562
35,0,280.0,0.0,22.470
36,0,288.0,0.0,22.470
37,0,296.0,0.0,22.470
38,0,304.0,0.0,22.470
39,0,312.0,0.0,22.413
40,0,320.0,0.0,22.413
41,0,328.0,0.0,22.413
42,0,336.0,0.0,22.413
43,0,344.0,0.0,22.384
44,0,352.0,0.0,22.384
45,0,360.0,0.0,22.384
46,0,368.0,0.0,22.376
47,0,376.0,0.0,22.376
48,0,384.0,0.0,22.376
49,0,392.0,0.0,22.376
50,0,400.0,0.0,22.374
51,0,408.0,0.0,22.374
52,0,416.0,0.0,22.374
53,0,424.0,0.0,22.378
54,0,432.0,0.0,22.378
55,0,440.0,0.0,22.378
56,0,448.0,0.0,22.399
57,0,456.0,0.0,22.399
58,0,464.0,0.0,22.399
59,0,472.0,0.0,22.399
60,0,480.0,0.0,22.436
61,0,488.0,0.0,22.436
62,0,496.0,0.0,22.436
63,0,504.0,0.0,22.497
64,0,512.0,0.0,22.497
65,0,520.0,0.0,22.497
66,0,528.0,0.0,22.497
67,0,536.0,0.0,22.591
68,0,544.0,0.0,22.591
69,0,552.0,0.0,22.591
70,0,560.0,0.0,22.478
71,0,568.0,0.0,22.478
72,0,576.0,0.0,22.478
73,0,584.0,0.0,22.478
74,0,592.0,0.0,22.143
75,0,600.0,0.0,22.143
76,0,608.0,0.0,22.143
77,0,616.0,0.0,21.931
78,0,624.0,0.0,21.931
79,0,632.0,0.0,21.931
80,0,640.0,0.0,21.931
81,0,648.0,0.0,21.829
82,0,656.0,0.0,21.829
83,0,664.0,0.0,21.829
84,0,672.0,0.0,21.829
85,0,680.0,0.0,21.800
86,0,688.0,0.0,21.800
87,0,696.0,0.0,21.800
88,0,704.0,0.0,21.874
89,0,712.0,0.0,21.874
90,0,720.0,0.0,21.874
91,0,728.0,0.0,22.232
92,0,736.0,0.0,22.232
93,0,744.0,0.0,22.232
94,0,752.0,0.0,22.232
95,0,760.0,0.0,22.798
96,0,768.0,0.0,22.798
4,1,32.0,8.0,22.514
5,1,40.0,8.0,22.514
6,1,48.0,8.0,22.514
7,1,56.0,8.0,22.035
8,1,64.0,8.0,22.035
9,1,72.0,8.0,22.035
10,1,80.0,8.0,22.035
11,1,88.0,8.0,21.826
12,1,96.0,8.0,21.826
13,1,104.0,8.0,21.826
14,1,112.0,8.0,21.805
15,1,120.0,8.0,21.805
16,1,128.0,8.0,21.805
17,1,136.0,8.0,21.805
18,1,144.0,8.0,21.867
19,1,152.0,8.0,21.867
20,1,160.0,8.0,21.867
21,1,168.0,8.0,21.867
22,1,176.0,8.0,22.008
23,1,184.0,8.0,22.008
24,1,192.0,8.0,22.008
25,1,200.0,8.0,22.263
26,1,208.0,8.0,22.263
27,1,216.0,8.0,22.263
28,1,224.0,8.0,22.565
29,1,232.0,8.0,22.565
30,1,240.0,8.0,22.565
31,1,248.0,8.0,22.565
32,1,256.0,8.0,22.562
33,1,264.0,8.0,22.562
34,1,272.0,8.0,22.562
35,1,280.0,8.0,22.470
36,1,288.0,8.0,22.470
37,1,296.0,8.0,22.470
38,1,304.0,8.0,22.470
39,1,312.0,8.0,22.413
40,1,320.0,8.0,22.413
41,1,328.0,8.0,22.413
42,1,336.0,8.0,22.413
43,1,344.0,8.0,22.384
44,1,352.0,8.0,22.384
45,1,360.0,8.0,22.384
46,1,368.0,8.0,22.376
47,1,376.0,8.0,22.376
48,1,384.0,8.0,22.376
49,1,392.0,8.0,22.376
50,1,400.0,8.0,22.374
51,1,408.0,8.0,22.374
52,1,416.0,8.0,22.374
