ix,iy,x,y,T
0,0,0.0,0.0,22.984
1,0,8.0,0.0,22.984
2,0,16.0,0.0,22.984
3,0,24.0,0.0,22.984
4,0,32.0,0.0,22.557
5,0,40.0,0.0,22.557
6,0,48.0,0.0,22.557
7,0,56.0,0.0,22.418
8,0,64.0,0.0,22.418
9,0,72.0,0.0,22.418
10,0,80.0,0.0,22.418
11,0,88.0,0.0,22.363
12,0,96.0,0.0,22.363
13,0,104.0,0.0,22.363
14,0,112.0,0.0,22.449
15,0,120.0,0.0,22.449
16,0,128.0,0.0,22.449
17,0,136.0,0.0,22.449
18,0,144.0,0.0,22.624
19,0,152.0,0.0,22.624
20,0,160.0,0.0,22.624
21,0,168.0,0.0,22.624
22,0,176.0,0.0,22.313
23,0,184.0,0.0,22.313
24,0,192.0,0.0,22.313
25,0,200.0,0.0,22.012
26,0,208.0,0.0,22.012
27,0,216.0,0.0,22.012
28,0,224.0,0.0,21.866
29,0,232.0,0.0,21.866
30,0,240.0,0.0,21.866
31,0,248.0,0.0,21.866
32,0,256.0,0.0,21.743
33,0,264.0,0.0,21.743
34,0,272.0,0.0,21.743
35,0,280.0,0.0,21.610
36,0,288.0,0.0,21.610
37,0,296.0,0.0,21.610
38,0,304.0,0.0,21.610
39,0,312.0,0.0,21.473
40,0,320.0,0.0,21.473
41,0,328.0,0.0,21.473
42,0,336.0,0.0,21.473
43,0,344.0,0.0,21.362
44,0,352.0,0.0,21.362
45,0,360.0,0.0,21.362
46,0,368.0,0.0,21.232
47,0,376.0,0.0,21.232
48,0,384.0,0.0,21.232
49,0,392.0,0.0,21.232
50,0,400.0,0.0,21.114
51,0,408.0,0.0,21.114
52,0,416.0,0.0,21.114
53,0,424.0,0.0,21.304
54,0,432.0,0.0,21.304
55,0,440.0,0.0,21.304
56,0,448.0,0.0,21.445
57,0,456.0,0.0,21.445
58,0,464.0,0.0,21.445
59,0,472.0,0.0,21.445
60,0,480.0,0.0,21.558
61,0,488.0,0.0,21.558
62,0,496.0,0.0,21.558
63,0,504.0,0.0,21.674
64,0,512.0,0.0,21.674
65,0,520.0,0.0,21.674
66,0,528.0,0.0,21.674
67,0,536.0,0.0,21.801
68,0,544.0,0.0,21.801
69,0,552.0,0.0,21.801
70,0,560.0,0.0,21.937
71,0,568.0,0.0,21.937
72,0,576.0,0.0,21.937
73,0,584.0,0.0,21.937
74,0,592.0,0.0,22.222
75,0,600.0,0.0,22.222
76,0,608.0,0.0,22.222
77,0,616.0,0.0,22.576
78,0,624.0,0.0,22.576
79,0,632.0,0.0,22.576
80,0,640.0,0.0,22.576
81,0,648.0,0.0,22.554
82,0,656.0,0.0,22.554
83,0,664.0,0.0,22.554
84,0,672.0,0.0,22.554
85,0,680.0,0.0,22.383
86,0,688.0,0.0,22.383
87,0,696.0,0.0,22.383
88,0,704.0,0.0,22.400
89,0,712.0,0.0,22.400
90,0,720.0,0.0,22.400
91,0,728.0,0.0,22.524
92,0,736.0,0.0,22.524
93,0,744.0,0.0,22.524
94,0,752.0,0.0,22.524
95,0,760.0,0.0,22.739
96,0,768.0,0.0,22.739
97,0,776.0,0.0,22.739
98,0,784.0,0.0,22.739
99,0,792.0,0.0,23.134
100,0,800.0,0.0,23.134
1,1,8.0,8.0,22.984
2,1,16.0,8.0,22.984
3,1,24.0,8.0,22.984
4,1,32.0,8.0,22.557
5,1,40.0,8.0,22.557
6,1,48.0,8.0,22.557
7,1,56.0,8.0,22.418
8,1,64.0,8.0,22.418
9,1,72.0,8.0,22.418
10,1,80.0,8.0,22.418
11,1,88.0,8.0,22.363
12,1,96.0,8.0,22.363
