x,y,z,T,Ux,Uy,Uz,p,source
4.6500,0.0500,0.0500,299.570,0.1510,0.1528,-0.2148,100031.00,vane25
4.7500,0.0500,0.0500,299.552,0.1747,0.1507,-0.2063,100031.00,vane25
4.8500,0.0500,0.0500,299.537,0.1952,0.1481,-0.1975,100031.00,vane25
4.9500,0.0500,0.0500,299.526,0.2128,0.1449,-0.1887,100031.00,vane25
5.0500,0.0500,0.0500,299.521,0.2278,0.1412,-0.1802,100031.00,vane25
5.1500,0.0500,0.0500,299.525,0.2409,0.1373,-0.1727,100031.00,vane25
5.2500,0.0500,0.0500,299.546,0.2533,0.1331,-0.1668,100031.00,vane25
5.3500,0.0500,0.0500,299.594,0.2665,0.1289,-0.1625,100031.00,vane25
5.4500,0.0500,0.0500,299.694,0.2823,0.1245,-0.1587,100031.00,vane25
5.5500,0.0500,0.0500,299.886,0.3007,0.1193,-0.1505,100031.00,vane25
5.6500,0.0500,0.0500,300.226,0.3184,0.1110,-0.1294,100031.00,vane25
5.7500,0.0500,0.0500,300.727,0.3255,0.0957,-0.0900,100031.00,vane25
2.2500,0.1500,0.0500,300.978,-0.3116,0.1709,-0.0484,100031.00,vane25
2.3500,0.1500,0.0500,300.477,-0.3033,0.2015,-0.0815,100031.00,vane25
2.4500,0.1500,0.0500,300.083,-0.2803,0.2205,-0.1028,100031.00,vane25
2.5500,0.1500,0.0500,299.832,-0.2553,0.2324,-0.1113,100031.00,vane25
2.6500,0.1500,0.0500,299.689,-0.2339,0.2413,-0.1133,100031.00,vane25
2.7500,0.1500,0.0500,299.615,-0.2163,0.2495,-0.1137,100031.00,vane25
2.8500,0.1500,0.0500,299.582,-0.2011,0.2575,-0.1149,100031.00,vane25
2.9500,0.1500,0.0500,299.574,-0.1863,0.2653,-0.1174,100031.00,vane25
3.0500,0.1500,0.0500,299.581,-0.1707,0.2727,-0.1211,100031.00,vane25
3.1500,0.1500,0.0500,299.597,-0.1531,0.2794,-0.1253,100031.00,vane25
3.2500,0.1500,0.0500,299.619,-0.1332,0.2853,-0.1298,100031.00,vane25
3.3500,0.1500,0.0500,299.645,-0.1106,0.2902,-0.1341,100031.00,vane25
3.4500,0.1500,0.0500,299.676,-0.0855,0.2938,-0.1380,100031.00,vane25
3.5500,0.1500,0.0500,299.709,-0.0582,0.2960,-0.1409,100031.00,vane25
3.6500,0.1500,0.0500,299.747,-0.0297,0.2964,-0.1420,100031.00,vane25
3.7500,0.1500,0.0500,299.792,-0.0026,0.2955,-0.1393,100031.00,vane25
3.8500,0.1500,0.0500,299.849,0.0216,0.2953,-0.1261,100031.00,vane25
3.9500,0.1500,0.0500,299.926,0.0169,0.2961,-0.0923,100031.00,vane25
4.0500,0.1500,0.0500,299.926,-0.0169,0.2961,-0.0923,100031.00,vane25
4.1500,0.1500,0.0500,299.849,-0.0216,0.2953,-0.1261,100031.00,vane25
4.2500,0.1500,0.0500,299.792,0.0026,0.2955,-0.1393,100031.00,vane25
4.3500,0.1500,0.0500,299.747,0.0297,0.2964,-0.1420,100031.00,vane25
4.4500,0.1500,0.0500,299.709,0.0582,0.2960,-0.1409,100031.00,vane25
4.5500,0.1500,0.0500,299.676,0.0855,0.2938,-0.1380,100031.00,vane25
4.6500,0.1500,0.0500,299.645,0.1106,0.2902,-0.1341,100031.00,vane25
4.7500,0.1500,0.0500,299.619,0.1332,0.2853,-0.1298,100031.00,vane25
4.8500,0.1500,0.0500,299.597,0.1531,0.2794,-0.1253,100031.00,vane25
4.9500,0.1500,0.0500,299.581,0.1707,0.2727,-0.1211,100031.00,vane25
5.0500,0.1500,0.0500,299.574,0.1863,0.2653,-0.1174,100031.00,vane25
5.1500,0.1500,0.0500,299.582,0.2011,0.2575,-0.1149,100031.00,vane25
5.2500,0.1500,0.0500,299.615,0.2163,0.2495,-0.1137,100031.00,vane25
5.3500,0.1500,0.0500,299.689,0.2339,0.2413,-0.1133,100031.00,vane25
5.4500,0.1500,0.0500,299.832,0.2553,0.2324,-0.1113,100031.00,vane25
5.5500,0.1500,0.0500,300.083,0.2803,0.2205,-0.1028,100031.00,vane25
5.6500,0.1500,0.0500,300.477,0.3033,0.2015,-0.0815,100031.00,vane25
5.7500,0.1500,0.0500,300.978,0.3116,0.1709,-0.0484,100031.00,vane25
2.2500,0.2500,0.0500,301.264,-0.2748,0.2293,-0.0165,100031.00,vane25
2.3500,0.2500,0.0500,300.797,-0.2747,0.2752,-0.0430,100031.00,vane25
2.4500,0.2500,0.0500,300.368,-0.2552,0.3069,-0.0650,100031.00,vane25
2.5500,0.2500,0.0500,300.052,-0.2287,0.3267,-0.0771,100031.00,vane25
2.6500,0.2500,0.0500,299.850,-0.2035,0.3399,-0.0811,100031.00,vane25
2.7500,0.2500,0.0500,299.732,-0.1820,0.3502,-0.0814,100031.00,vane25
2.8500,0.2500,0.0500,299.670,-0.1638,0.3594,-0.0810,100031.00,vane25
2.9500,0.2500,0.0500,299.643,-0.1473,0.3679,-0.0811,100031.00,vane25
3.0500,0.2500,0.0500,299.639,-0.1310,0.3757,-0.0821,100031.00,vane25
3.1500,0.2500,0.0500,299.649,-0.1138,0.3826,-0.0836,100031.00,vane25
3.2500,0.2500,0.0500,299.669,-0.0949,0.3883,-0.0855,100031.00,vane25
3.3500,0.2500,0.0500,299.696,-0.0742,0.3925,-0.0873,100031.00,vane25
3.4500,0.2500,0.0500,299.727,-0.0516,0.3950,-0.0888,100031.00,vane25
3.5500,0.2500,0.0500,299.761,-0.0276,0.3956,-0.0896,100031.00,vane25
3.6500,0.2500,0.0500,299.800,-0.0027,0.3942,-0.0885,100031.00,vane25
3.7500,0.2500,0.0500,299.846,0.0190,0.3915,-0.0837,100031.00,vane25
3.8500,0.2500,0.0500,299.904,0.0344,0.3913,-0.0693,100031.00,vane25
3.9500,0.2500,0.0500,299.995,0.0244,0.3951,-0.0354,100031.00,vane25
4.0500,0.2500,0.0500,299.995,-0.0244,0.3951,-0.0354,100031.00,vane25
4.1500,0.2500,0.0500,299.904,-0.0344,0.3913,-0.0693,100031.00,vane25
4.2500,0.2500,0.0500,299.846,-0.0190,0.3915,-0.0837,100031.00,vane25
4.3500,0.2500,0.0500,299.800,0.0027,0.3942,-0.0885,100031.00,vane25
4.4500,0.2500,0.0500,299.761,0.0276,0.3956,-0.0896,100031.00,vane25
4.5500,0.2500,0.0500,299.727,0.0516,0.3950,-0.0888,100031.00,vane25
4.6500,0.2500,0.0500,299.696,0.0742,0.3925,-0.0873,100031.00,vane25
4.7500,0.2500,0.0500,299.669,0.0949,0.3883,-0.0855,100031.00,vane25
4.8500,0.2500,0.0500,299.649,0.1138,0.3826,-0.0836,100031.00,vane25
4.9500,0.2500,0.0500,299.639,0.1310,0.3757,-0.0821,100031.00,vane25
5.0500,0.2500,0.0500,299.643,0.1473,0.3679,-0.0811,100031.00,vane25
5.1500,0.2500,0.0500,299.670,0.1638,0.3594,-0.0810,100031.00,vane25
5.2500,0.2500,0.0500,299.732,0.1820,0.3502,-0.0814,100031.00,vane25
5.3500,0.2500,0.0500,299.850,0.2035,0.3399,-0.0811,100031.00,vane25
5.4500,0.2500,0.0500,300.052,0.2287,0.3267,-0.0771,100031.00,vane25
5.5500,0.2500,0.0500,300.368,0.2552,0.3069,-0.0650,100031.00,vane25
5.6500,0.2500,0.0500,300.797,0.2747,0.2752,-0.0430,100031.00,vane25
5.7500,0.2500,0.0500,301.264,0.2748,0.2293,-0.0165,100031.00,vane25
2.2500,0.3500,0.0500,301.534,-0.2221,0.2485,0.0063,100031.00,vane25
2.3500,0.3500,0.0500,301.141,-0.2334,0.3055,-0.0121,100031.00,vane25
2.4500,0.3500,0.0500,300.718,-0.2234,0.3498,-0.0320,100031.00,vane25
2.5500,0.3500,0.0500,300.355,-0.2013,0.3799,-0.0466,100031.00,vane25
2.6500,0.3500,0.0500,300.089,-0.1761,0.3995,-0.0543,100031.00,vane25
2.7500,0.3500,0.0500,299.913,-0.1526,0.4130,-0.0569,100031.00,vane25
2.8500,0.3500,0.0500,299.806,-0.1321,0.4232,-0.0571,100031.00,vane25
2.9500,0.3500,0.0500,299.747,-0.1140,0.4314,-0.0568,100031.00,vane25
3.0500,0.3500,0.0500,299.720,-0.0970,0.4382,-0.0567,100031.00,vane25
3.1500,0.3500,0.0500,299.715,-0.0801,0.4434,-0.0570,100031.00,vane25
3.2500,0.3500,0.0500,299.724,-0.0626,0.4469,-0.0575,100031.00,vane25
3.3500,0.3500,0.0500,299.744,-0.0440,0.4486,-0.0580,100031.00,vane25
3.4500,0.3500,0.0500,299.771,-0.0242,0.4481,-0.0582,100031.00,vane25
3.5500,0.3500,0.0500,299.805,-0.0035,0.4452,-0.0577,100031.00,vane25
3.6500,0.3500,0.0500,299.845,0.0170,0.4401,-0.0554,100031.00,vane25
3.7500,0.3500,0.0500,299.894,0.0330,0.4344,-0.0497,100031.00,vane25
3.8500,0.3500,0.0500,299.963,0.0418,0.4331,-0.0353,100031.00,vane25
3.9500,0.3500,0.0500,300.087,0.0291,0.4325,-0.0019,100031.00,vane25
4.0500,0.3500,0.0500,300.087,-0.0291,0.4325,-0.0019,100031.00,vane25
4.1500,0.3500,0.0500,299.963,-0.0418,0.4331,-0.0353,100031.00,vane25
4.2500,0.3500,0.0500,299.894,-0.0330,0.4344,-0.0497,100031.00,vane25
4.3500,0.3500,0.0500,299.845,-0.0170,0.4401,-0.0554,100031.00,vane25
4.4500,0.3500,0.0500,299.805,0.0035,0.4452,-0.0577,100031.00,vane25
4.5500,0.3500,0.0500,299.771,0.0242,0.4481,-0.0582,100031.00,vane25
4.6500,0.3500,0.0500,299.744,0.0440,0.4486,-0.0580,100031.00,vane25
4.7500,0.3500,0.0500,299.724,0.0626,0.4469,-0.0575,100031.00,vane25
4.8500,0.3500,0.0500,299.715,0.0801,0.4434,-0.0570,100031.00,vane25
4.9500,0.3500,0.0500,299.720,0.0970,0.4382,-0.0567,100031.00,vane25
5.0500,0.3500,0.0500,299.747,0.1140,0.4314,-0.0568,100031.00,vane25
5.1500,0.3500,0.0500,299.806,0.1321,0.4232,-0.0571,100031.00,vane25
5.2500,0.3500,0.0500,299.913,0.1526,0.4130,-0.0569,100031.00,vane25
5.3500,0.3500,0.0500,300.089,0.1761,0.3995,-0.0543,100031.00,vane25
5.4500,0.3500,0.0500,300.355,0.2013,0.3799,-0.0466,100031.00,vane25
5.5500,0.3500,0.0500,300.718,0.2234,0.3498,-0.0320,100031.00,vane25
5.6500,0.3500,0.0500,301.141,0.2334,0.3055,-0.0121,100031.00,vane25
5.7500,0.3500,0.0500,301.534,0.2221,0.2485,0.0063,100031.00,vane25
2.2500,0.4500,0.0500,301.756,-0.1638,0.2397,0.0205,100031.00,vane25
2.3500,0.4500,0.0500,301.463,-0.1809,0.2995,0.0105,100031.00,vane25
2.4500,0.4500,0.0500,301.093,-0.1828,0.3531,-0.0043,100031.00,vane25
2.5500,0.4500,0.0500,300.723,-0.1699,0.3941,-0.0184,100031.00,vane25
2.6500,0.4500,0.0500,300.410,-0.1492,0.4221,-0.0285,100031.00,vane25
2.7500,0.4500,0.0500,300.176,-0.1269,0.4407,-0.0339,100031.00,vane25
2.8500,0.4500,0.0500,300.015,-0.1060,0.4535,-0.0361,100031.00,vane25
2.9500,0.4500,0.0500,299.911,-0.0871,0.4623,-0.0367,100031.00,vane25
3.0500,0.4500,0.0500,299.850,-0.0699,0.4682,-0.0367,100031.00,vane25
3.1500,0.4500,0.0500,299.819,-0.0535,0.4716,-0.0367,100031.00,vane25
3.2500,0.4500,0.0500,299.811,-0.0373,0.4726,-0.0367,100031.00,vane25
3.3500,0.4500,0.0500,299.818,-0.0209,0.4710,-0.0367,100031.00,vane25
3.4500,0.4500,0.0500,299.837,-0.0038,0.4666,-0.0364,100031.00,vane25
3.5500,0.4500,0.0500,299.868,0.0133,0.4596,-0.0354,100031.00,vane25
3.6500,0.4500,0.0500,299.910,0.0290,0.4504,-0.0326,100031.00,vane25
3.7500,0.4500,0.0500,299.968,0.0408,0.4404,-0.0266,100031.00,vane25
3.8500,0.4500,0.0500,300.059,0.0444,0.4318,-0.0123,100031.00,vane25
3.9500,0.4500,0.0500,300.227,0.0309,0.4238,0.0212,100031.00,vane25
4.0500,0.4500,0.0500,300.227,-0.0309,0.4238,0.0212,100031.00,vane25
4.1500,0.4500,0.0500,300.059,-0.0444,0.4318,-0.0123,100031.00,vane25
4.2500,0.4500,0.0500,299.968,-0.0408,0.4404,-0.0266,100031.00,vane25
4.3500,0.4500,0.0500,299.910,-0.0290,0.4504,-0.0326,100031.00,vane25
4.4500,0.4500,0.0500,299.868,-0.0133,0.4596,-0.0354,100031.00,vane25
4.5500,0.4500,0.0500,299.837,0.0038,0.4666,-0.0364,100031.00,vane25
4.6500,0.4500,0.0500,299.818,0.0209,0.4710,-0.0367,100031.00,vane25
4.7500,0.4500,0.0500,299.811,0.0373,0.4726,-0.0367,100031.00,vane25
4.8500,0.4500,0.0500,299.819,0.0535,0.4716,-0.0367,100031.00,vane25
4.9500,0.4500,0.0500,299.850,0.0699,0.4682,-0.0367,100031.00,vane25
5.0500,0.4500,0.0500,299.911,0.0871,0.4623,-0.0367,100031.00,vane25
5.1500,0.4500,0.0500,300.015,0.1060,0.4535,-0.0361,100031.00,vane25
5.2500,0.4500,0.0500,300.176,0.1269,0.4407,-0.0339,100031.00,vane25
5.3500,0.4500,0.0500,300.410,0.1492,0.4221,-0.0285,100031.00,vane25
5.4500,0.4500,0.0500,300.723,0.1699,0.3941,-0.0184,100031.00,vane25
5.5500,0.4500,0.0500,301.093,0.1828,0.3531,-0.0043,100031.00,vane25
5.6500,0.4500,0.0500,301.463,0.1809,0.2995,0.0105,100031.00,vane25
5.7500,0.4500,0.0500,301.756,0.1638,0.2397,0.0205,100031.00,vane25
2.2500,0.5500,0.0500,301.907,-0.1087,0.2166,0.0260,100031.00,vane25
2.3500,0.5500,0.0500,301.727,-0.1256,0.2715,0.0242,100031.00,vane25
2.4500,0.5500,0.0500,301.446,-0.1341,0.3264,0.0163,100031.00,vane25
2.5500,0.5500,0.0500,301.114,-0.1309,0.3743,0.0055,100031.00,vane25
2.6500,0.5500,0.0500,300.791,-0.1185,0.4112,-0.0046,100031.00,vane25
2.7500,0.5500,0.0500,300.518,-0.1013,0.4375,-0.0114,100031.00,vane25
2.8500,0.5500,0.0500,300.307,-0.0826,0.4550,-0.0156,100031.00,vane25
2.9500,0.5500,0.0500,300.155,-0.0647,0.4662,-0.0178,100031.00,vane25
3.0500,0.5500,0.0500,300.052,-0.0482,0.4727,-0.0188,100031.00,vane25
3.1500,0.5500,0.0500,299.988,-0.0328,0.4754,-0.0191,100031.00,vane25
3.2500,0.5500,0.0500,299.953,-0.0182,0.4746,-0.0192,100031.00,vane25
3.3500,0.5500,0.0500,299.941,-0.0037,0.4702,-0.0190,100031.00,vane25
3.4500,0.5500,0.0500,299.951,0.0109,0.4622,-0.0187,100031.00,vane25
3.5500,0.5500,0.0500,299.979,0.0246,0.4505,-0.0178,100031.00,vane25
3.6500,0.5500,0.0500,300.026,0.0364,0.4360,-0.0150,100031.00,vane25
3.7500,0.5500,0.0500,300.100,0.0442,0.4195,-0.0087,100031.00,vane25
3.8500,0.5500,0.0500,300.221,0.0431,0.4037,0.0060,100031.00,vane25
3.9500,0.5500,0.0500,300.438,0.0304,0.3887,0.0386,100031.00,vane25
4.0500,0.5500,0.0500,300.438,-0.0304,0.3887,0.0386,100031.00,vane25
4.1500,0.5500,0.0500,300.221,-0.0431,0.4037,0.0060,100031.00,vane25
4.2500,0.5500,0.0500,300.100,-0.0442,0.4195,-0.0087,100031.00,vane25
4.3500,0.5500,0.0500,300.026,-0.0364,0.4360,-0.0150,100031.00,vane25
4.4500,0.5500,0.0500,299.979,-0.0246,0.4505,-0.0178,100031.00,vane25
4.5500,0.5500,0.0500,299.951,-0.0109,0.4622,-0.0187,100031.00,vane25
4.6500,0.5500,0.0500,299.941,0.0037,0.4702,-0.0190,100031.00,vane25
4.7500,0.5500,0.0500,299.953,0.0182,0.4746,-0.0192,100031.00,vane25
4.8500,0.5500,0.0500,299.988,0.0328,0.4754,-0.0191,100031.00,vane25
4.9500,0.5500,0.0500,300.052,0.0482,0.4727,-0.0188,100031.00,vane25
5.0500,0.5500,0.0500,300.155,0.0647,0.4662,-0.0178,100031.00,vane25
5.1500,0.5500,0.0500,300.307,0.0826,0.4550,-0.0156,100031.00,vane25
5.2500,0.5500,0.0500,300.518,0.1013,0.4375,-0.0114,100031.00,vane25
5.3500,0.5500,0.0500,300.791,0.1185,0.4112,-0.0046,100031.00,vane25
5.4500,0.5500,0.0500,301.114,0.1309,0.3743,0.0055,100031.00,vane25
5.5500,0.5500,0.0500,301.446,0.1341,0.3264,0.0163,100031.00,vane25
5.6500,0.5500,0.0500,301.727,0.1256,0.2715,0.0242,100031.00,vane25
5.7500,0.5500,0.0500,301.907,0.1087,0.2166,0.0260,100031.00,vane25
2.2500,0.6500,0.0500,301.985,-0.0621,0.1885,0.0249,100031.00,vane25
2.3500,0.6500,0.0500,301.900,-0.0750,0.2341,0.0286,100031.00,vane25
2.4500,0.6500,0.0500,301.731,-0.0849,0.2834,0.0280,100031.00,vane25
2.5500,0.6500,0.0500,301.483,-0.0873,0.3312,0.0228,100031.00,vane25
2.6500,0.6500,0.0500,301.196,-0.0821,0.3725,0.0154,100031.00,vane25
2.7500,0.6500,0.0500,300.917,-0.0712,0.4047,0.0085,100031.00,vane25
2.8500,0.6500,0.0500,300.676,-0.0572,0.4278,0.0033,100031.00,vane25
2.9500,0.6500,0.0500,300.484,-0.0424,0.4429,-0.0001,100031.00,vane25
3.0500,0.6500,0.0500,300.340,-0.0280,0.4516,-0.0022,100031.00,vane25
3.1500,0.6500,0.0500,300.239,-0.0143,0.4550,-0.0034,100031.00,vane25
3.2500,0.6500,0.0500,300.175,-0.0013,0.4536,-0.0039,100031.00,vane25
3.3500,0.6500,0.0500,300.144,0.0111,0.4474,-0.0040,100031.00,vane25
3.4500,0.6500,0.0500,300.142,0.0227,0.4368,-0.0036,100031.00,vane25
3.5500,0.6500,0.0500,300.169,0.0330,0.4218,-0.0023,100031.00,vane25
3.6500,0.6500,0.0500,300.225,0.0411,0.4033,0.0008,100031.00,vane25
3.7500,0.6500,0.0500,300.320,0.0454,0.3817,0.0074,100031.00,vane25
3.8500,0.6500,0.0500,300.476,0.0408,0.3598,0.0217,100031.00,vane25
3.9500,0.6500,0.0500,300.736,0.0284,0.3390,0.0512,100031.00,vane25
4.0500,0.6500,0.0500,300.736,-0.0284,0.3390,0.0512,100031.00,vane25
4.1500,0.6500,0.0500,300.476,-0.0408,0.3598,0.0217,100031.00,vane25
4.2500,0.6500,0.0500,300.320,-0.0454,0.3817,0.0074,100031.00,vane25
4.3500,0.6500,0.0500,300.225,-0.0411,0.4033,0.0008,100031.00,vane25
4.4500,0.6500,0.0500,300.169,-0.0330,0.4218,-0.0023,100031.00,vane25
4.5500,0.6500,0.0500,300.142,-0.0227,0.4368,-0.0036,100031.00,vane25
4.6500,0.6500,0.0500,300.144,-0.0111,0.4474,-0.0040,100031.00,vane25
4.7500,0.6500,0.0500,300.175,0.0013,0.4536,-0.0039,100031.00,vane25
4.8500,0.6500,0.0500,300.239,0.0143,0.4550,-0.0034,100031.00,vane25
4.9500,0.6500,0.0500,300.340,0.0280,0.4516,-0.0022,100031.00,vane25
5.0500,0.6500,0.0500,300.484,0.0424,0.4429,-0.0001,100031.00,vane25
5.1500,0.6500,0.0500,300.676,0.0572,0.4278,0.0033,100031.00,vane25
5.2500,0.6500,0.0500,300.917,0.0712,0.4047,0.0085,100031.00,vane25
5.3500,0.6500,0.0500,301.196,0.0821,0.3725,0.0154,100031.00,vane25
5.4500,0.6500,0.0500,301.483,0.0873,0.3312,0.0228,100031.00,vane25
5.5500,0.6500,0.0500,301.731,0.0849,0.2834,0.0280,100031.00,vane25
5.6500,0.6500,0.0500,301.900,0.0750,0.2341,0.0286,100031.00,vane25
5.7500,0.6500,0.0500,301.985,0.0621,0.1885,0.0249,100031.00,vane25
2.2500,0.7500,0.0500,302.013,-0.0256,0.1608,0.0207,100031.00,vane25
2.3500,0.7500,0.0500,301.985,-0.0332,0.1962,0.0261,100031.00,vane25
2.4500,0.7500,0.0500,301.910,-0.0410,0.2360,0.0301,100031.00,vane25
2.5500,0.7500,0.0500,301.767,-0.0452,0.2777,0.0310,100031.00,vane25
2.6500,0.7500,0.0500,301.564,-0.0445,0.3174,0.0286,100031.00,vane25
2.7500,0.7500,0.0500,301.328,-0.0389,0.3515,0.0244,100031.00,vane25
2.8500,0.7500,0.0500,301.094,-0.0298,0.3781,0.0199,100031.00,vane25
2.9500,0.7500,0.0500,300.886,-0.0189,0.3969,0.0162,100031.00,vane25
3.0500,0.7500,0.0500,300.715,-0.0073,0.4086,0.0135,100031.00,vane25
3.1500,0.7500,0.0500,300.584,0.0040,0.4136,0.0117,100031.00,vane25
3.2500,0.7500,0.0500,300.495,0.0148,0.4127,0.0108,100031.00,vane25
3.3500,0.7500,0.0500,300.447,0.0247,0.4062,0.0105,100031.00,vane25
3.4500,0.7500,0.0500,300.436,0.0335,0.3945,0.0110,100031.00,vane25
3.5500,0.7500,0.0500,300.462,0.0407,0.3780,0.0125,100031.00,vane25
3.6500,0.7500,0.0500,300.529,0.0454,0.3573,0.0158,100031.00,vane25
3.7500,0.7500,0.0500,300.646,0.0464,0.3327,0.0220,100031.00,vane25
3.8500,0.7500,0.0500,300.830,0.0388,0.3064,0.0345,100031.00,vane25
3.9500,0.7500,0.0500,301.106,0.0256,0.2821,0.0579,100031.00,vane25
4.0500,0.7500,0.0500,301.106,-0.0256,0.2821,0.0579,100031.00,vane25
4.1500,0.7500,0.0500,300.830,-0.0388,0.3064,0.0345,100031.00,vane25
4.2500,0.7500,0.0500,300.646,-0.0464,0.3327,0.0220,100031.00,vane25
4.3500,0.7500,0.0500,300.529,-0.0454,0.3573,0.0158,100031.00,vane25
4.4500,0.7500,0.0500,300.462,-0.0407,0.3780,0.0125,100031.00,vane25
4.5500,0.7500,0.0500,300.436,-0.0335,0.3945,0.0110,100031.00,vane25
4.6500,0.7500,0.0500,300.447,-0.0247,0.4062,0.0105,100031.00,vane25
4.7500,0.7500,0.0500,300.495,-0.0148,0.4127,0.0108,100031.00,vane25
4.8500,0.7500,0.0500,300.584,-0.0040,0.4136,0.0117,100031.00,vane25
4.9500,0.7500,0.0500,300.715,0.0073,0.4086,0.0135,100031.00,vane25
5.0500,0.7500,0.0500,300.886,0.0189,0.3969,0.0162,100031.00,vane25
5.1500,0.7500,0.0500,301.094,0.0298,0.3781,0.0199,100031.00,vane25
5.2500,0.7500,0.0500,301.328,0.0389,0.3515,0.0244,100031.00,vane25
5.3500,0.7500,0.0500,301.564,0.0445,0.3174,0.0286,100031.00,vane25
5.4500,0.7500,0.0500,301.767,0.0452,0.2777,0.0310,100031.00,vane25
5.5500,0.7500,0.0500,301.910,0.0410,0.2360,0.0301,100031.00,vane25
5.6500,0.7500,0.0500,301.985,0.0332,0.1962,0.0261,100031.00,vane25
5.7500,0.7500,0.0500,302.013,0.0256,0.1608,0.0207,100031.00,vane25
2.2500,0.8500,0.0500,302.021,0.0021,0.1350,0.0165,100031.00,vane25
2.3500,0.8500,0.0500,302.014,-0.0011,0.1621,0.0210,100031.00,vane25
2.4500,0.8500,0.0500,301.990,-0.0059,0.1924,0.0261,100031.00,vane25
2.5500,0.8500,0.0500,301.932,-0.0092,0.2250,0.0303,100031.00,vane25
2.6500,0.8500,0.0500,301.825,-0.0102,0.2582,0.0325,100031.00,vane25
2.7500,0.8500,0.0500,301.672,-0.0080,0.2892,0.0325,100031.00,vane25
2.8500,0.8500,0.0500,301.492,-0.0028,0.3157,0.0308,100031.00,vane25
2.9500,0.8500,0.0500,301.308,0.0045,0.3361,0.0286,100031.00,vane25
3.0500,0.8500,0.0500,301.142,0.0130,0.3496,0.0266,100031.00,vane25
3.1500,0.8500,0.0500,301.005,0.0217,0.3564,0.0250,100031.00,vane25
3.2500,0.8500,0.0500,300.905,0.0300,0.3567,0.0241,100031.00,vane25
3.3500,0.8500,0.0500,300.847,0.0374,0.3510,0.0238,100031.00,vane25
3.4500,0.8500,0.0500,300.830,0.0436,0.3396,0.0243,100031.00,vane25
3.5500,0.8500,0.0500,300.857,0.0480,0.3229,0.0257,100031.00,vane25
3.6500,0.8500,0.0500,300.931,0.0496,0.3016,0.0285,100031.00,vane25
3.7500,0.8500,0.0500,301.057,0.0475,0.2764,0.0335,100031.00,vane25
3.8500,0.8500,0.0500,301.243,0.0373,0.2491,0.0423,100031.00,vane25
3.9500,0.8500,0.0500,301.483,0.0220,0.2254,0.0572,100031.00,vane25
4.0500,0.8500,0.0500,301.483,-0.0220,0.2254,0.0572,100031.00,vane25
4.1500,0.8500,0.0500,301.243,-0.0373,0.2491,0.0423,100031.00,vane25
4.2500,0.8500,0.0500,301.057,-0.0475,0.2764,0.0335,100031.00,vane25
4.3500,0.8500,0.0500,300.931,-0.0496,0.3016,0.0285,100031.00,vane25
4.4500,0.8500,0.0500,300.857,-0.0480,0.3229,0.0257,100031.00,vane25
4.5500,0.8500,0.0500,300.830,-0.0436,0.3396,0.0243,100031.00,vane25
4.6500,0.8500,0.0500,300.847,-0.0374,0.3510,0.0238,100031.00,vane25
4.7500,0.8500,0.0500,300.905,-0.0300,0.3567,0.0241,100031.00,vane25
4.8500,0.8500,0.0500,301.005,-0.0217,0.3564,0.0250,100031.00,vane25
