x,y,z,T,Ux,Uy,Uz,p,source
4.2500,0.2500,0.0500,297.069,0.0548,0.2578,-0.0622,100031.00,vane25
4.3500,0.2500,0.0500,297.066,0.0799,0.2595,-0.0617,100031.00,vane25
4.4500,0.2500,0.0500,297.068,0.1031,0.2597,-0.0600,100031.00,vane25
4.5500,0.2500,0.0500,297.073,0.1233,0.2584,-0.0576,100031.00,vane25
4.6500,0.2500,0.0500,297.082,0.1399,0.2556,-0.0547,100031.00,vane25
4.7500,0.2500,0.0500,297.094,0.1527,0.2515,-0.0516,100031.00,vane25
4.8500,0.2500,0.0500,297.109,0.1616,0.2461,-0.0484,100031.00,vane25
4.9500,0.2500,0.0500,297.127,0.1666,0.2395,-0.0451,100031.00,vane25
5.0500,0.2500,0.0500,297.148,0.1680,0.2320,-0.0419,100031.00,vane25
5.1500,0.2500,0.0500,297.173,0.1660,0.2235,-0.0388,100031.00,vane25
5.2500,0.2500,0.0500,297.202,0.1612,0.2142,-0.0359,100031.00,vane25
5.3500,0.2500,0.0500,297.234,0.1542,0.2042,-0.0335,100031.00,vane25
5.4500,0.2500,0.0500,297.269,0.1460,0.1937,-0.0317,100031.00,vane25
5.5500,0.2500,0.0500,297.306,0.1379,0.1829,-0.0306,100031.00,vane25
5.6500,0.2500,0.0500,297.346,0.1314,0.1719,-0.0305,100031.00,vane25
5.7500,0.2500,0.0500,297.390,0.1286,0.1606,-0.0310,100031.00,vane25
2.2500,0.3500,0.0500,297.395,-0.1057,0.1977,-0.0222,100031.00,vane25
2.3500,0.3500,0.0500,297.351,-0.1084,0.2112,-0.0220,100031.00,vane25
2.4500,0.3500,0.0500,297.313,-0.1142,0.2230,-0.0215,100031.00,vane25
2.5500,0.3500,0.0500,297.278,-0.1218,0.2340,-0.0216,100031.00,vane25
2.6500,0.3500,0.0500,297.246,-0.1298,0.2443,-0.0224,100031.00,vane25
2.7500,0.3500,0.0500,297.217,-0.1369,0.2539,-0.0236,100031.00,vane25
2.8500,0.3500,0.0500,297.191,-0.1422,0.2626,-0.0253,100031.00,vane25
2.9500,0.3500,0.0500,297.169,-0.1449,0.2704,-0.0273,100031.00,vane25
3.0500,0.3500,0.0500,297.150,-0.1445,0.2772,-0.0294,100031.00,vane25
3.1500,0.3500,0.0500,297.135,-0.1407,0.2828,-0.0316,100031.00,vane25
3.2500,0.3500,0.0500,297.123,-0.1334,0.2871,-0.0339,100031.00,vane25
3.3500,0.3500,0.0500,297.115,-0.1225,0.2901,-0.0360,100031.00,vane25
3.4500,0.3500,0.0500,297.109,-0.1080,0.2916,-0.0380,100031.00,vane25
3.5500,0.3500,0.0500,297.107,-0.0903,0.2916,-0.0397,100031.00,vane25
3.6500,0.3500,0.0500,297.107,-0.0699,0.2901,-0.0408,100031.00,vane25
3.7500,0.3500,0.0500,297.112,-0.0481,0.2876,-0.0409,100031.00,vane25
3.8500,0.3500,0.0500,297.120,-0.0253,0.2846,-0.0390,100031.00,vane25
3.9500,0.3500,0.0500,297.132,-0.0083,0.2813,-0.0344,100031.00,vane25
4.0500,0.3500,0.0500,297.132,0.0083,0.2813,-0.0344,100031.00,vane25
4.1500,0.3500,0.0500,297.120,0.0253,0.2846,-0.0390,100031.00,vane25
4.2500,0.3500,0.0500,297.112,0.0481,0.2876,-0.0409,100031.00,vane25
4.3500,0.3500,0.0500,297.107,0.0699,0.2901,-0.0408,100031.00,vane25
4.4500,0.3500,0.0500,297.107,0.0903,0.2916,-0.0397,100031.00,vane25
4.5500,0.3500,0.0500,297.109,0.1080,0.2916,-0.0380,100031.00,vane25
4.6500,0.3500,0.0500,297.115,0.1225,0.2901,-0.0360,100031.00,vane25
4.7500,0.3500,0.0500,297.123,0.1334,0.2871,-0.0339,100031.00,vane25
4.8500,0.3500,0.0500,297.135,0.1407,0.2828,-0.0316,100031.00,vane25
4.9500,0.3500,0.0500,297.150,0.1445,0.2772,-0.0294,100031.00,vane25
5.0500,0.3500,0.0500,297.169,0.1449,0.2704,-0.0273,100031.00,vane25
5.1500,0.3500,0.0500,297.191,0.1422,0.2626,-0.0253,100031.00,vane25
5.2500,0.3500,0.0500,297.217,0.1369,0.2539,-0.0236,100031.00,vane25
5.3500,0.3500,0.0500,297.245,0.1298,0.2443,-0.0224,100031.00,vane25
5.4500,0.3500,0.0500,297.278,0.1218,0.2340,-0.0216,100031.00,vane25
5.5500,0.3500,0.0500,297.313,0.1142,0.2230,-0.0215,100031.00,vane25
5.6500,0.3500,0.0500,297.351,0.1084,0.2112,-0.0220,100031.00,vane25
5.7500,0.3500,0.0500,297.395,0.1057,0.1977,-0.0222,100031.00,vane25
2.2500,0.4500,0.0500,297.414,-0.0811,0.2225,-0.0140,100031.00,vane25
2.3500,0.4500,0.0500,297.368,-0.0854,0.2383,-0.0147,100031.00,vane25
2.4500,0.4500,0.0500,297.330,-0.0917,0.2507,-0.0145,100031.00,vane25
2.5500,0.4500,0.0500,297.296,-0.0994,0.2611,-0.0143,100031.00,vane25
2.6500,0.4500,0.0500,297.266,-0.1075,0.2704,-0.0145,100031.00,vane25
2.7500,0.4500,0.0500,297.239,-0.1150,0.2786,-0.0151,100031.00,vane25
2.8500,0.4500,0.0500,297.216,-0.1208,0.2858,-0.0161,100031.00,vane25
2.9500,0.4500,0.0500,297.196,-0.1243,0.2919,-0.0173,100031.00,vane25
3.0500,0.4500,0.0500,297.180,-0.1250,0.2969,-0.0188,100031.00,vane25
3.1500,0.4500,0.0500,297.167,-0.1225,0.3007,-0.0204,100031.00,vane25
3.2500,0.4500,0.0500,297.158,-0.1167,0.3033,-0.0220,100031.00,vane25
3.3500,0.4500,0.0500,297.152,-0.1076,0.3045,-0.0236,100031.00,vane25
3.4500,0.4500,0.0500,297.149,-0.0952,0.3043,-0.0250,100031.00,vane25
3.5500,0.4500,0.0500,297.149,-0.0799,0.3027,-0.0263,100031.00,vane25
3.6500,0.4500,0.0500,297.151,-0.0622,0.2999,-0.0270,100031.00,vane25
3.7500,0.4500,0.0500,297.157,-0.0431,0.2965,-0.0270,100031.00,vane25
3.8500,0.4500,0.0500,297.166,-0.0231,0.2933,-0.0254,100031.00,vane25
3.9500,0.4500,0.0500,297.177,-0.0076,0.2904,-0.0218,100031.00,vane25
4.0500,0.4500,0.0500,297.177,0.0076,0.2904,-0.0218,100031.00,vane25
4.1500,0.4500,0.0500,297.166,0.0231,0.2933,-0.0254,100031.00,vane25
4.2500,0.4500,0.0500,297.157,0.0431,0.2965,-0.0270,100031.00,vane25
4.3500,0.4500,0.0500,297.151,0.0622,0.2999,-0.0270,100031.00,vane25
4.4500,0.4500,0.0500,297.149,0.0799,0.3027,-0.0263,100031.00,vane25
4.5500,0.4500,0.0500,297.149,0.0952,0.3043,-0.0250,100031.00,vane25
4.6500,0.4500,0.0500,297.152,0.1076,0.3045,-0.0236,100031.00,vane25
4.7500,0.4500,0.0500,297.158,0.1167,0.3033,-0.0220,100031.00,vane25
4.8500,0.4500,0.0500,297.167,0.1225,0.3008,-0.0204,100031.00,vane25
4.9500,0.4500,0.0500,297.180,0.1250,0.2969,-0.0188,100031.00,vane25
5.0500,0.4500,0.0500,297.196,0.1243,0.2919,-0.0173,100031.00,vane25
5.1500,0.4500,0.0500,297.216,0.1208,0.2858,-0.0161,100031.00,vane25
5.2500,0.4500,0.0500,297.239,0.1149,0.2786,-0.0151,100031.00,vane25
5.3500,0.4500,0.0500,297.266,0.1075,0.2704,-0.0145,100031.00,vane25
5.4500,0.4500,0.0500,297.296,0.0994,0.2611,-0.0143,100031.00,vane25
5.5500,0.4500,0.0500,297.330,0.0917,0.2507,-0.0145,100031.00,vane25
5.6500,0.4500,0.0500,297.368,0.0854,0.2383,-0.0147,100031.00,vane25
5.7500,0.4500,0.0500,297.414,0.0811,0.2225,-0.0140,100031.00,vane25
2.2500,0.5500,0.0500,297.446,-0.0550,0.2386,-0.0062,100031.00,vane25
2.3500,0.5500,0.0500,297.394,-0.0623,0.2569,-0.0083,100031.00,vane25
2.4500,0.5500,0.0500,297.354,-0.0705,0.2699,-0.0086,100031.00,vane25
2.5500,0.5500,0.0500,297.321,-0.0789,0.2798,-0.0086,100031.00,vane25
2.6500,0.5500,0.0500,297.292,-0.0876,0.2878,-0.0086,100031.00,vane25
2.7500,0.5500,0.0500,297.266,-0.0956,0.2942,-0.0089,100031.00,vane25
2.8500,0.5500,0.0500,297.245,-0.1021,0.2995,-0.0095,100031.00,vane25
2.9500,0.5500,0.0500,297.227,-0.1064,0.3035,-0.0103,100031.00,vane25
3.0500,0.5500,0.0500,297.213,-0.1081,0.3064,-0.0113,100031.00,vane25
3.1500,0.5500,0.0500,297.203,-0.1069,0.3082,-0.0125,100031.00,vane25
3.2500,0.5500,0.0500,297.196,-0.1026,0.3087,-0.0137,100031.00,vane25
3.3500,0.5500,0.0500,297.192,-0.0951,0.3080,-0.0150,100031.00,vane25
3.4500,0.5500,0.0500,297.191,-0.0847,0.3060,-0.0161,100031.00,vane25
3.5500,0.5500,0.0500,297.192,-0.0715,0.3028,-0.0171,100031.00,vane25
3.6500,0.5500,0.0500,297.197,-0.0560,0.2987,-0.0177,100031.00,vane25
3.7500,0.5500,0.0500,297.204,-0.0392,0.2943,-0.0176,100031.00,vane25
3.8500,0.5500,0.0500,297.213,-0.0216,0.2909,-0.0162,100031.00,vane25
3.9500,0.5500,0.0500,297.224,-0.0072,0.2883,-0.0134,100031.00,vane25
4.0500,0.5500,0.0500,297.224,0.0072,0.2883,-0.0134,100031.00,vane25
4.1500,0.5500,0.0500,297.213,0.0216,0.2909,-0.0162,100031.00,vane25
4.2500,0.5500,0.0500,297.204,0.0392,0.2943,-0.0176,100031.00,vane25
4.3500,0.5500,0.0500,297.197,0.0560,0.2987,-0.0176,100031.00,vane25
4.4500,0.5500,0.0500,297.192,0.0715,0.3028,-0.0171,100031.00,vane25
4.5500,0.5500,0.0500,297.191,0.0847,0.3060,-0.0161,100031.00,vane25
4.6500,0.5500,0.0500,297.192,0.0951,0.3080,-0.0150,100031.00,vane25
4.7500,0.5500,0.0500,297.196,0.1025,0.3087,-0.0137,100031.00,vane25
4.8500,0.5500,0.0500,297.203,0.1069,0.3082,-0.0125,100031.00,vane25
4.9500,0.5500,0.0500,297.213,0.1081,0.3065,-0.0113,100031.00,vane25
5.0500,0.5500,0.0500,297.227,0.1064,0.3035,-0.0103,100031.00,vane25
5.1500,0.5500,0.0500,297.245,0.1020,0.2995,-0.0095,100031.00,vane25
5.2500,0.5500,0.0500,297.266,0.0956,0.2942,-0.0089,100031.00,vane25
5.3500,0.5500,0.0500,297.292,0.0876,0.2878,-0.0086,100031.00,vane25
5.4500,0.5500,0.0500,297.321,0.0789,0.2798,-0.0086,100031.00,vane25
5.5500,0.5500,0.0500,297.354,0.0705,0.2699,-0.0086,100031.00,vane25
5.6500,0.5500,0.0500,297.394,0.0623,0.2569,-0.0083,100031.00,vane25
5.7500,0.5500,0.0500,297.446,0.0550,0.2386,-0.0062,100031.00,vane25
2.2500,0.6500,0.0500,297.483,-0.0255,0.2476,0.0022,100031.00,vane25
2.3500,0.6500,0.0500,297.427,-0.0383,0.2689,-0.0021,100031.00,vane25
2.4500,0.6500,0.0500,297.385,-0.0500,0.2831,-0.0034,100031.00,vane25
2.5500,0.6500,0.0500,297.350,-0.0600,0.2928,-0.0038,100031.00,vane25
2.6500,0.6500,0.0500,297.321,-0.0697,0.2996,-0.0039,100031.00,vane25
2.7500,0.6500,0.0500,297.297,-0.0785,0.3044,-0.0041,100031.00,vane25
2.8500,0.6500,0.0500,297.277,-0.0857,0.3076,-0.0045,100031.00,vane25
2.9500,0.6500,0.0500,297.260,-0.0909,0.3095,-0.0052,100031.00,vane25
3.0500,0.6500,0.0500,297.248,-0.0936,0.3102,-0.0060,100031.00,vane25
3.1500,0.6500,0.0500,297.240,-0.0935,0.3098,-0.0069,100031.00,vane25
3.2500,0.6500,0.0500,297.234,-0.0905,0.3082,-0.0078,100031.00,vane25
3.3500,0.6500,0.0500,297.232,-0.0846,0.3055,-0.0089,100031.00,vane25
3.4500,0.6500,0.0500,297.233,-0.0758,0.3016,-0.0098,100031.00,vane25
3.5500,0.6500,0.0500,297.237,-0.0645,0.2969,-0.0106,100031.00,vane25
3.6500,0.6500,0.0500,297.243,-0.0510,0.2916,-0.0111,100031.00,vane25
3.7500,0.6500,0.0500,297.251,-0.0362,0.2865,-0.0110,100031.00,vane25
3.8500,0.6500,0.0500,297.261,-0.0204,0.2827,-0.0098,100031.00,vane25
3.9500,0.6500,0.0500,297.271,-0.0069,0.2803,-0.0077,100031.00,vane25
4.0500,0.6500,0.0500,297.271,0.0069,0.2803,-0.0077,100031.00,vane25
4.1500,0.6500,0.0500,297.261,0.0204,0.2827,-0.0098,100031.00,vane25
4.2500,0.6500,0.0500,297.251,0.0362,0.2865,-0.0110,100031.00,vane25
4.3500,0.6500,0.0500,297.243,0.0510,0.2917,-0.0110,100031.00,vane25
4.4500,0.6500,0.0500,297.237,0.0645,0.2969,-0.0106,100031.00,vane25
4.5500,0.6500,0.0500,297.233,0.0758,0.3016,-0.0098,100031.00,vane25
4.6500,0.6500,0.0500,297.232,0.0846,0.3055,-0.0089,100031.00,vane25
4.7500,0.6500,0.0500,297.234,0.0905,0.3082,-0.0078,100031.00,vane25
4.8500,0.6500,0.0500,297.240,0.0935,0.3098,-0.0069,100031.00,vane25
4.9500,0.6500,0.0500,297.248,0.0936,0.3102,-0.0060,100031.00,vane25
5.0500,0.6500,0.0500,297.260,0.0909,0.3095,-0.0052,100031.00,vane25
5.1500,0.6500,0.0500,297.277,0.0857,0.3076,-0.0045,100031.00,vane25
5.2500,0.6500,0.0500,297.297,0.0785,0.3044,-0.0041,100031.00,vane25
5.3500,0.6500,0.0500,297.321,0.0697,0.2996,-0.0039,100031.00,vane25
5.4500,0.6500,0.0500,297.350,0.0600,0.2928,-0.0038,100031.00,vane25
5.5500,0.6500,0.0500,297.385,0.0500,0.2831,-0.0034,100031.00,vane25
5.6500,0.6500,0.0500,297.427,0.0382,0.2689,-0.0021,100031.00,vane25
5.7500,0.6500,0.0500,297.483,0.0255,0.2476,0.0022,100031.00,vane25
2.2500,0.7500,0.0500,297.535,0.0097,0.2491,0.0135,100031.00,vane25
2.3500,0.7500,0.0500,297.463,-0.0116,0.2755,0.0044,100031.00,vane25
2.4500,0.7500,0.0500,297.417,-0.0283,0.2910,0.0015,100031.00,vane25
2.5500,0.7500,0.0500,297.380,-0.0412,0.3009,0.0002,100031.00,vane25
2.6500,0.7500,0.0500,297.350,-0.0527,0.3069,-0.0004,100031.00,vane25
2.7500,0.7500,0.0500,297.327,-0.0626,0.3102,-0.0007,100031.00,vane25
2.8500,0.7500,0.0500,297.308,-0.0709,0.3115,-0.0012,100031.00,vane25
2.9500,0.7500,0.0500,297.293,-0.0770,0.3113,-0.0017,100031.00,vane25
3.0500,0.7500,0.0500,297.283,-0.0807,0.3099,-0.0023,100031.00,vane25
3.1500,0.7500,0.0500,297.277,-0.0818,0.3075,-0.0031,100031.00,vane25
3.2500,0.7500,0.0500,297.274,-0.0801,0.3040,-0.0039,100031.00,vane25
3.3500,0.7500,0.0500,297.274,-0.0756,0.2995,-0.0046,100031.00,vane25
3.4500,0.7500,0.0500,297.277,-0.0683,0.2941,-0.0053,100031.00,vane25
3.5500,0.7500,0.0500,297.282,-0.0586,0.2880,-0.0059,100031.00,vane25
3.6500,0.7500,0.0500,297.290,-0.0469,0.2815,-0.0063,100031.00,vane25
3.7500,0.7500,0.0500,297.299,-0.0337,0.2756,-0.0063,100031.00,vane25
3.8500,0.7500,0.0500,297.309,-0.0194,0.2714,-0.0054,100031.00,vane25
3.9500,0.7500,0.0500,297.319,-0.0067,0.2690,-0.0037,100031.00,vane25
4.0500,0.7500,0.0500,297.319,0.0067,0.2690,-0.0037,100031.00,vane25
4.1500,0.7500,0.0500,297.309,0.0194,0.2714,-0.0054,100031.00,vane25
4.2500,0.7500,0.0500,297.299,0.0337,0.2756,-0.0063,100031.00,vane25
4.3500,0.7500,0.0500,297.290,0.0469,0.2815,-0.0063,100031.00,vane25
4.4500,0.7500,0.0500,297.282,0.0586,0.2880,-0.0059,100031.00,vane25
4.5500,0.7500,0.0500,297.277,0.0683,0.2941,-0.0053,100031.00,vane25
4.6500,0.7500,0.0500,297.274,0.0756,0.2995,-0.0046,100031.00,vane25
4.7500,0.7500,0.0500,297.274,0.0801,0.3040,-0.0039,100031.00,vane25
4.8500,0.7500,0.0500,297.277,0.0818,0.3075,-0.0031,100031.00,vane25
4.9500,0.7500,0.0500,297.283,0.0807,0.3099,-0.0023,100031.00,vane25
5.0500,0.7500,0.0500,297.293,0.0770,0.3113,-0.0017,100031.00,vane25
5.1500,0.7500,0.0500,297.308,0.0709,0.3115,-0.0012,100031.00,vane25
5.2500,0.7500,0.0500,297.327,0.0626,0.3102,-0.0007,100031.00,vane25
5.3500,0.7500,0.0500,297.350,0.0527,0.3069,-0.0004,100031.00,vane25
5.4500,0.7500,0.0500,297.380,0.0412,0.3009,0.0002,100031.00,vane25
5.5500,0.7500,0.0500,297.417,0.0283,0.2910,0.0015,100031.00,vane25
5.6500,0.7500,0.0500,297.463,0.0116,0.2755,0.0044,100031.00,vane25
5.7500,0.7500,0.0500,297.535,-0.0097,0.2491,0.0135,100031.00,vane25
2.2500,0.8500,0.0500,297.588,0.0490,0.2459,0.0246,100031.00,vane25
2.3500,0.8500,0.0500,297.512,0.0189,0.2760,0.0131,100031.00,vane25
2.4500,0.8500,0.0500,297.453,-0.0047,0.2947,0.0069,100031.00,vane25
2.5500,0.8500,0.0500,297.412,-0.0219,0.3054,0.0040,100031.00,vane25
2.6500,0.8500,0.0500,297.381,-0.0359,0.3109,0.0027,100031.00,vane25
2.7500,0.8500,0.0500,297.357,-0.0476,0.3130,0.0020,100031.00,vane25
2.8500,0.8500,0.0500,297.339,-0.0571,0.3127,0.0014,100031.00,vane25
2.9500,0.8500,0.0500,297.326,-0.0644,0.3106,0.0009,100031.00,vane25
3.0500,0.8500,0.0500,297.317,-0.0692,0.3072,0.0002,100031.00,vane25
3.1500,0.8500,0.0500,297.313,-0.0714,0.3027,-0.0004,100031.00,vane25
3.2500,0.8500,0.0500,297.312,-0.0709,0.2974,-0.0011,100031.00,vane25
3.3500,0.8500,0.0500,297.315,-0.0677,0.2912,-0.0017,100031.00,vane25
3.4500,0.8500,0.0500,297.320,-0.0618,0.2843,-0.0023,100031.00,vane25
3.5500,0.8500,0.0500,297.328,-0.0536,0.2769,-0.0028,100031.00,vane25
3.6500,0.8500,0.0500,297.337,-0.0434,0.2696,-0.0030,100031.00,vane25
3.7500,0.8500,0.0500,297.348,-0.0316,0.2630,-0.0030,100031.00,vane25
3.8500,0.8500,0.0500,297.358,-0.0186,0.2583,-0.0022,100031.00,vane25
3.9500,0.8500,0.0500,297.368,-0.0065,0.2557,-0.0010,100031.00,vane25
4.0500,0.8500,0.0500,297.368,0.0065,0.2557,-0.0010,100031.00,vane25
4.1500,0.8500,0.0500,297.358,0.0186,0.2583,-0.0022,100031.00,vane25
4.2500,0.8500,0.0500,297.348,0.0316,0.2630,-0.0030,100031.00,vane25
4.3500,0.8500,0.0500,297.337,0.0434,0.2696,-0.0030,100031.00,vane25
4.4500,0.8500,0.0500,297.328,0.0536,0.2769,-0.0028,100031.00,vane25
4.5500,0.8500,0.0500,297.320,0.0618,0.2843,-0.0023,100031.00,vane25
4.6500,0.8500,0.0500,297.315,0.0677,0.2912,-0.0017,100031.00,vane25
