x,y,z,T,Ux,Uy,Uz,p,source
2.2500,0.0500,0.0500,295.715,-0.2888,0.0750,-0.0813,100032.00,vane25
2.3500,0.0500,0.0500,295.664,-0.2913,0.0798,-0.0870,100032.00,vane25
2.4500,0.0500,0.0500,295.615,-0.2936,0.0843,-0.0933,100032.00,vane25
2.5500,0.0500,0.0500,295.568,-0.2946,0.0883,-0.0999,100032.00,vane25
2.6500,0.0500,0.0500,295.522,-0.2936,0.0920,-0.1067,100032.00,vane25
2.7500,0.0500,0.0500,295.479,-0.2902,0.0953,-0.1136,100032.00,vane25
2.8500,0.0500,0.0500,295.438,-0.2841,0.0983,-0.1203,100032.00,vane25
2.9500,0.0500,0.0500,295.399,-0.2751,0.1010,-0.1268,100032.00,vane25
3.0500,0.0500,0.0500,295.362,-0.2632,0.1032,-0.1332,100032.00,vane25
3.1500,0.0500,0.0500,295.328,-0.2483,0.1050,-0.1392,100032.00,vane25
3.2500,0.0500,0.0500,295.297,-0.2302,0.1062,-0.1449,100032.00,vane25
3.3500,0.0500,0.0500,295.269,-0.2089,0.1068,-0.1502,100032.00,vane25
3.4500,0.0500,0.0500,295.243,-0.1842,0.1067,-0.1551,100032.00,vane25
3.5500,0.0500,0.0500,295.222,-0.1559,0.1057,-0.1593,100032.00,vane25
3.6500,0.0500,0.0500,295.204,-0.1242,0.1039,-0.1625,100032.00,vane25
3.7500,0.0500,0.0500,295.191,-0.0890,0.1011,-0.1643,100032.00,vane25
3.8500,0.0500,0.0500,295.185,-0.0501,0.0970,-0.1629,100032.00,vane25
3.9500,0.0500,0.0500,295.189,-0.0208,0.0913,-0.1533,100032.00,vane25
4.0500,0.0500,0.0500,295.189,0.0208,0.0913,-0.1533,100032.00,vane25
4.1500,0.0500,0.0500,295.185,0.0501,0.0970,-0.1629,100032.00,vane25
4.2500,0.0500,0.0500,295.191,0.0890,0.1011,-0.1643,100032.00,vane25
4.3500,0.0500,0.0500,295.204,0.1242,0.1039,-0.1626,100032.00,vane25
4.4500,0.0500,0.0500,295.222,0.1559,0.1058,-0.1593,100032.00,vane25
4.5500,0.0500,0.0500,295.243,0.1842,0.1067,-0.1551,100032.00,vane25
4.6500,0.0500,0.0500,295.269,0.2089,0.1068,-0.1502,100032.00,vane25
4.7500,0.0500,0.0500,295.297,0.2302,0.1062,-0.1449,100032.00,vane25
4.8500,0.0500,0.0500,295.328,0.2482,0.1050,-0.1392,100032.00,vane25
4.9500,0.0500,0.0500,295.362,0.2632,0.1032,-0.1332,100032.00,vane25
5.0500,0.0500,0.0500,295.399,0.2751,0.1010,-0.1269,100032.00,vane25
5.1500,0.0500,0.0500,295.438,0.2841,0.0984,-0.1203,100032.00,vane25
5.2500,0.0500,0.0500,295.479,0.2902,0.0954,-0.1136,100032.00,vane25
5.3500,0.0500,0.0500,295.522,0.2936,0.0920,-0.1068,100032.00,vane25
5.4500,0.0500,0.0500,295.568,0.2945,0.0883,-0.1000,100032.00,vane25
5.5500,0.0500,0.0500,295.615,0.2935,0.0843,-0.0933,100032.00,vane25
5.6500,0.0500,0.0500,295.664,0.2912,0.0798,-0.0870,100032.00,vane25
5.7500,0.0500,0.0500,295.715,0.2888,0.0750,-0.0813,100032.00,vane25
2.2500,0.1500,0.0500,295.604,-0.2754,0.1380,-0.0535,100032.00,vane25
2.3500,0.1500,0.0500,295.560,-0.2769,0.1469,-0.0563,100032.00,vane25
2.4500,0.1500,0.0500,295.517,-0.2785,0.1552,-0.0598,100032.00,vane25
2.5500,0.1500,0.0500,295.476,-0.2789,0.1630,-0.0637,100032.00,vane25
2.6500,0.1500,0.0500,295.436,-0.2773,0.1703,-0.0679,100032.00,vane25
2.7500,0.1500,0.0500,295.398,-0.2733,0.1770,-0.0721,100032.00,vane25
2.8500,0.1500,0.0500,295.362,-0.2667,0.1832,-0.0762,100032.00,vane25
2.9500,0.1500,0.0500,295.328,-0.2573,0.1888,-0.0803,100032.00,vane25
3.0500,0.1500,0.0500,295.297,-0.2451,0.1937,-0.0843,100032.00,vane25
3.1500,0.1500,0.0500,295.267,-0.2300,0.1979,-0.0880,100032.00,vane25
3.2500,0.1500,0.0500,295.241,-0.2120,0.2012,-0.0915,100032.00,vane25
3.3500,0.1500,0.0500,295.216,-0.1910,0.2035,-0.0948,100032.00,vane25
3.4500,0.1500,0.0500,295.194,-0.1669,0.2047,-0.0978,100032.00,vane25
3.5500,0.1500,0.0500,295.176,-0.1397,0.2046,-0.1003,100032.00,vane25
3.6500,0.1500,0.0500,295.160,-0.1095,0.2031,-0.1022,100032.00,vane25
3.7500,0.1500,0.0500,295.149,-0.0768,0.2002,-0.1030,100032.00,vane25
3.8500,0.1500,0.0500,295.144,-0.0415,0.1960,-0.1010,100032.00,vane25
3.9500,0.1500,0.0500,295.148,-0.0155,0.1901,-0.0935,100032.00,vane25
4.0500,0.1500,0.0500,295.147,0.0156,0.1901,-0.0935,100032.00,vane25
4.1500,0.1500,0.0500,295.143,0.0415,0.1960,-0.1010,100032.00,vane25
4.2500,0.1500,0.0500,295.149,0.0768,0.2003,-0.1030,100032.00,vane25
4.3500,0.1500,0.0500,295.160,0.1095,0.2031,-0.1022,100032.00,vane25
4.4500,0.1500,0.0500,295.176,0.1397,0.2046,-0.1003,100032.00,vane25
4.5500,0.1500,0.0500,295.194,0.1669,0.2047,-0.0978,100032.00,vane25
4.6500,0.1500,0.0500,295.216,0.1910,0.2035,-0.0948,100032.00,vane25
4.7500,0.1500,0.0500,295.240,0.2120,0.2012,-0.0915,100032.00,vane25
4.8500,0.1500,0.0500,295.267,0.2300,0.1979,-0.0880,100032.00,vane25
4.9500,0.1500,0.0500,295.297,0.2451,0.1937,-0.0843,100032.00,vane25
5.0500,0.1500,0.0500,295.328,0.2573,0.1888,-0.0803,100032.00,vane25
5.1500,0.1500,0.0500,295.362,0.2667,0.1832,-0.0763,100032.00,vane25
5.2500,0.1500,0.0500,295.398,0.2733,0.1771,-0.0721,100032.00,vane25
5.3500,0.1500,0.0500,295.436,0.2772,0.1703,-0.0679,100032.00,vane25
5.4500,0.1500,0.0500,295.476,0.2788,0.1630,-0.0637,100032.00,vane25
5.5500,0.1500,0.0500,295.517,0.2784,0.1552,-0.0598,100032.00,vane25
5.6500,0.1500,0.0500,295.560,0.2768,0.1469,-0.0563,100032.00,vane25
5.7500,0.1500,0.0500,295.604,0.2753,0.1380,-0.0535,100032.00,vane25
2.2500,0.2500,0.0500,295.567,-0.2578,0.1963,-0.0370,100032.00,vane25
2.3500,0.2500,0.0500,295.528,-0.2589,0.2072,-0.0382,100032.00,vane25
2.4500,0.2500,0.0500,295.489,-0.2603,0.2174,-0.0401,100032.00,vane25
2.5500,0.2500,0.0500,295.451,-0.2605,0.2270,-0.0424,100032.00,vane25
2.6500,0.2500,0.0500,295.415,-0.2589,0.2359,-0.0450,100032.00,vane25
2.7500,0.2500,0.0500,295.381,-0.2550,0.2440,-0.0477,100032.00,vane25
2.8500,0.2500,0.0500,295.349,-0.2486,0.2514,-0.0505,100032.00,vane25
2.9500,0.2500,0.0500,295.319,-0.2395,0.2580,-0.0531,100032.00,vane25
3.0500,0.2500,0.0500,295.291,-0.2278,0.2636,-0.0557,100032.00,vane25
3.1500,0.2500,0.0500,295.265,-0.2133,0.2681,-0.0581,100032.00,vane25
3.2500,0.2500,0.0500,295.242,-0.1961,0.2714,-0.0604,100032.00,vane25
3.3500,0.2500,0.0500,295.221,-0.1762,0.2734,-0.0626,100032.00,vane25
3.4500,0.2500,0.0500,295.202,-0.1535,0.2739,-0.0645,100032.00,vane25
3.5500,0.2500,0.0500,295.186,-0.1281,0.2728,-0.0662,100032.00,vane25
3.6500,0.2500,0.0500,295.173,-0.1001,0.2699,-0.0675,100032.00,vane25
3.7500,0.2500,0.0500,295.164,-0.0701,0.2655,-0.0679,100032.00,vane25
3.8500,0.2500,0.0500,295.161,-0.0382,0.2599,-0.0661,100032.00,vane25
3.9500,0.2500,0.0500,295.165,-0.0137,0.2534,-0.0606,100032.00,vane25
4.0500,0.2500,0.0500,295.165,0.0138,0.2534,-0.0606,100032.00,vane25
4.1500,0.2500,0.0500,295.161,0.0382,0.2599,-0.0661,100032.00,vane25
4.2500,0.2500,0.0500,295.164,0.0702,0.2655,-0.0679,100032.00,vane25
4.3500,0.2500,0.0500,295.173,0.1002,0.2699,-0.0675,100032.00,vane25
4.4500,0.2500,0.0500,295.186,0.1281,0.2728,-0.0662,100032.00,vane25
4.5500,0.2500,0.0500,295.202,0.1535,0.2740,-0.0645,100032.00,vane25
4.6500,0.2500,0.0500,295.221,0.1762,0.2735,-0.0626,100032.00,vane25
4.7500,0.2500,0.0500,295.242,0.1961,0.2715,-0.0604,100032.00,vane25
4.8500,0.2500,0.0500,295.265,0.2133,0.2681,-0.0581,100032.00,vane25
4.9500,0.2500,0.0500,295.291,0.2277,0.2636,-0.0557,100032.00,vane25
5.0500,0.2500,0.0500,295.319,0.2395,0.2580,-0.0531,100032.00,vane25
5.1500,0.2500,0.0500,295.349,0.2486,0.2514,-0.0505,100032.00,vane25
5.2500,0.2500,0.0500,295.381,0.2550,0.2441,-0.0477,100032.00,vane25
5.3500,0.2500,0.0500,295.415,0.2589,0.2359,-0.0450,100032.00,vane25
5.4500,0.2500,0.0500,295.451,0.2605,0.2270,-0.0424,100032.00,vane25
