pid,step,x,y,z,speed
0,0,3.7343,1.7399,2.6451,1.0064
1,0,4.3402,1.9263,2.5743,1.3072
2,0,3.9687,2.2996,2.6448,0.8923
3,0,4.2018,2.2786,2.6448,1.0202
4,0,3.6686,1.6496,2.6243,0.788
5,0,3.7946,1.8043,2.67,0.9829
6,0,4.349,2.3347,2.6243,0.8009
7,0,4.0559,1.6162,2.5739,1.3008
8,0,3.874,1.5605,2.5985,0.834
9,0,4.1848,2.2142,2.67,0.9983
10,0,4.2499,1.8428,2.6454,0.8774
11,0,4.0005,2.4872,2.5925,0.3769
12,0,3.7534,1.7336,2.6514,0.788
13,0,3.7353,2.1981,2.6486,0.9983
14,0,4.0339,2.2992,2.6435,0.8413
15,0,3.6738,1.7409,2.6451,1.0064
16,0,3.4998,1.8935,2.5921,0.3653
17,0,3.712,1.8038,2.6454,1.0064
18,0,4.2665,1.5692,2.6267,0.4833
19,0,3.5316,1.7944,2.6266,0.5142
20,0,4.3618,1.7069,2.6165,0.5688
21,0,4.1798,1.7953,2.6471,1.0064
22,0,3.8978,1.7565,2.6471,0.8752
23,0,4.071,2.4937,2.5925,0.3769
24,0,3.9034,2.4573,2.5994,0.8404
25,0,4.0994,2.2673,2.6448,0.8923
26,0,4.3677,1.9806,2.5743,1.3072
27,0,3.8162,2.4569,2.5983,0.8164
28,0,4.2702,2.4257,2.6267,0.5089
29,0,4.2423,1.9154,2.6454,0.8774
30,0,4.229,2.4618,2.6267,0.5089
31,0,4.2271,1.7926,2.6451,1.0064
32,0,4.3393,1.9377,2.5743,1.3072
33,0,3.7503,1.872,2.67,0.8774
34,0,4.0942,1.5726,2.5985,0.834
35,0,3.8322,1.6172,2.5813,1.198
36,0,4.2103,1.5236,2.6267,0.4833
37,0,4.4852,2.0109,2.6001,0.8433
38,0,4.3848,2.0349,2.5743,1.3072
39,0,4.0487,2.4436,2.6002,0.8437
40,0,3.543,1.9648,2.6001,0.8433
41,0,3.7384,2.2574,2.6486,1.0202
42,0,4.298,2.0303,2.5743,1.3072
43,0,3.7253,1.961,2.6442,0.8344
44,0,3.737,1.8276,2.6454,0.8774
45,0,3.9736,2.342,2.645,0.8404
46,0,3.5575,1.9798,2.6001,0.8433
47,0,4.4844,2.1358,2.5991,0.8395
48,0,3.7796,1.5406,2.5977,0.8071
49,0,3.7186,2.3036,2.6447,1.0202
50,0,4.0037,2.5155,2.6504,0.3769
51,0,3.7584,2.391,2.5983,0.8164
52,0,4.1601,1.6644,2.575,1.2832
53,0,3.7395,2.1464,2.67,0.9983
54,0,4.0587,2.4779,2.6002,0.8437
55,0,3.6697,1.7892,2.6451,1.0064
56,0,3.7388,2.1796,2.67,0.9983
57,0,3.5507,1.8236,2.5996,0.8402
58,0,3.6511,2.0957,2.6459,0.8394
59,0,3.8811,2.4558,2.5994,0.8404
60,0,3.968,2.4457,2.6002,0.8437
61,0,3.9024,1.615,2.575,1.2832
62,0,4.4445,1.8854,2.5996,0.8402
63,0,4.0032,1.5484,2.5994,0.8377
64,0,4.4877,2.0453,2.5991,0.8395
65,0,3.6886,2.2907,2.6447,1.0202
66,0,4.4048,1.725,2.6234,0.5142
67,0,4.3819,1.7299,2.6234,0.8008
68,0,3.753,1.8015,2.67,1.0064
69,0,3.6718,1.9924,2.6442,0.8344
70,0,3.7625,1.8128,2.6499,1.0064
71,0,4.1738,2.2602,2.6486,1.0202
72,0,4.3459,1.8479,2.5751,1.2917
73,0,4.4361,1.7642,2.6266,0.5142
74,0,4.2205,1.6499,2.6243,0.788
75,0,4.1512,1.5623,2.5985,0.834
76,0,3.9559,1.5573,2.5985,0.834
77,0,3.6063,2.2784,2.6268,0.5001
78,0,4.0774,2.2513,2.6435,0.8413
79,0,3.6949,2.1312,2.6456,0.8913
80,0,4.111,1.5279,2.5985,0.834
81,0,3.7657,2.3532,2.6494,0.8164
82,0,4.1416,1.5017,2.5985,0.834
83,0,3.9077,2.4031,2.5994,0.8404
84,0,4.4752,2.207,2.5982,0.8133
85,0,4.1846,2.3972,2.5994,0.8404
86,0,4.383,2.1376,2.5753,1.2889
87,0,3.9447,1.5376,2.5985,0.834
88,0,4.3133,2.0838,2.5753,1.2889
89,0,4.4697,1.9195,2.6001,0.8433
90,0,3.9901,1.6828,2.5739,1.3008
91,0,3.8101,1.7165,2.6514,1.198
92,0,4.2764,1.8544,2.6452,1.2917
93,0,4.1089,2.5078,2.6503,0.3647
94,0,3.9243,2.2511,2.6448,0.8923
95,0,3.7397,2.3228,2.6447,1.0202
96,0,3.7385,2.173,2.6486,0.9983
97,0,3.7333,2.2564,2.6447,1.0202
98,0,3.5704,1.7904,2.6266,0.5142
99,0,3.7502,2.1356,2.67,0.9983
100,0,4.4407,2.0188,2.6001,0.8433
101,0,4.333,2.2421,2.5814,1.2057
102,0,4.3352,2.3723,2.6243,0.8009
103,0,4.2628,2.0923,2.6459,1.2889
104,0,3.5289,2.1612,2.5982,0.8133
105,0,4.3336,2.0076,2.5743,1.3072
106,0,4.1715,2.3125,2.6448,0.8923
107,0,3.6287,1.6746,2.6171,0.3681
108,0,3.7237,1.96,2.6442,0.8344
109,0,3.7377,2.2542,2.6486,1.0202
110,0,4.261,1.9237,2.6452,1.2917
111,0,3.7358,1.8522,2.6454,0.8774
112,0,4.2306,1.7603,2.6451,1.0064
113,0,3.9189,1.6869,2.575,1.2832
114,0,4.4955,2.0179,2.6001,0.8433
115,0,4.3367,1.8419,2.5751,1.2917
116,0,3.7047,1.8849,2.6454,0.8774
117,0,4.0796,1.691,2.575,1.2832
118,0,3.7611,1.8385,2.67,0.8774
119,0,4.3232,2.289,2.6243,0.8009
120,0,4.3214,2.0863,2.5753,1.2889
121,0,3.9091,2.4654,2.5994,0.8404
122,0,4.248,2.307,2.6447,1.0202
123,0,4.2687,2.0209,2.6437,1.3072
124,0,3.8534,1.7509,2.6471,0.9829
125,0,3.9593,1.6235,2.5739,1.3008
126,0,4.206,1.6197,2.6243,0.788
127,0,3.5705,1.7592,2.6266,0.5142
128,0,4.4804,1.8448,2.5996,0.8402
129,0,4.2468,2.2998,2.6447,1.0202
130,0,4.4742,1.9009,2.5996,0.8402
131,0,3.7088,1.8074,2.6454,1.0064
132,0,4.3358,1.9727,2.5743,1.3072
133,0,4.2115,2.4326,2.6267,0.5089
134,0,3.7044,1.8152,2.6451,1.0064
135,0,3.708,1.796,2.6451,1.0064
136,0,3.9109,1.5922,2.575,0.834
137,0,4.1959,1.7582,2.6451,1.0064
138,0,4.0646,2.4533,2.6002,0.8437
139,0,4.2812,2.1439,2.6503,1.2057
140,0,3.9279,1.5436,2.5985,0.834
141,0,3.9379,2.4113,2.5994,0.8404
142,0,4.0591,1.6918,2.5739,1.3008
143,0,3.5369,1.8257,2.5996,0.8402
144,0,4.2589,1.8813,2.6452,1.2917
145,0,3.8798,1.5959,2.575,0.834
146,0,3.7512,2.3044,2.6479,1.0202
147,0,4.3444,2.0717,2.5753,1.2889
148,0,3.8206,2.3315,2.6479,0.9968
149,0,3.9436,2.2532,2.6448,0.8923
150,0,4.1637,2.3998,2.5994,0.8404
151,0,4.3806,2.0468,2.5753,1.2889
152,0,4.3722,1.9966,2.5743,1.3072
153,0,3.5685,1.9922,2.6001,0.8433
154,0,3.5611,1.8424,2.5996,0.8402
155,0,4.3736,2.1013,2.5753,1.2889
156,0,3.9347,1.6738,2.575,1.2832
157,0,3.8607,1.5921,2.575,0.834
158,0,3.7428,1.5586,2.5977,0.8071
159,0,3.8716,2.4546,2.5994,0.8404
160,0,3.8298,1.638,2.5813,1.198
161,0,3.728,1.6136,2.5813,0.788
162,0,3.5326,2.1565,2.5991,0.8133
163,0,3.7991,1.5214,2.5977,0.8071
164,0,3.75,1.7641,2.6499,1.0064
165,0,3.7472,1.8037,2.67,1.0064
166,0,4.2716,1.6228,2.6243,0.788
167,0,4.3656,1.7423,2.6234,0.8008
168,0,3.592,2.0547,2.5991,0.8394
169,0,3.8338,1.7619,2.6499,0.9829
170,0,3.9931,1.6165,2.5739,1.3008
171,0,3.9295,2.3194,2.6448,0.8923
172,0,4.062,1.5455,2.5994,0.8377
173,0,4.3882,2.2204,2.5814,1.2057
174,0,3.839,2.2428,2.67,0.9968
175,0,3.9436,1.505,2.5985,0.834
176,0,3.8327,1.5694,2.5977,0.8071
177,0,4.1931,2.254,2.6486,1.0202
178,0,3.5768,2.1686,2.5982,0.8133
179,0,4.1781,2.1971,2.6486,0.9983
180,0,4.3769,2.0437,2.5753,1.2889
181,0,4.241,2.458,2.6267,0.5089
182,0,4.1131,1.7172,2.6469,1.2832
183,0,4.3418,1.9293,2.5743,1.3072
184,0,3.8589,2.2524,2.6448,0.9968
185,0,4.3869,1.818,2.5751,1.2917
186,0,4.1717,2.3924,2.5994,0.8404
187,0,3.5276,1.9492,2.6001,0.8433
188,0,4.3148,2.2623,2.5814,0.8009
189,0,4.0712,2.2485,2.6448,0.8923
190,0,4.098,1.6583,2.575,1.2832
191,0,3.8686,2.4545,2.5994,0.8404
192,0,4.3713,2.3028,2.6243,0.8009
193,0,4.1743,2.231,2.67,1.0202
194,0,3.8671,1.6388,2.575,1.2832
195,0,3.9684,2.3387,2.645,0.8404
196,0,4.448,1.7423,2.6266,0.5142
197,0,4.2848,2.1906,2.6503,1.2057
198,0,3.5798,2.124,2.5991,0.8394
199,0,3.8206,1.6366,2.5813,1.198
200,0,4.4548,1.8716,2.5996,0.8402
201,0,4.1972,1.5957,2.6243,0.4833
202,0,3.9252,1.5256,2.5985,0.834
203,0,4.1006,2.2769,2.6448,0.8923
204,0,4.2238,1.5438,2.6267,0.4833
205,0,3.9679,1.6894,2.5739,1.3008
206,0,4.2992,1.8741,2.5751,1.2917
207,0,4.073,2.2925,2.6435,0.8413
208,0,4.21,1.5476,2.6267,0.4833
209,0,3.7375,2.1712,2.6486,0.9983
210,0,4.2212,1.6793,2.6243,0.788
211,0,3.8413,1.6281,2.5813,1.198
212,0,4.0302,1.5083,2.5994,0.8377
213,0,4.3085,2.1587,2.5814,1.2057
214,0,4.2286,1.6444,2.6243,0.788
215,0,3.7689,1.6641,2.5813,1.198
216,0,4.068,2.3212,2.6448,0.8923
217,0,3.7867,2.2686,2.6479,0.9968
218,0,4.2521,2.2552,2.6486,1.0202
219,0,3.8011,1.7532,2.6499,0.9829
220,0,4.2246,1.665,2.6243,0.788
221,0,4.2611,2.4332,2.6267,0.5089
222,0,3.86,2.3155,2.6448,0.9968
223,0,3.8672,1.5007,2.5985,0.834
224,0,4.2699,2.0776,2.6459,1.2889
225,0,4.1098,2.2575,2.67,0.8923
226,0,4.1759,2.2569,2.6448,1.0202
227,0,3.8567,2.3951,2.5994,0.8404
228,0,4.3077,2.0601,2.5753,1.2889
229,0,4.0529,2.491,2.5925,0.3769
230,0,4.2323,2.2536,2.6447,1.0202
231,0,4.0472,1.6275,2.5739,1.3008
232,0,4.1305,1.7398,2.6469,1.2832
233,0,4.0731,1.7378,2.6469,1.2832
234,0,4.0748,1.7282,2.6469,1.2832
235,0,3.6782,1.7415,2.6451,1.0064
236,0,4.386,2.1994,2.5814,1.2057
237,0,3.7099,1.9896,2.6442,0.8344
238,0,4.3949,2.1226,2.5753,0.8395
239,0,3.9623,2.4417,2.6002,0.8437
240,0,4.3498,2.2469,2.5814,1.2057
241,0,4.23,1.6615,2.6243,0.788
242,0,3.7083,2.2738,2.6447,1.0202
243,0,4.3603,2.0435,2.5753,1.2889
244,0,4.3707,2.0363,2.5743,1.3072
245,0,3.7201,1.7865,2.6451,1.0064
246,0,3.727,2.0558,2.6456,0.8913
247,0,3.8314,2.4744,2.5983,0.8164
248,0,3.5289,2.0073,2.6001,0.8433
249,0,4.3171,1.9321,2.5743,1.3072
250,0,3.7668,2.1462,2.67,0.9983
251,0,3.9332,1.5394,2.5985,0.834
252,0,3.9565,1.569,2.5994,0.834
253,0,3.5743,2.2623,2.5982,0.8133
254,0,3.9213,2.453,2.5994,0.8404
255,0,4.0591,1.5384,2.5994,0.8377
256,0,3.899,2.2541,2.67,0.8923
257,0,4.166,2.4875,2.592,0.3647
258,0,3.9339,2.4912,2.592,0.3647
259,0,3.9269,1.5484,2.5985,0.834
260,0,3.6977,2.0666,2.6456,0.8913
261,0,4.1485,1.6312,2.575,1.2832
262,0,3.707,1.9255,2.6454,0.8774
263,0,3.7073,2.0873,2.6456,0.8913
