pid,step,x,y,z,speed
90,0,4.2924,1.7559,2.6496,0.8007
91,0,3.7539,1.6989,2.5814,1.1936
92,0,4.3475,1.8109,2.5753,1.2902
93,0,3.9976,2.4084,2.6008,0.8392
94,0,4.0401,1.67,2.574,1.2969
95,0,4.2272,1.8311,2.6454,0.8699
96,0,3.5496,2.2529,2.5985,0.8091
97,0,3.7808,1.832,2.67,1.2538
98,0,4.4007,1.9461,2.5746,0.8385
99,0,3.6102,1.7819,2.6263,0.5248
100,0,4.0566,1.6211,2.574,1.2969
101,0,3.9436,2.421,2.6,0.8363
102,0,4.3504,1.791,2.6229,0.8007
103,0,4.2286,2.4587,2.627,0.5063
104,0,4.1148,1.5279,2.5984,0.8302
105,0,4.2863,1.6357,2.6242,0.7817
106,0,4.3762,2.016,2.5746,1.305
107,0,4.3816,1.7008,2.6229,0.8007
108,0,4.348,2.3231,2.6248,0.7937
109,0,4.43,1.7067,2.6263,0.5248
110,0,4.2396,2.1014,2.646,0.8908
111,0,3.5217,1.8255,2.6002,0.8361
112,0,4.3281,2.2871,2.6248,0.7937
113,0,4.4585,1.9845,2.6006,0.8385
114,0,4.0747,2.3411,2.645,0.8363
115,0,3.7,1.5983,2.6242,0.7817
116,0,4.361,2.0554,2.5756,1.2859
117,0,3.7435,1.6957,2.5814,1.1936
118,0,4.3904,1.9227,2.5753,0.8361
119,0,4.3863,1.9693,2.5746,1.305
120,0,4.4311,1.7102,2.6263,0.5248
121,0,3.7989,1.7999,2.67,0.9763
122,0,4.2465,2.3086,2.645,1.0158
123,0,4.3681,2.1661,2.5817,1.2019
124,0,4.1932,2.2831,2.645,1.0158
125,0,3.8114,1.5999,2.5814,0.8046
126,0,4.4873,1.8777,2.6002,0.8361
127,0,4.0094,1.6627,2.574,1.2969
128,0,4.3504,1.9315,2.5746,1.305
129,0,4.3409,1.8554,2.5753,1.2902
130,0,4.3704,1.8414,2.5753,1.2902
131,0,4.0833,2.398,2.6,0.8363
132,0,3.7166,1.6841,2.6242,0.7817
133,0,4.3654,2.3183,2.6248,0.7937
134,0,4.2402,2.1611,2.6489,0.9972
135,0,4.0283,2.4962,2.5928,0.3696
136,0,3.598,1.8496,2.6002,0.8361
137,0,4.2085,2.278,2.645,1.0158
138,0,4.4535,1.8046,2.6002,0.8361
139,0,3.6514,2.0525,2.6465,0.8352
140,0,3.7498,2.2476,2.6479,1.0158
141,0,4.0858,2.4872,2.6,0.8363
142,0,3.6903,2.1397,2.6489,0.9972
143,0,4.2578,1.5884,2.6242,0.477
144,0,4.4599,1.8818,2.6002,0.8361
145,0,4.2042,2.4758,2.627,0.5063
146,0,4.3378,2.3967,2.6532,0.3622
147,0,3.9728,1.5068,2.5994,0.8332
148,0,4.2703,2.1428,2.6465,1.2019
149,0,3.7252,2.2635,2.645,1.0158
150,0,4.0715,2.3536,2.645,0.8363
151,0,3.9083,2.2894,2.6447,0.8914
152,0,3.7534,1.7962,2.6505,0.9985
153,0,3.9804,2.2802,2.6433,0.8416
154,0,4.4026,2.0856,2.5756,0.8352
155,0,4.1142,2.4656,2.6,0.8363
156,0,4.4621,2.2432,2.5985,0.8091
157,0,3.5217,1.8022,2.6002,0.8361
158,0,3.7353,2.2101,2.6489,0.9972
159,0,4.2365,1.5618,2.6264,0.477
160,0,3.6716,2.0838,2.646,0.8908
161,0,4.2748,1.8977,2.6453,1.2902
162,0,3.547,1.9993,2.6006,0.8385
163,0,4.1995,1.7949,2.6478,0.9985
164,0,3.7092,1.7912,2.6451,0.9985
165,0,3.7952,1.8045,2.6505,0.9763
166,0,3.6482,1.684,2.6242,0.7817
167,0,4.2209,1.8198,2.6451,0.9985
168,0,4.4482,2.0208,2.6006,0.8385
169,0,4.3799,2.2061,2.5817,1.2019
170,0,3.8356,1.5294,2.5975,0.8046
171,0,3.8133,1.5212,2.5975,0.8046
172,0,3.6924,1.8806,2.6454,0.8699
173,0,3.718,2.0278,2.6444,0.8318
174,0,3.7377,2.1325,2.646,0.8908
175,0,4.1012,2.2616,2.6447,0.8914
176,0,3.7932,2.3285,2.6479,0.9943
177,0,3.743,1.7509,2.6451,0.9985
178,0,4.3623,1.9193,2.5746,1.305
179,0,3.7495,2.1296,2.646,0.8908
180,0,3.5163,2.0405,2.5995,0.8352
181,0,4.4547,1.7531,2.6263,0.5248
182,0,3.8727,2.2842,2.6447,0.8914
183,0,3.5234,2.1604,2.5985,0.8091
184,0,3.7267,1.9149,2.6444,0.8699
185,0,3.5892,1.753,2.6263,0.5248
186,0,4.4333,1.9479,2.6006,0.8385
187,0,3.6871,1.8627,2.6454,0.8699
188,0,4.2311,2.4513,2.627,0.5063
189,0,3.9569,1.5335,2.5984,0.8302
190,0,4.3323,2.0039,2.5746,1.305
191,0,4.2073,2.2573,2.645,1.0158
192,0,3.7138,2.1805,2.6489,0.9972
193,0,3.8388,1.8094,2.6505,0.9763
194,0,4.2762,2.0906,2.6465,1.2859
195,0,4.3494,2.2523,2.5817,1.2019
196,0,4.2582,1.8202,2.6451,0.9985
197,0,3.8545,2.2506,2.67,0.9943
198,0,4.3563,1.6719,2.6564,0.5625
199,0,4.2444,2.2261,2.6489,0.9972
200,0,4.397,1.8587,2.5753,0.8361
201,0,4.4791,2.1303,2.5995,0.8352
202,0,3.859,2.3021,2.6447,0.9943
203,0,3.8141,1.5496,2.5975,0.8046
204,0,4.2465,2.2764,2.645,1.0158
205,0,4.3027,1.6369,2.6564,0.5625
206,0,3.7576,2.2732,2.6479,1.0158
207,0,3.719,2.1034,2.646,0.8908
208,0,3.6852,1.7106,2.6496,0.7817
209,0,4.2844,1.6581,2.6242,0.7817
210,0,4.3545,1.7565,2.6229,0.8007
211,0,3.8157,1.5429,2.5975,0.8046
212,0,4.1942,2.2844,2.6447,1.0158
213,0,3.7255,2.1372,2.6489,0.9972
214,0,4.4576,2.177,2.5985,0.8091
215,0,3.8933,2.3003,2.6447,0.8914
216,0,4.1494,1.5419,2.5984,0.8302
217,0,4.3327,1.6936,2.6564,0.5625
218,0,3.8373,1.6552,2.5814,1.1936
219,0,4.1717,2.3577,2.6501,0.5063
220,0,3.8814,1.6324,2.575,1.2791
221,0,3.685,1.9237,2.6444,0.8318
222,0,4.1781,2.3032,2.645,1.0158
223,0,3.7864,2.2727,2.6479,0.9943
224,0,3.7776,2.3052,2.6479,0.9943
225,0,3.8202,1.7431,2.6505,0.9763
226,0,3.9693,1.6977,2.574,1.2969
227,0,3.6799,1.6324,2.6242,0.7817
228,0,4.4603,1.941,2.6006,0.8385
229,0,3.8022,2.261,2.6479,0.9943
230,0,3.8524,1.7759,2.6478,0.9763
231,0,4.3344,1.8135,2.5753,1.2902
232,0,4.3055,2.3112,2.6248,0.7937
233,0,4.3819,1.8349,2.5753,1.2902
234,0,3.5974,1.8699,2.6002,0.8361
235,0,3.7441,1.8425,2.6454,0.8699
236,0,3.9531,1.4892,2.5984,0.8302
237,0,3.8288,1.5612,2.5975,0.8046
238,0,3.8287,1.6445,2.5814,1.1936
239,0,3.976,2.4078,2.6008,0.8392
240,0,3.7186,2.3151,2.645,1.0158
241,0,3.8023,2.1843,2.67,1.1682
242,0,4.3731,2.1541,2.5817,1.2019
243,0,4.3057,1.6157,2.6564,0.5625
244,0,4.0036,2.3499,2.6432,0.8392
245,0,3.5057,2.1677,2.5985,0.8091
246,0,3.7149,2.4164,2.627,0.5063
247,0,3.6552,1.9185,2.6441,0.8385
248,0,3.7425,1.9152,2.67,0.8699
249,0,3.9364,2.3167,2.6447,0.8914
250,0,4.2419,1.838,2.6454,0.8699
251,0,4.0857,2.2897,2.6447,0.8914
252,0,4.0285,1.6586,2.574,1.2969
253,0,4.3061,1.9537,2.5746,1.305
254,0,3.9223,1.5704,2.5984,0.8302
255,0,4.1789,1.7806,2.6451,0.9985
256,0,4.0349,1.7243,2.6454,1.2969
257,0,4.1013,1.6139,2.575,1.2791
258,0,3.7447,2.2026,2.6489,0.9972
259,0,4.2616,2.256,2.645,1.0158
260,0,3.8055,2.2378,2.67,0.9943
261,0,4.4354,2.0041,2.6006,0.8385
262,0,4.3267,2.2822,2.6248,0.7937
263,0,4.1085,1.7363,2.6476,1.2791
264,0,3.7931,1.8209,2.67,0.9763
265,0,3.729,2.1272,2.646,0.8908
266,0,4.0899,1.5356,2.5984,0.8302
267,0,3.8644,2.4431,2.6,0.8363
268,0,3.515,2.0274,2.6006,0.8385
269,0,4.3253,1.7894,2.6229,0.8007
270,0,3.8305,1.7621,2.6505,0.9763
271,0,4.4244,1.944,2.6006,0.8385
272,0,4.4036,1.9268,2.5746,0.8385
273,0,4.0033,1.6565,2.574,1.2969
274,0,4.3475,1.8918,2.5753,1.2902
275,0,4.3998,2.182,2.5817,0.8091
276,0,3.8275,2.2494,2.6479,0.9943
277,0,4.4432,2.0336,2.6006,0.8385
278,0,4.0207,2.4849,2.5928,0.3696
279,0,4.3793,2.0159,2.5746,1.305
280,0,4.4867,1.9165,2.6002,0.8361
281,0,4.0423,1.7009,2.574,1.2969
282,0,4.1297,2.2669,2.6447,0.8914
283,0,3.9367,2.3172,2.6447,0.8914
284,0,4.176,2.2646,2.6447,1.0158
285,0,3.5602,2.0283,2.6006,0.8385
286,0,4.1605,2.4005,2.6,0.8363
287,0,3.8965,1.6641,2.575,1.2791
288,0,4.0121,1.6244,2.574,1.2969
289,0,3.8399,2.399,2.6,0.814
290,0,3.6662,2.3947,2.627,0.5063
291,0,4.2382,2.2944,2.645,1.0158
292,0,3.8875,2.4256,2.6,0.8363
293,0,3.7597,2.1973,2.67,0.9972
294,0,3.7798,2.1566,2.67,1.1682
295,0,3.6614,2.0282,2.6441,0.8385
296,0,4.4407,2.1925,2.5985,0.8091
297,0,4.3184,1.6113,2.6564,0.5625
298,0,4.3883,2.252,2.5817,1.2019
299,0,4.2512,1.8411,2.6454,0.8699
300,0,3.9519,2.3037,2.6447,0.8914
301,0,3.8997,1.5108,2.5984,0.8302
302,0,3.5535,1.8802,2.6002,0.8361
303,0,4.347,1.7192,2.6229,0.8007
304,0,4.173,1.6786,2.575,1.2791
305,0,4.3853,1.707,2.6229,0.8007
306,0,4.3332,1.7538,2.6229,0.8007
307,0,3.7087,2.0261,2.6444,0.8318
308,0,3.5289,2.2109,2.5985,0.8091
309,0,3.9191,2.4701,2.6,0.8363
310,0,3.5494,2.2143,2.5985,0.8091
311,0,4.0057,1.5277,2.5994,0.8332
312,0,3.9796,1.4891,2.5994,0.8332
313,0,3.8631,2.4169,2.6,0.8363
314,0,4.0228,1.734,2.6454,1.2969
315,0,4.145,2.4911,2.5923,0.3581
316,0,3.8056,1.8273,2.6505,0.9763
317,0,3.645,1.6681,2.6242,0.7817
318,0,3.5706,1.8005,2.6263,0.5248
319,0,3.9931,1.5988,2.574,0.8332
320,0,3.8652,1.6435,2.575,1.2791
321,0,3.8758,1.6343,2.575,1.2791
322,0,3.5613,2.1877,2.5985,0.8091
323,0,4.1241,2.3506,2.645,0.8363
324,0,3.8157,2.2886,2.6479,0.9943
325,0,3.7214,1.7361,2.6451,0.9985
326,0,3.7542,1.7967,2.6454,0.9985
327,0,4.481,1.8182,2.6002,0.8361
328,0,4.4596,2.0382,2.5995,0.8352
329,0,3.7499,1.8889,2.67,0.8699
330,0,3.7676,2.1354,2.67,0.9972
331,0,4.4522,1.9022,2.6002,0.8361
332,0,4.1889,1.8003,2.6478,0.9985
333,0,3.7768,2.3311,2.6479,0.9943
334,0,3.6452,1.8302,2.6453,0.8361
335,0,4.4386,1.7758,2.6263,0.5248
336,0,4.0949,1.5362,2.5984,0.8302
337,0,4.3098,1.7962,2.5753,0.8007
338,0,4.1691,2.3048,2.6447,0.8914
339,0,4.1895,2.2278,2.67,0.9972
340,0,3.5065,1.9679,2.5927,0.3735
341,0,4.2659,1.9402,2.6441,1.305
342,0,4.1726,2.4875,2.6,0.8363
343,0,4.0503,2.3868,2.6008,0.8392
344,0,3.8397,1.5384,2.5975,0.8046
345,0,3.5428,1.8459,2.6002,0.8361
346,0,3.8085,1.7274,2.652,1.1936
347,0,4.211,1.7967,2.6451,0.9985
348,0,4.1202,1.6586,2.575,1.2791
349,0,4.4352,2.0522,2.5995,0.8352
350,0,3.5355,2.2033,2.5985,0.8091
351,0,4.2967,2.0525,2.5756,1.2859
352,0,4.1853,2.2823,2.645,1.0158
353,0,3.5784,2.2761,2.5985,0.4926
354,0,3.8693,1.6994,2.575,1.2791
355,0,3.659,1.9477,2.6441,0.8385
356,0,3.5332,2.0491,2.5995,0.8352
357,0,4.0841,1.6103,2.574,1.2791
358,0,3.7498,1.6764,2.5814,1.1936
359,0,4.2651,2.0533,2.6465,1.2859
360,0,4.3705,1.9818,2.5746,1.305
361,0,3.6015,2.2195,2.5985,0.8091
362,0,4.1454,2.4004,2.6,0.8363
363,0,3.6999,1.9938,2.6444,0.8318
364,0,3.8526,1.721,2.6476,1.1936
365,0,4.3482,1.9168,2.5746,1.2902
366,0,4.4713,2.2011,2.5985,0.8091
367,0,4.4985,2.0234,2.6006,0.8385
368,0,3.525,1.8762,2.6002,0.8361
369,0,3.8955,1.7197,2.6476,1.2791
370,0,4.3414,1.747,2.6229,0.8007
371,0,3.59,2.1452,2.5995,0.8352
372,0,4.0979,1.6373,2.575,1.2791
373,0,3.7502,2.2116,2.6489,0.9972
374,0,3.5004,2.1136,2.592,0.3593
375,0,3.7234,1.7037,2.6496,0.7817
376,0,4.0196,2.459,2.6008,0.8392
377,0,3.7741,1.8293,2.67,1.2538
378,0,3.9834,1.52,2.5994,0.8332
379,0,3.5124,1.9027,2.5925,0.3656
380,0,4.3648,2.0689,2.5756,1.2859
381,0,4.1304,1.5984,2.575,0.8302
382,0,4.078,1.5706,2.5994,0.8332
383,0,4.1679,2.2534,2.67,0.8914
384,0,4.2147,1.7744,2.6451,0.9985
385,0,4.1649,1.5432,2.5984,0.8302
386,0,3.588,1.9771,2.6006,0.8385
387,0,3.8381,1.7785,2.6505,0.9763
388,0,4.1524,1.6903,2.575,1.2791
389,0,4.235,2.2201,2.6489,0.9972
390,0,3.8078,1.5686,2.5975,0.8046
391,0,4.3661,1.8055,2.5753,0.8007
392,0,4.3799,2.1169,2.5756,1.2859
393,0,4.1512,1.6635,2.575,1.2791
394,0,3.8389,2.2466,2.67,0.9943
395,0,4.3901,1.8896,2.5753,0.8361
396,0,4.3028,2.2637,2.5817,0.7937
397,0,4.4542,2.1566,2.5985,0.8091
398,0,4.2678,1.6347,2.6242,0.7817
399,0,4.4709,1.9412,2.6006,0.8385
400,0,4.1215,1.7596,2.6478,0.8698
401,0,4.3414,1.7494,2.6229,0.8007
402,0,3.8974,1.5313,2.5984,0.8302
403,0,4.1272,2.3123,2.6447,0.8914
404,0,4.4497,2.1878,2.5985,0.8091
405,0,4.2826,2.3708,2.6171,0.3622
406,0,3.7622,2.1941,2.67,0.9972
407,0,3.7245,1.6548,2.6242,0.7817
408,0,3.8682,1.7699,2.6478,0.8698
409,0,4.1622,2.3881,2.6,0.8363
410,0,3.7603,2.1493,2.67,0.9972
411,0,4.5088,2.0377,2.5995,0.8352
412,0,4.2256,2.1545,2.6489,0.9972
413,0,4.2626,2.2237,2.651,1.2019
414,0,4.2879,1.6885,2.6242,0.7817
415,0,4.2716,2.1016,2.6465,1.2859
416,0,4.401,2.2255,2.5817,0.8091
417,0,4.0563,2.4633,2.6008,0.8392
418,0,3.758,2.4482,2.5987,0.814
419,0,3.9001,1.5538,2.5984,0.8302
420,0,4.0404,1.4931,2.5994,0.8332
421,0,3.7638,1.5654,2.5975,0.8046
422,0,4.0901,1.5601,2.5984,0.8302
423,0,4.2877,1.6302,2.617,0.5625
424,0,3.7188,2.1515,2.646,0.9972
425,0,4.3714,1.812,2.5753,1.2902
426,0,4.2661,2.3638,2.6501,0.5063
427,0,3.7303,2.1916,2.6489,0.9972
428,0,4.4402,2.1422,2.5995,0.8352
429,0,4.0106,1.56,2.5994,0.8332
430,0,4.4558,2.0241,2.6006,0.8385
431,0,4.2663,2.1982,2.651,1.2019
432,0,4.1703,2.4245,2.6,0.8363
433,0,3.6376,1.6938,2.6242,0.7817
434,0,4.4774,2.111,2.5995,0.8352
435,0,4.4035,2.1485,2.5817,0.8091
436,0,4.1481,1.633,2.575,1.2791
437,0,4.0811,2.2653,2.6447,0.8914
438,0,3.5488,1.8895,2.6002,0.8361
439,0,3.7092,2.2833,2.645,1.0158
440,0,3.894,1.6774,2.575,1.2791
441,0,4.4351,1.9759,2.6006,0.8385
442,0,3.8784,1.6459,2.575,1.2791
443,0,4.1451,1.7392,2.6476,1.2791
444,0,3.8876,2.2977,2.6447,0.8914
445,0,3.6458,2.1042,2.6465,0.8352
446,0,3.7495,1.7732,2.6505,0.9985
447,0,3.5981,1.6801,2.6222,0.3709
448,0,4.3037,1.8116,2.5753,1.2902
449,0,4.0887,1.5041,2.5984,0.8302
450,0,4.1702,2.4172,2.6,0.8363
451,0,3.5556,2.2008,2.5985,0.8091
452,0,4.3116,2.1544,2.5756,1.2019
453,0,4.2745,2.1564,2.651,1.2019
454,0,4.3668,1.805,2.5753,0.8007
455,0,3.8369,1.5408,2.5975,0.8046
456,0,4.1594,2.2922,2.6447,0.8914
457,0,3.6939,1.8199,2.6454,0.9985
458,0,4.4468,1.8345,2.6002,0.8361
459,0,4.2642,2.1227,2.6465,1.2859
460,0,4.0849,1.6017,2.575,0.8302
461,0,3.9153,2.293,2.6447,0.8914
462,0,4.4686,1.8942,2.6002,0.8361
463,0,3.8242,1.5985,2.5814,0.8046
464,0,4.5147,1.9482,2.6006,0.8385
465,0,3.6119,1.9051,2.6002,0.8361
466,0,3.613,1.8919,2.6002,0.8361
467,0,3.9501,2.4549,2.6,0.8363
468,0,4.3344,2.1678,2.5817,1.2019
469,0,4.3282,2.0076,2.5746,1.305
470,0,3.7251,1.7086,2.6496,0.7817
471,0,3.8958,2.4395,2.6,0.8363
472,0,3.8603,1.7738,2.6505,0.9763
473,0,3.8596,2.3197,2.6479,0.9943
474,0,4.2502,1.6056,2.6242,0.7817
475,0,3.8183,2.2778,2.6479,0.9943
476,0,4.0283,2.3064,2.6433,0.8416
477,0,4.2616,2.0815,2.6465,1.2859
478,0,3.8804,1.6502,2.575,1.2791
479,0,3.6962,2.1621,2.6489,0.9972
480,0,3.6939,2.2661,2.645,1.0158
481,0,3.6723,1.9163,2.6444,0.8699
482,0,4.384,1.7342,2.6229,0.8007
483,0,3.5336,1.8115,2.6002,0.8361
484,0,3.6106,2.0376,2.5995,0.8352
485,0,4.103,2.4888,2.5923,0.3581
486,0,3.5898,1.9024,2.6002,0.8361
487,0,4.0165,2.3894,2.6008,0.8392
488,0,4.3421,1.9459,2.5746,1.305
489,0,3.59,1.7315,2.6263,0.5248
490,0,4.271,2.4248,2.627,0.5063
491,0,3.5037,1.9708,2.5927,0.3735
492,0,3.9814,1.5521,2.5994,0.8332
493,0,3.7414,2.0936,2.646,0.8908
494,0,3.8907,1.5499,2.5984,0.8302
495,0,3.9619,1.6185,2.574,1.2969
496,0,3.5778,1.9558,2.6006,0.8385
497,0,3.7827,1.5473,2.5975,0.8046
498,0,3.6825,1.6772,2.6242,0.7817
499,0,3.5783,2.1981,2.5985,0.8091
500,0,4.4314,1.9437,2.6006,0.8385
501,0,3.9405,1.6161,2.575,1.2791
502,0,4.3375,2.1332,2.5756,1.2859
503,0,4.1032,1.6536,2.575,1.2791
504,0,3.779,1.6437,2.5814,1.1936
505,0,4.4936,1.9568,2.6006,0.8385
506,0,4.2132,2.2794,2.645,1.0158
507,0,3.5471,2.251,2.5985,0.8091
508,0,3.8584,2.2565,2.67,0.9943
509,0,3.8346,1.7683,2.6505,0.9763
510,0,4.3695,1.7831,2.6229,0.8007
511,0,4.1944,1.7701,2.6451,0.9985
512,0,4.2847,2.2868,2.6501,0.7937
513,0,3.9241,1.5035,2.5984,0.8302
514,0,3.7433,2.0799,2.67,0.8908
515,0,3.5481,2.1387,2.5995,0.8352
516,0,3.6984,1.6831,2.6242,0.7817
517,0,3.8177,2.2302,2.67,0.9943
518,0,4.1853,2.2705,2.645,1.0158
519,0,4.291,1.5907,2.6242,0.477
520,0,4.1585,1.6624,2.575,1.2791
521,0,4.4823,2.033,2.6006,0.8385
522,0,3.6465,2.0203,2.6441,0.8385
523,0,3.954,2.3213,2.6433,0.8914
524,0,3.8334,1.7629,2.6505,0.9763
525,0,3.4999,2.0365,2.5927,0.3735
526,0,4.3719,2.0696,2.5756,1.2859
527,0,3.9995,2.4101,2.6008,0.8392
528,0,4.3883,1.7108,2.6229,0.8007
529,0,3.6019,2.0873,2.5995,0.8352
530,0,4.4651,2.1515,2.5995,0.8352
531,0,3.8177,1.7335,2.652,1.1936
532,0,3.7072,1.8272,2.6454,0.8699
533,0,4.2148,2.186,2.6489,0.9972
534,0,3.8403,2.2133,2.67,1.1682
535,0,4.3366,1.7254,2.6229,0.8007
536,0,3.8554,1.5502,2.5984,0.8302
537,0,3.8026,2.2039,2.67,1.1682
538,0,4.4494,2.0394,2.5995,0.8352
539,0,3.538,1.9752,2.6006,0.8385
540,0,3.7808,1.5936,2.5814,0.8046
541,0,4.1995,2.4296,2.627,0.5063
542,0,3.7179,2.0827,2.646,0.8908
543,0,4.128,2.4111,2.6,0.8363
544,0,4.2927,1.7925,2.6496,0.8007
545,0,4.4032,2.129,2.5756,0.8352
546,0,3.7509,1.9098,2.6454,0.8699
547,0,3.6717,1.6343,2.6242,0.7817
548,0,3.7383,2.2748,2.645,1.0158
549,0,4.315,2.2411,2.5817,1.2019
550,0,4.2818,1.8276,2.6453,1.2902
551,0,4.0699,1.6789,2.574,1.2969
552,0,3.865,1.5477,2.5984,0.8302
553,0,4.2034,1.6837,2.575,0.7817
554,0,3.9797,1.6423,2.574,1.2969
555,0,3.935,2.424,2.6,0.8363
556,0,3.8269,2.27,2.6479,0.9943
557,0,3.5937,1.9652,2.6006,0.8385
558,0,4.2391,2.306,2.645,1.0158
559,0,4.3602,1.9892,2.5746,1.305
560,0,4.3058,2.0607,2.5756,1.2859
561,0,3.921,2.4413,2.6,0.8363
562,0,4.3331,2.0442,2.5756,1.2859
563,0,3.9432,1.6379,2.575,1.2791
564,0,4.1505,2.2397,2.67,0.8914
565,0,4.0998,2.2815,2.6447,0.8914
566,0,3.7392,2.2894,2.645,1.0158
567,0,3.548,1.9009,2.6002,0.8361
568,0,3.5556,1.7604,2.6263,0.5248
569,0,4.4438,1.8075,2.6002,0.8361
570,0,4.3364,1.7991,2.6229,0.8007
571,0,4.4752,2.0954,2.5995,0.8352
572,0,3.5395,2.213,2.5985,0.8091
573,0,4.515,1.9579,2.6006,0.8385
574,0,3.5924,1.8517,2.6002,0.8361
575,0,4.3987,2.0528,2.5756,0.8352
576,0,3.917,1.6877,2.575,1.2791
577,0,3.733,2.1401,2.646,0.9972
578,0,4.3255,1.7722,2.6229,0.8007
579,0,4.438,1.9698,2.6006,0.8385
580,0,3.9878,1.6799,2.574,1.2969
581,0,3.7234,1.6362,2.5814,0.7817
582,0,3.8077,1.553,2.5975,0.8046
583,0,3.8471,2.2415,2.67,0.9943
584,0,3.7544,2.2522,2.6489,1.0158
585,0,4.1461,2.4896,2.5923,0.3581
586,0,4.36,2.2571,2.5817,1.2019
587,0,4.4918,1.9402,2.6006,0.8385
588,0,4.0675,1.7329,2.6476,1.2791
589,0,3.8138,1.6001,2.5814,0.8046
590,0,3.8523,2.2952,2.6447,0.9943
591,0,4.4,2.2337,2.5817,0.8091
592,0,3.7124,2.1499,2.6489,0.9972
