dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,22.955
Xp,1,0,4.4570,1.7750,2.6000,18.626
Xp,2,0,4.4570,1.8500,2.6000,18.626
Xp,3,0,4.4570,1.9250,2.6000,18.241
Xp,4,0,4.4570,2.0000,2.6000,18.297
Xp,5,0,4.4570,2.0750,2.6000,18.297
Xp,6,0,4.4570,2.1500,2.6000,18.311
Xp,7,0,4.4570,2.2250,2.6000,18.645
Xp,8,0,4.4570,2.3000,2.6000,18.645
Xp,0,1,4.5290,1.7398,2.5527,20.143
Xp,1,1,4.5695,1.8081,2.5394,20.143
Xp,2,1,4.6224,1.8524,2.5648,19.207
Xp,3,1,4.6224,1.9274,2.5648,19.207
Xp,4,1,4.6232,1.9881,2.5621,19.294
Xp,5,1,4.6231,2.0621,2.5619,19.294
Xp,6,1,4.6199,2.1211,2.5467,19.534
Xp,7,1,4.5982,2.1898,2.5466,19.532
Xp,8,1,4.5669,2.2635,2.5445,20.293
Xp,0,2,4.5457,1.7460,2.5428,20.143
Xp,1,2,4.5888,1.8131,2.5298,20.143
Xp,2,2,4.6519,1.8530,2.5596,19.207
Xp,3,2,4.6519,1.9280,2.5596,19.207
Xp,4,2,4.6528,1.9862,2.5565,19.294
Xp,5,2,4.6526,2.0594,2.5562,19.294
Xp,6,2,4.6492,2.1164,2.5387,19.534
Xp,7,2,4.6243,2.1836,2.5379,19.534
Xp,8,2,4.5851,2.2572,2.5357,20.293
Xp,0,3,4.5614,1.7521,2.5332,20.143
Xp,1,3,4.6078,1.8177,2.5205,20.143
Xp,2,3,4.6823,1.8536,2.5544,19.207
Xp,3,3,4.6823,1.9286,2.5544,19.207
Xp,4,3,4.6833,1.9845,2.5508,19.294
Xp,5,3,4.6829,2.0565,2.5503,19.294
Xp,6,3,4.6787,2.1118,2.5308,19.534
Xp,7,3,4.6504,2.1776,2.5292,19.534
Xp,8,3,4.6027,2.2508,2.5270,20.293
Xp,0,4,4.5927,1.7662,2.5133,20.143
Xp,1,4,4.6505,1.8284,2.4987,20.387
Xp,2,4,4.7503,1.8548,2.5417,19.106
Xp,3,4,4.7503,1.9298,2.5417,19.106
Xp,4,4,4.7514,1.9804,2.5371,19.215
Xp,5,4,4.7505,2.0505,2.5364,19.215
Xp,6,4,4.7439,2.1014,2.5120,19.662
Xp,7,4,4.7070,2.1640,2.5093,19.534
Xp,8,4,4.6428,2.2366,2.5069,20.565
Xp,0,5,4.6183,1.7763,2.4970,20.387
Xp,1,5,4.6833,1.8351,2.4827,20.387
Xp,2,5,4.8068,1.8558,2.5321,19.106
Xp,3,5,4.8068,1.9308,2.5321,19.106
Xp,4,5,4.8078,1.9778,2.5268,19.215
Xp,5,5,4.8062,2.0452,2.5258,19.215
Xp,6,5,4.7959,2.0939,2.4982,19.662
Xp,7,5,4.7517,2.1536,2.4941,19.662
Xp,8,5,4.6719,2.2254,2.4921,20.565
Xp,0,6,4.6424,1.7868,2.4806,20.387
Xp,1,6,4.7183,1.8412,2.4659,20.387
Xp,2,6,4.8686,1.8569,2.5211,19.088
Xp,3,6,4.8686,1.9319,2.5211,19.088
Xp,4,6,4.8695,1.9756,2.5152,19.268
Xp,5,6,4.8668,2.0396,2.5138,19.268
Xp,6,6,4.8511,2.0864,2.4831,19.268
Xp,7,6,4.7978,2.1429,2.4779,19.662
Xp,8,6,4.7019,2.2136,2.4765,20.565
Xp,0,7,4.6645,1.7977,2.4642,20.387
Xp,1,7,4.7556,1.8464,2.4481,21.400
Xp,2,7,4.9355,1.8580,2.5083,19.088
Xp,3,7,4.9355,1.9330,2.5083,19.088
Xp,4,7,4.9361,1.9736,2.5019,19.268
Xp,5,7,4.9318,2.0337,2.5002,19.268
Xp,6,7,4.9089,2.0788,2.4663,19.268
Xp,7,7,4.8449,2.1320,2.4605,19.662
Xp,8,7,4.7325,2.2011,2.4599,19.662
Xp,0,8,4.6818,1.8075,2.4494,21.487
Xp,1,8,4.7909,1.8500,2.4307,21.400
Xp,2,8,5.0019,1.8589,2.4948,19.147
Xp,3,8,5.0019,1.9339,2.4948,19.147
Xp,4,8,5.0022,1.9720,2.4880,19.371
Xp,5,8,4.9956,2.0280,2.4861,19.371
Xp,6,8,4.9639,2.0718,2.4493,20.151
Xp,7,8,4.8882,2.1220,2.4435,20.878
Xp,8,8,4.7594,2.1892,2.4441,20.942
Xp,0,9,4.6938,1.8166,2.4365,21.487
Xp,1,9,4.8253,1.8521,2.4132,20.143
Xp,2,9,5.0682,1.8596,2.4799,19.147
Xp,3,9,5.0682,1.9346,2.4799,19.147
Xp,4,9,5.0681,1.9708,2.4728,19.371
Xp,5,9,5.0587,2.0224,2.4710,19.371
Xp,6,9,5.0159,2.0654,2.4315,20.097
Xp,7,9,4.9280,2.1129,2.4263,20.878
Xp,8,9,4.7841,2.1778,2.4285,20.942
Xp,0,10,4.7032,1.8248,2.4246,21.487
Xp,1,10,4.8593,1.8531,2.3954,19.834
Xp,2,10,5.1335,1.8600,2.4637,19.241
Xp,3,10,5.1335,1.9350,2.4637,19.241
Xp,4,10,5.1330,1.9700,2.4565,19.241
Xp,5,10,5.1199,2.0172,2.4549,19.510
Xp,6,10,5.0652,2.0595,2.4130,20.097
Xp,7,10,4.9648,2.1045,2.4090,20.878
Xp,8,10,4.8068,2.1669,2.4130,20.942
Xp,0,11,4.7112,1.8320,2.4132,21.487
Xp,1,11,4.8929,1.8534,2.3772,19.834
Xp,2,11,5.1972,1.8602,2.4462,19.706
Xp,3,11,5.1972,1.9352,2.4462,19.706
Xp,4,11,5.1962,1.9693,2.4389,19.706
Xp,5,11,5.1788,2.0121,2.4378,20.080
Xp,6,11,5.1120,2.0538,2.3938,20.080
Xp,7,11,4.9996,2.0968,2.3913,20.931
Xp,8,11,4.8280,2.1564,2.3977,20.942
Xp,0,12,4.7189,1.8382,2.4020,21.487
Xp,1,12,4.9259,1.8530,2.3587,19.834
Xp,2,12,5.2583,1.8601,2.4276,19.691
Xp,3,12,5.2583,1.9351,2.4276,19.691
Xp,4,12,5.2568,1.9687,2.4202,19.691
Xp,5,12,5.2344,2.0073,2.4199,20.094
Xp,6,12,5.1565,2.0484,2.3740,20.080
Xp,7,12,5.0332,2.0897,2.3732,20.097
Xp,8,12,4.8479,2.1465,2.3824,20.942
Xp,0,13,4.7274,1.8432,2.3907,21.487
Xp,1,13,4.9575,1.8523,2.3399,19.834
Xp,2,13,5.3172,1.8598,2.4079,19.691
Xp,3,13,5.3172,1.9348,2.4079,19.691
Xp,4,13,5.3150,1.9680,2.4004,19.691
Xp,5,13,5.2871,2.0026,2.4014,20.094
Xp,6,13,5.1990,2.0431,2.3540,20.080
Xp,7,13,5.0663,2.0832,2.3547,20.097
Xp,8,13,4.8669,2.1372,2.3673,20.878
Xp,0,14,4.7376,1.8468,2.3791,21.400
Xp,1,14,4.9870,1.8515,2.3213,20.075
Xp,2,14,5.3740,1.8593,2.3875,19.702
Xp,3,14,5.3740,1.9343,2.3875,19.702
Xp,4,14,5.3710,1.9672,2.3799,19.702
Xp,5,14,5.3371,1.9982,2.3823,20.132
Xp,6,14,5.2398,2.0380,2.3337,20.094
Xp,7,14,5.0993,2.0770,2.3358,20.080
Xp,8,14,4.8852,2.1284,2.3523,20.878
Xp,0,15,4.7500,1.8493,2.3670,21.400
Xp,1,15,5.0144,1.8508,2.3031,20.075
Xp,2,15,5.4289,1.8586,2.3666,19.702
Xp,3,15,5.4289,1.9336,2.3666,19.702
Xp,4,15,5.4252,1.9664,2.3589,19.702
Xp,5,15,5.3847,1.9941,2.3630,20.132
Xp,6,15,5.2792,2.0332,2.3136,20.406
Xp,7,15,5.1323,2.0712,2.3166,20.436
Xp,8,15,4.9036,2.1201,2.3373,20.878
Xp,0,16,4.7643,1.8506,2.3544,20.143
Xp,1,16,5.0393,1.8502,2.2854,20.075
Xp,2,16,5.4815,1.8579,2.3455,19.800
Xp,3,16,5.4823,1.9327,2.3452,19.800
Xp,4,16,5.4778,1.9654,2.3374,19.800
Xp,5,16,5.4304,1.9901,2.3435,20.132
Xp,6,16,5.3178,2.0286,2.2935,20.406
Xp,7,16,5.1655,2.0657,2.2973,20.436
Xp,8,16,4.9220,2.1122,2.3223,21.302
Xp,0,17,4.7795,1.8512,2.3414,20.143
Xp,1,17,5.0611,1.8496,2.2685,21.734
Xp,2,17,5.5318,1.8571,2.3245,19.939
Xp,3,17,5.5343,1.9317,2.3236,19.939
Xp,4,17,5.5288,1.9643,2.3157,19.939
Xp,5,17,5.4745,1.9865,2.3240,20.448
Xp,6,17,5.3557,2.0242,2.2736,20.400
Xp,7,17,5.1987,2.0604,2.2778,20.436
Xp,8,17,4.9408,2.1047,2.3072,21.302
Xp,0,18,4.7948,1.8511,2.3283,20.598
Xp,1,18,5.0799,1.8493,2.2524,21.734
Xp,2,18,5.5800,1.8562,2.3037,19.983
Xp,3,18,5.5849,1.9304,2.3019,19.983
Xp,4,18,5.5785,1.9629,2.2938,19.983
Xp,5,18,5.5176,1.9830,2.3043,20.448
Xp,6,18,5.3928,2.0201,2.2538,20.400
Xp,7,18,5.2318,2.0553,2.2583,20.406
Xp,8,18,4.9601,2.0976,2.2919,21.302
Xp,0,19,4.8099,1.8506,2.3151,20.598
Xp,1,19,5.0954,1.8490,2.2372,21.827
Xp,2,19,5.6259,1.8552,2.2834,19.983
Xp,3,19,5.6342,1.9289,2.2803,19.983
