dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,22.836
Xp,1,0,4.4570,1.7750,2.6000,18.601
Xp,2,0,4.4570,1.8500,2.6000,18.601
Xp,3,0,4.4570,1.9250,2.6000,18.272
Xp,4,0,4.4570,2.0000,2.6000,18.336
Xp,5,0,4.4570,2.0750,2.6000,18.336
Xp,6,0,4.4570,2.1500,2.6000,18.347
Xp,7,0,4.4570,2.2250,2.6000,18.678
Xp,8,0,4.4570,2.3000,2.6000,18.678
Xp,0,1,4.5324,1.7386,2.5539,20.102
Xp,1,1,4.5732,1.8075,2.5409,20.102
Xp,2,1,4.6226,1.8539,2.5651,19.256
Xp,3,1,4.6226,1.9289,2.5651,19.256
Xp,4,1,4.6235,1.9885,2.5617,19.339
Xp,5,1,4.6235,2.0627,2.5616,19.339
Xp,6,1,4.6189,2.1204,2.5454,19.578
Xp,7,1,4.5984,2.1901,2.5465,19.581
Xp,8,1,4.5669,2.2637,2.5446,20.348
Xp,0,2,4.5500,1.7447,2.5443,20.102
Xp,1,2,4.5931,1.8125,2.5316,20.102
Xp,2,2,4.6522,1.8547,2.5600,19.256
Xp,3,2,4.6522,1.9297,2.5600,19.256
Xp,4,2,4.6531,1.9864,2.5560,19.339
Xp,5,2,4.6531,2.0600,2.5557,19.339
Xp,6,2,4.6478,2.1154,2.5371,19.578
Xp,7,2,4.6245,2.1840,2.5377,19.578
Xp,8,2,4.5852,2.2573,2.5357,20.348
Xp,0,3,4.5665,1.7506,2.5350,20.102
Xp,1,3,4.6127,1.8170,2.5225,20.322
Xp,2,3,4.6827,1.8556,2.5549,19.256
Xp,3,3,4.6827,1.9306,2.5549,19.256
Xp,4,3,4.6837,1.9846,2.5503,19.339
Xp,5,3,4.6835,2.0572,2.5498,19.339
Xp,6,3,4.6770,2.1105,2.5287,19.578
Xp,7,3,4.6506,2.1780,2.5291,19.578
Xp,8,3,4.6028,2.2510,2.5271,20.348
Xp,0,4,4.5997,1.7642,2.5156,20.102
Xp,1,4,4.6567,1.8277,2.5014,20.322
Xp,2,4,4.7508,1.8573,2.5423,19.148
Xp,3,4,4.7508,1.9323,2.5423,19.148
Xp,4,4,4.7519,1.9803,2.5365,19.257
Xp,5,4,4.7514,2.0515,2.5357,19.257
Xp,6,4,4.7415,2.0995,2.5090,19.703
Xp,7,4,4.7073,2.1645,2.5090,19.578
Xp,8,4,4.6430,2.2368,2.5069,20.614
Xp,0,5,4.6270,1.7739,2.4998,20.322
Xp,1,5,4.6904,1.8345,2.4859,20.322
Xp,2,5,4.8075,1.8587,2.5329,19.148
Xp,3,5,4.8075,1.9337,2.5329,19.148
Xp,4,5,4.8083,1.9773,2.5261,19.257
Xp,5,5,4.8073,2.0463,2.5250,19.257
Xp,6,5,4.7928,2.0913,2.4943,19.703
Xp,7,5,4.7522,2.1542,2.4938,19.703
Xp,8,5,4.6723,2.2258,2.4921,20.614
Xp,0,6,4.6532,1.7839,2.4839,20.322
Xp,1,6,4.7263,1.8406,2.4696,20.322
Xp,2,6,4.8695,1.8601,2.5221,19.116
Xp,3,6,4.8695,1.9351,2.5221,19.116
Xp,4,6,4.8699,1.9745,2.5144,19.307
Xp,5,6,4.8680,2.0407,2.5129,19.307
Xp,6,6,4.8474,2.0832,2.4784,19.257
Xp,7,6,4.7985,2.1436,2.4775,19.703
Xp,8,6,4.7024,2.2140,2.4764,20.614
Xp,0,7,4.6777,1.7940,2.4679,20.322
Xp,1,7,4.7644,1.8460,2.4523,20.635
Xp,2,7,4.9367,1.8614,2.5095,19.116
Xp,3,7,4.9367,1.9364,2.5095,19.116
Xp,4,7,4.9365,1.9718,2.5011,19.307
Xp,5,7,4.9333,2.0349,2.4992,19.307
Xp,6,7,4.9049,2.0750,2.4609,19.307
Xp,7,7,4.8457,2.1328,2.4601,19.703
Xp,8,7,4.7332,2.2016,2.4598,19.703
Xp,0,8,4.6975,1.8031,2.4534,20.322
Xp,1,8,4.8003,1.8497,2.4354,21.349
Xp,2,8,5.0033,1.8624,2.4962,19.166
Xp,3,8,5.0033,1.9374,2.4962,19.166
Xp,4,8,5.0025,1.9696,2.4872,19.166
Xp,5,8,4.9974,2.0291,2.4850,19.410
Xp,6,8,4.9596,2.0676,2.4434,20.196
Xp,7,8,4.8894,2.1228,2.4430,20.926
Xp,8,8,4.7604,2.1898,2.4438,21.000
Xp,0,9,4.7122,1.8115,2.4406,21.446
Xp,1,9,4.8355,1.8520,2.4184,20.213
Xp,2,9,5.0700,1.8631,2.4815,19.166
Xp,3,9,5.0700,1.9381,2.4815,19.166
Xp,4,9,5.0684,1.9679,2.4722,19.166
Xp,5,9,5.0606,2.0235,2.4698,19.410
Xp,6,9,5.0115,2.0607,2.4251,20.142
Xp,7,9,4.9294,2.1137,2.4257,20.926
Xp,8,9,4.7853,2.1785,2.4281,21.000
Xp,0,10,4.7243,1.8192,2.4286,21.446
Xp,1,10,4.8704,1.8533,2.4009,19.889
Xp,2,10,5.1357,1.8634,2.4655,19.249
Xp,3,10,5.1357,1.9384,2.4655,19.249
Xp,4,10,5.1332,1.9663,2.4559,19.249
Xp,5,10,5.1221,2.0180,2.4536,19.551
Xp,6,10,5.0608,2.0544,2.4062,20.142
Xp,7,10,4.9665,2.1053,2.4082,20.926
Xp,8,10,4.8084,2.1677,2.4125,21.000
Xp,0,11,4.7348,1.8259,2.4169,21.349
Xp,1,11,4.9050,1.8537,2.3831,19.889
Xp,2,11,5.1998,1.8634,2.4482,19.744
Xp,3,11,5.1998,1.9384,2.4482,19.744
Xp,4,11,5.1964,1.9649,2.4385,19.744
Xp,5,11,5.1811,2.0127,2.4365,20.126
Xp,6,11,5.1078,2.0485,2.3868,20.126
Xp,7,11,5.0016,2.0975,2.3904,20.976
Xp,8,11,4.8299,2.1573,2.3970,21.000
Xp,0,12,4.7451,1.8317,2.4051,21.349
Xp,1,12,4.9386,1.8536,2.3650,19.889
Xp,2,12,5.2614,1.8630,2.4298,19.720
Xp,3,12,5.2614,1.9380,2.4298,19.720
Xp,4,12,5.2571,1.9636,2.4200,19.720
Xp,5,12,5.2368,2.0076,2.4185,20.143
Xp,6,12,5.1526,2.0427,2.3669,20.126
Xp,7,12,5.0355,2.0903,2.3722,20.976
Xp,8,12,4.8501,2.1474,2.3816,20.926
Xp,0,13,4.7559,1.8365,2.3930,21.349
Xp,1,13,4.9713,1.8531,2.3466,19.799
Xp,2,13,5.3207,1.8622,2.4103,19.720
Xp,3,13,5.3207,1.9372,2.4103,19.720
Xp,4,13,5.3155,1.9622,2.4004,19.720
Xp,5,13,5.2896,2.0026,2.3999,20.143
Xp,6,13,5.1953,2.0372,2.3468,20.126
Xp,7,13,5.0690,2.0836,2.3536,20.142
Xp,8,13,4.8695,2.1380,2.3664,20.926
Xp,0,14,4.7678,1.8403,2.3806,21.349
Xp,1,14,5.0022,1.8525,2.3283,20.134
Xp,2,14,5.3779,1.8611,2.3902,19.721
Xp,3,14,5.3779,1.9361,2.3902,19.721
Xp,4,14,5.3718,1.9608,2.3801,19.721
Xp,5,14,5.3396,1.9978,2.3809,20.187
