dir,k,step,x,y,z,T
Xp,0,0,4.4570,1.7000,2.6000,22.747
Xp,1,0,4.4570,1.7750,2.6000,18.562
Xp,2,0,4.4570,1.8500,2.6000,18.562
Xp,3,0,4.4570,1.9250,2.6000,18.183
Xp,4,0,4.4570,2.0000,2.6000,18.220
Xp,5,0,4.4570,2.0750,2.6000,18.220
Xp,6,0,4.4570,2.1500,2.6000,18.238
Xp,7,0,4.4570,2.2250,2.6000,18.566
Xp,8,0,4.4570,2.3000,2.6000,18.566
Xp,0,1,4.5290,1.7402,2.5529,20.048
Xp,1,1,4.5689,1.8087,2.5398,20.048
Xp,2,1,4.6226,1.8544,2.5644,19.119
Xp,3,1,4.6226,1.9294,2.5644,19.119
Xp,4,1,4.6229,1.9889,2.5626,19.178
Xp,5,1,4.6229,2.0637,2.5626,19.178
Xp,6,1,4.6195,2.1218,2.5458,19.398
Xp,7,1,4.5990,2.1912,2.5467,19.402
Xp,8,1,4.5679,2.2643,2.5441,20.130
Xp,0,2,4.5456,1.7466,2.5431,20.048
Xp,1,2,4.5880,1.8139,2.5303,20.048
Xp,2,2,4.6521,1.8554,2.5592,19.119
Xp,3,2,4.6521,1.9304,2.5592,19.119
Xp,4,2,4.6525,1.9870,2.5570,19.178
Xp,5,2,4.6524,2.0613,2.5570,19.178
Xp,6,2,4.6485,2.1170,2.5375,19.398
Xp,7,2,4.6253,2.1853,2.5380,19.398
Xp,8,2,4.5864,2.2581,2.5352,20.130
Xp,0,3,4.5611,1.7528,2.5336,20.048
Xp,1,3,4.6069,1.8187,2.5210,20.048
Xp,2,3,4.6825,1.8565,2.5539,19.119
Xp,3,3,4.6825,1.9315,2.5539,19.119
Xp,4,3,4.6830,1.9852,2.5513,19.178
Xp,5,3,4.6827,2.0588,2.5513,19.178
Xp,6,3,4.6778,2.1124,2.5292,19.398
Xp,7,3,4.6516,2.1796,2.5293,19.398
Xp,8,3,4.6043,2.2519,2.5265,20.130
Xp,0,4,4.5922,1.7672,2.5139,20.048
Xp,1,4,4.6494,1.8299,2.4993,20.291
Xp,2,4,4.7505,1.8586,2.5410,19.026
Xp,3,4,4.7505,1.9336,2.5410,19.026
Xp,4,4,4.7511,1.9813,2.5377,19.098
Xp,5,4,4.7505,2.0536,2.5376,19.098
Xp,6,4,4.7427,2.1021,2.5097,19.514
Xp,7,4,4.7087,2.1667,2.5094,19.398
Xp,8,4,4.6449,2.2381,2.5062,20.386
Xp,0,5,4.6174,1.7776,2.4978,20.291
Xp,1,5,4.6819,1.8373,2.4834,20.291
Xp,2,5,4.8068,1.8606,2.5312,19.026
Xp,3,5,4.8068,1.9356,2.5312,19.026
Xp,4,5,4.8073,1.9784,2.5275,19.098
Xp,5,5,4.8064,2.0490,2.5273,19.098
Xp,6,5,4.7942,2.0945,2.4951,19.514
Xp,7,5,4.7541,2.1569,2.4942,19.514
Xp,8,5,4.6747,2.2274,2.4912,20.386
Xp,0,6,4.6411,1.7883,2.4817,20.291
Xp,1,6,4.7167,1.8441,2.4666,20.291
Xp,2,6,4.8685,1.8626,2.5200,19.024
Xp,3,6,4.8685,1.9376,2.5200,19.024
Xp,4,6,4.8687,1.9758,2.5158,19.135
Xp,5,6,4.8673,2.0441,2.5155,19.135
Xp,6,6,4.8491,2.0870,2.4794,19.098
Xp,7,6,4.8009,2.1468,2.4779,19.514
